Index,RunID, LON, LAT,tag,Coord_ID,YIELD,land cover,county ,
930,1143,-98.2598,28.9377,-98.2598.28.9377,1143,10.4602,82,ATASCOSA,1
931,1144,-98.2498,28.9377,-98.2498.28.9377,1144,10.5838,52,ATASCOSA,1
932,1145,-98.7998,28.9277,-98.7998.28.9277,1145,1.5602,81,ATASCOSA,1
933,1146,-98.7898,28.9277,-98.7898.28.9277,1146,1.4478,82,ATASCOSA,1
934,1147,-98.7798,28.9277,-98.7798.28.9277,1147,1.3008,82,ATASCOSA,1
935,1148,-98.7698,28.9277,-98.7698.28.9277,1148,1.5602,82,ATASCOSA,1
936,1149,-98.7598,28.9277,-98.7598.28.9277,1149,1.3772,82,ATASCOSA,1
937,1150,-98.7498,28.9277,-98.7498.28.9277,1150,1.4482,52,ATASCOSA,1
938,1151,-98.7398,28.9277,-98.7398.28.9277,1151,1.5234,82,ATASCOSA,1
939,1152,-98.7298,28.9277,-98.7298.28.9277,1152,1.4482,82,ATASCOSA,1
940,1154,-98.7098,28.9277,-98.7098.28.9277,1154,1.5234,82,ATASCOSA,1
941,1155,-98.6998,28.9277,-98.6998.28.9277,1155,1.5234,90,ATASCOSA,1
942,1156,-98.6898,28.9277,-98.6898.28.9277,1156,1.5234,81,ATASCOSA,1
943,1157,-98.6798,28.9277,-98.6798.28.9277,1157,1.5912,81,ATASCOSA,1
944,1158,-98.6698,28.9277,-98.6698.28.9277,1158,1.5234,82,ATASCOSA,1
945,1159,-98.6598,28.9277,-98.6598.28.9277,1159,1.5234,52,ATASCOSA,1
946,1160,-98.6498,28.9277,-98.6498.28.9277,1160,1.5234,52,ATASCOSA,1
947,1161,-98.6398,28.9277,-98.6398.28.9277,1161,1.447,82,ATASCOSA,1
948,1162,-98.6298,28.9277,-98.6298.28.9277,1162,1.4482,82,ATASCOSA,1
949,1163,-98.6198,28.9277,-98.6198.28.9277,1163,9.688,82,ATASCOSA,1
950,1164,-98.6098,28.9277,-98.6098.28.9277,1164,9.8486,81,ATASCOSA,1
951,1165,-98.5998,28.9277,-98.5998.28.9277,1165,10.2036,81,ATASCOSA,1
952,1166,-98.5898,28.9277,-98.5898.28.9277,1166,9.89,82,ATASCOSA,1
953,1167,-98.5798,28.9277,-98.5798.28.9277,1167,9.89,82,ATASCOSA,1
954,1168,-98.5698,28.9277,-98.5698.28.9277,1168,9.4134,81,ATASCOSA,1
955,1169,-98.5598,28.9277,-98.5598.28.9277,1169,10.7208,82,ATASCOSA,1
956,1172,-98.5298,28.9277,-98.5298.28.9277,1172,9.4134,81,ATASCOSA,1
957,1173,-98.5198,28.9277,-98.5198.28.9277,1173,9.4134,52,ATASCOSA,1
958,1174,-98.5098,28.9277,-98.5098.28.9277,1174,9.688,71,ATASCOSA,1
959,1175,-98.4998,28.9277,-98.4998.28.9277,1175,10.501,52,ATASCOSA,1
960,1177,-98.4798,28.9277,-98.4798.28.9277,1177,10.1438,82,ATASCOSA,1
961,1178,-98.4698,28.9277,-98.4698.28.9277,1178,9.6506,71,ATASCOSA,1
962,1179,-98.4598,28.9277,-98.4598.28.9277,1179,10.0688,11,ATASCOSA,1
963,1180,-98.4498,28.9277,-98.4498.28.9277,1180,10.0688,52,ATASCOSA,1
964,1182,-98.4298,28.9277,-98.4298.28.9277,1182,10.2588,81,ATASCOSA,1
965,1183,-98.4198,28.9277,-98.4198.28.9277,1183,10.399,81,ATASCOSA,1
966,1184,-98.4098,28.9277,-98.4098.28.9277,1184,10.445,81,ATASCOSA,1
967,1185,-98.3998,28.9277,-98.3998.28.9277,1185,10.445,52,ATASCOSA,1
968,1186,-98.3898,28.9277,-98.3898.28.9277,1186,10.6338,52,ATASCOSA,1
969,1187,-98.3798,28.9277,-98.3798.28.9277,1187,10.445,81,ATASCOSA,1
970,1188,-98.3698,28.9277,-98.3698.28.9277,1188,10.699,81,ATASCOSA,1
971,1189,-98.3598,28.9277,-98.3598.28.9277,1189,10.335,52,ATASCOSA,1
972,1190,-98.3498,28.9277,-98.3498.28.9277,1190,10.335,52,ATASCOSA,1
973,1191,-98.3398,28.9277,-98.3398.28.9277,1191,10.8818,71,ATASCOSA,1
974,1192,-98.3298,28.9277,-98.3298.28.9277,1192,10.8406,52,ATASCOSA,1
975,1193,-98.3198,28.9277,-98.3198.28.9277,1193,10.8406,82,ATASCOSA,1
976,1194,-98.3098,28.9277,-98.3098.28.9277,1194,10.8902,81,ATASCOSA,1
977,1195,-98.2998,28.9277,-98.2998.28.9277,1195,10.6674,71,ATASCOSA,1
978,1196,-98.2898,28.9277,-98.2898.28.9277,1196,10.8356,81,ATASCOSA,1
979,1197,-98.2798,28.9277,-98.2798.28.9277,1197,11.5652,71,ATASCOSA,1
980,1198,-98.2698,28.9277,-98.2698.28.9277,1198,10.845,52,ATASCOSA,1
981,1199,-98.2598,28.9277,-98.2598.28.9277,1199,10.845,52,ATASCOSA,1
982,1200,-98.2498,28.9277,-98.2498.28.9277,1200,10.9376,52,ATASCOSA,1
983,1201,-98.2398,28.9277,-98.2398.28.9277,1201,10.9376,52,ATASCOSA,1
984,1202,-98.7998,28.9177,-98.7998.28.9177,1202,1.3772,71,ATASCOSA,1
985,1203,-98.7898,28.9177,-98.7898.28.9177,1203,1.4478,82,ATASCOSA,1
986,1205,-98.7698,28.9177,-98.7698.28.9177,1205,1.5596,81,ATASCOSA,1
987,1206,-98.7598,28.9177,-98.7598.28.9177,1206,1.3772,82,ATASCOSA,1
988,1207,-98.7498,28.9177,-98.7498.28.9177,1207,1.5652,82,ATASCOSA,1
989,1208,-98.7398,28.9177,-98.7398.28.9177,1208,1.5652,82,ATASCOSA,1
990,1209,-98.7298,28.9177,-98.7298.28.9177,1209,1.7464,82,ATASCOSA,1
991,1210,-98.7198,28.9177,-98.7198.28.9177,1210,1.7464,82,ATASCOSA,1
992,1211,-98.7098,28.9177,-98.7098.28.9177,1211,1.5234,82,ATASCOSA,1
993,1212,-98.6998,28.9177,-98.6998.28.9177,1212,1.5652,52,ATASCOSA,1
994,1213,-98.6898,28.9177,-98.6898.28.9177,1213,1.5234,82,ATASCOSA,1
995,1214,-98.6798,28.9177,-98.6798.28.9177,1214,1.5652,52,ATASCOSA,1
996,1215,-98.6698,28.9177,-98.6698.28.9177,1215,1.6152,82,ATASCOSA,1
997,1216,-98.6598,28.9177,-98.6598.28.9177,1216,1.7464,82,ATASCOSA,1
998,1217,-98.6498,28.9177,-98.6498.28.9177,1217,1.7468,81,ATASCOSA,1
999,1218,-98.6398,28.9177,-98.6398.28.9177,1218,1.6386,52,ATASCOSA,1
1000,1219,-98.6298,28.9177,-98.6298.28.9177,1219,1.5912,71,ATASCOSA,1
1001,1220,-98.6198,28.9177,-98.6198.28.9177,1220,9.4134,52,ATASCOSA,1
1002,1221,-98.6098,28.9177,-98.6098.28.9177,1221,9.4134,81,ATASCOSA,1
1003,1222,-98.5998,28.9177,-98.5998.28.9177,1222,9.89,81,ATASCOSA,1
1004,1223,-98.5898,28.9177,-98.5898.28.9177,1223,9.89,82,ATASCOSA,1
1005,1224,-98.5798,28.9177,-98.5798.28.9177,1224,10.6956,52,ATASCOSA,1
1006,1225,-98.5698,28.9177,-98.5698.28.9177,1225,10.7208,82,ATASCOSA,1
1007,1226,-98.5598,28.9177,-98.5598.28.9177,1226,9.4134,71,ATASCOSA,1
1008,1229,-98.5298,28.9177,-98.5298.28.9177,1229,9.2866,81,ATASCOSA,1
1009,1230,-98.5198,28.9177,-98.5198.28.9177,1230,9.89,71,ATASCOSA,1
1010,1231,-98.5098,28.9177,-98.5098.28.9177,1231,10.158,81,ATASCOSA,1
1011,1232,-98.4998,28.9177,-98.4998.28.9177,1232,9.6504,81,ATASCOSA,1
1012,1233,-98.4898,28.9177,-98.4898.28.9177,1233,10.5246,52,ATASCOSA,1
1013,1234,-98.4798,28.9177,-98.4798.28.9177,1234,10.501,52,ATASCOSA,1
1014,1235,-98.4698,28.9177,-98.4698.28.9177,1235,10.0684,31,ATASCOSA,1
1015,1236,-98.4598,28.9177,-98.4598.28.9177,1236,10.5246,52,ATASCOSA,1
1016,1237,-98.4498,28.9177,-98.4498.28.9177,1237,10.5246,52,ATASCOSA,1
1017,1239,-98.4298,28.9177,-98.4298.28.9177,1239,10.2588,81,ATASCOSA,1
1018,1240,-98.4198,28.9177,-98.4198.28.9177,1240,10.2588,81,ATASCOSA,1
1019,1241,-98.4098,28.9177,-98.4098.28.9177,1241,10.4378,52,ATASCOSA,1
1020,1242,-98.3998,28.9177,-98.3998.28.9177,1242,9.8976,81,ATASCOSA,1
1021,1243,-98.3898,28.9177,-98.3898.28.9177,1243,10.456,52,ATASCOSA,1
1022,1244,-98.3798,28.9177,-98.3798.28.9177,1244,10.6338,71,ATASCOSA,1
1023,1245,-98.3698,28.9177,-98.3698.28.9177,1245,10.4092,81,ATASCOSA,1
1024,1246,-98.3598,28.9177,-98.3598.28.9177,1246,10.6992,52,ATASCOSA,1
1025,1247,-98.3498,28.9177,-98.3498.28.9177,1247,10.7202,81,ATASCOSA,1
1026,1248,-98.3398,28.9177,-98.3398.28.9177,1248,10.4964,52,ATASCOSA,1
1027,1250,-98.3198,28.9177,-98.3198.28.9177,1250,10.8406,81,ATASCOSA,1
1028,1251,-98.3098,28.9177,-98.3098.28.9177,1251,10.89,71,ATASCOSA,1
1029,1252,-98.2998,28.9177,-98.2998.28.9177,1252,10.8406,52,ATASCOSA,1
1030,1253,-98.2898,28.9177,-98.2898.28.9177,1253,10.4534,52,ATASCOSA,1
1031,1254,-98.2798,28.9177,-98.2798.28.9177,1254,10.8352,81,ATASCOSA,1
1032,1255,-98.2698,28.9177,-98.2698.28.9177,1255,9.9824,52,ATASCOSA,1
1033,1256,-98.2598,28.9177,-98.2598.28.9177,1256,10.8864,52,ATASCOSA,1
1034,1257,-98.2498,28.9177,-98.2498.28.9177,1257,10.7426,52,ATASCOSA,1
1035,1258,-98.2398,28.9177,-98.2398.28.9177,1258,10.7426,71,ATASCOSA,1
1036,1259,-98.2298,28.9177,-98.2298.28.9177,1259,11.1416,82,ATASCOSA,1
1037,1260,-98.7998,28.9077,-98.7998.28.9077,1260,1.5096,52,ATASCOSA,1
1038,1261,-98.7898,28.9077,-98.7898.28.9077,1261,1.5096,81,ATASCOSA,1
1039,1262,-98.7798,28.9077,-98.7798.28.9077,1262,1.487,81,ATASCOSA,1
1040,1263,-98.7698,28.9077,-98.7698.28.9077,1263,1.487,82,ATASCOSA,1
1041,1265,-98.7498,28.9077,-98.7498.28.9077,1265,1.565,81,ATASCOSA,1
1042,1266,-98.7398,28.9077,-98.7398.28.9077,1266,1.5234,81,ATASCOSA,1
1043,1267,-98.7298,28.9077,-98.7298.28.9077,1267,1.5234,82,ATASCOSA,1
1044,1269,-98.7098,28.9077,-98.7098.28.9077,1269,1.447,82,ATASCOSA,1
1045,1270,-98.6998,28.9077,-98.6998.28.9077,1270,1.6152,82,ATASCOSA,1
1046,1271,-98.6898,28.9077,-98.6898.28.9077,1271,1.5234,82,ATASCOSA,1
1047,1272,-98.6798,28.9077,-98.6798.28.9077,1272,1.565,52,ATASCOSA,1
1048,1273,-98.6698,28.9077,-98.6698.28.9077,1273,1.3644,81,ATASCOSA,1
1049,1274,-98.6598,28.9077,-98.6598.28.9077,1274,1.357,52,ATASCOSA,1
1050,1275,-98.6498,28.9077,-98.6498.28.9077,1275,1.3644,52,ATASCOSA,1
1051,1276,-98.6398,28.9077,-98.6398.28.9077,1276,1.6386,81,ATASCOSA,1
1052,1277,-98.6298,28.9077,-98.6298.28.9077,1277,1.565,52,ATASCOSA,1
1053,1278,-98.6198,28.9077,-98.6198.28.9077,1278,1.8602,52,ATASCOSA,1
1054,1279,-98.6098,28.9077,-98.6098.28.9077,1279,9.4134,81,ATASCOSA,1
1055,1280,-98.5998,28.9077,-98.5998.28.9077,1280,9.2864,81,ATASCOSA,1
1056,1281,-98.5898,28.9077,-98.5898.28.9077,1281,9.4134,71,ATASCOSA,1
1057,1282,-98.5798,28.9077,-98.5798.28.9077,1282,9.89,81,ATASCOSA,1
1058,1284,-98.5598,28.9077,-98.5598.28.9077,1284,9.4134,81,ATASCOSA,1
1059,1286,-98.5398,28.9077,-98.5398.28.9077,1286,10.1582,52,ATASCOSA,1
1060,1287,-98.5298,28.9077,-98.5298.28.9077,1287,9.89,71,ATASCOSA,1
1061,1288,-98.5198,28.9077,-98.5198.28.9077,1288,9.6876,71,ATASCOSA,1
1062,1289,-98.5098,28.9077,-98.5098.28.9077,1289,9.89,52,ATASCOSA,1
1063,1290,-98.4998,28.9077,-98.4998.28.9077,1290,10.5246,52,ATASCOSA,1
1064,1291,-98.4898,28.9077,-98.4898.28.9077,1291,10.0684,52,ATASCOSA,1
1065,1292,-98.4798,28.9077,-98.4798.28.9077,1292,10.5246,52,ATASCOSA,1
1066,1293,-98.4698,28.9077,-98.4698.28.9077,1293,10.5008,81,ATASCOSA,1
1067,1295,-98.4498,28.9077,-98.4498.28.9077,1295,10.5008,52,ATASCOSA,1
1068,1296,-98.4398,28.9077,-98.4398.28.9077,1296,10.0684,52,ATASCOSA,1
1069,1297,-98.4298,28.9077,-98.4298.28.9077,1297,10.259,52,ATASCOSA,1
1070,1298,-98.4198,28.9077,-98.4198.28.9077,1298,10.259,71,ATASCOSA,1
1071,1299,-98.4098,28.9077,-98.4098.28.9077,1299,10.4594,52,ATASCOSA,1
1072,1300,-98.3998,28.9077,-98.3998.28.9077,1300,10.5246,71,ATASCOSA,1
1073,1301,-98.3898,28.9077,-98.3898.28.9077,1301,10.4594,81,ATASCOSA,1
1074,1302,-98.3798,28.9077,-98.3798.28.9077,1302,10.04,52,ATASCOSA,1
1075,1303,-98.3698,28.9077,-98.3698.28.9077,1303,10.4074,52,ATASCOSA,1
1076,1304,-98.3598,28.9077,-98.3598.28.9077,1304,10.799,52,ATASCOSA,1
1077,1305,-98.3498,28.9077,-98.3498.28.9077,1305,10.8934,52,ATASCOSA,1
1078,1306,-98.3398,28.9077,-98.3398.28.9077,1306,10.9552,52,ATASCOSA,1
1079,1307,-98.3298,28.9077,-98.3298.28.9077,1307,10.8422,90,ATASCOSA,1
1080,1308,-98.3098,28.9077,-98.3098.28.9077,1308,10.669,82,ATASCOSA,1
1081,1309,-98.2998,28.9077,-98.2998.28.9077,1309,10.8422,52,ATASCOSA,1
1082,1310,-98.2898,28.9077,-98.2898.28.9077,1310,10.9816,52,ATASCOSA,1
1083,1312,-98.2698,28.9077,-98.2698.28.9077,1312,10.8468,82,ATASCOSA,1
1084,1313,-98.2598,28.9077,-98.2598.28.9077,1313,10.669,90,ATASCOSA,1
1085,1314,-98.2498,28.9077,-98.2498.28.9077,1314,11.728,52,ATASCOSA,1
1086,1315,-98.2398,28.9077,-98.2398.28.9077,1315,11.1136,52,ATASCOSA,1
1087,1316,-98.2298,28.9077,-98.2298.28.9077,1316,10.0728,81,ATASCOSA,1
1088,1317,-98.2198,28.9077,-98.2198.28.9077,1317,11.728,52,ATASCOSA,1
1089,1318,-98.7998,28.8977,-98.7998.28.8977,1318,1.668,71,ATASCOSA,1
1090,1319,-98.7898,28.8977,-98.7898.28.8977,1319,1.346,82,ATASCOSA,1
1091,1320,-98.7798,28.8977,-98.7798.28.8977,1320,1.2634,82,ATASCOSA,1
1092,1321,-98.7698,28.8977,-98.7698.28.8977,1321,1.6674,82,ATASCOSA,1
1093,1323,-98.7498,28.8977,-98.7498.28.8977,1323,1.7464,71,ATASCOSA,1
1094,1324,-98.7398,28.8977,-98.7398.28.8977,1324,1.5234,52,ATASCOSA,1
1095,1325,-98.7298,28.8977,-98.7298.28.8977,1325,1.5234,82,ATASCOSA,1
1096,1326,-98.7198,28.8977,-98.7198.28.8977,1326,1.5234,82,ATASCOSA,1
1097,1327,-98.7098,28.8977,-98.7098.28.8977,1327,1.7464,82,ATASCOSA,1
1098,1328,-98.6998,28.8977,-98.6998.28.8977,1328,1.565,52,ATASCOSA,1
1099,1329,-98.6898,28.8977,-98.6898.28.8977,1329,1.5488,52,ATASCOSA,1
1100,1331,-98.6698,28.8977,-98.6698.28.8977,1331,1.3644,82,ATASCOSA,1
1101,1332,-98.6598,28.8977,-98.6598.28.8977,1332,1.6386,82,ATASCOSA,1
1102,1333,-98.6498,28.8977,-98.6498.28.8977,1333,1.3644,81,ATASCOSA,1
1103,1334,-98.6398,28.8977,-98.6398.28.8977,1334,1.3644,52,ATASCOSA,1
1104,1335,-98.6298,28.8977,-98.6298.28.8977,1335,1.3644,71,ATASCOSA,1
1105,1336,-98.6198,28.8977,-98.6198.28.8977,1336,1.8798,81,ATASCOSA,1
1106,1337,-98.6098,28.8977,-98.6098.28.8977,1337,1.9126,81,ATASCOSA,1
1107,1338,-98.5998,28.8977,-98.5998.28.8977,1338,9.6874,82,ATASCOSA,1
1108,1339,-98.5898,28.8977,-98.5898.28.8977,1339,9.6874,82,ATASCOSA,1
1109,1340,-98.5798,28.8977,-98.5798.28.8977,1340,9.6874,81,ATASCOSA,1
1110,1341,-98.5698,28.8977,-98.5698.28.8977,1341,9.8898,81,ATASCOSA,1
1111,1342,-98.5598,28.8977,-98.5598.28.8977,1342,9.4132,82,ATASCOSA,1
1112,1343,-98.5498,28.8977,-98.5498.28.8977,1343,9.6874,81,ATASCOSA,1
1113,1344,-98.5398,28.8977,-98.5398.28.8977,1344,10.1582,71,ATASCOSA,1
1114,1346,-98.5198,28.8977,-98.5198.28.8977,1346,10.1578,82,ATASCOSA,1
1115,1347,-98.5098,28.8977,-98.5098.28.8977,1347,9.4132,52,ATASCOSA,1
1116,1348,-98.4998,28.8977,-98.4998.28.8977,1348,9.6504,71,ATASCOSA,1
1117,1349,-98.4898,28.8977,-98.4898.28.8977,1349,10.259,52,ATASCOSA,1
1118,1350,-98.4798,28.8977,-98.4798.28.8977,1350,10.5244,90,ATASCOSA,1
1119,1351,-98.4698,28.8977,-98.4698.28.8977,1351,10.5244,81,ATASCOSA,1
1120,1352,-98.4598,28.8977,-98.4598.28.8977,1352,10.3456,52,ATASCOSA,1
1121,1353,-98.4498,28.8977,-98.4498.28.8977,1353,10.5244,71,ATASCOSA,1
1122,1354,-98.4398,28.8977,-98.4398.28.8977,1354,11.1402,71,ATASCOSA,1
1123,1355,-98.4298,28.8977,-98.4298.28.8977,1355,10.0684,52,ATASCOSA,1
1124,1356,-98.4198,28.8977,-98.4198.28.8977,1356,10.259,52,ATASCOSA,1
1125,1357,-98.4098,28.8977,-98.4098.28.8977,1357,10.5244,52,ATASCOSA,1
1126,1358,-98.3998,28.8977,-98.3998.28.8977,1358,9.6504,81,ATASCOSA,1
1127,1359,-98.3898,28.8977,-98.3898.28.8977,1359,10.4594,52,ATASCOSA,1
1128,1360,-98.3798,28.8977,-98.3798.28.8977,1360,10.5244,71,ATASCOSA,1
1129,1361,-98.3698,28.8977,-98.3698.28.8977,1361,10.9414,52,ATASCOSA,1
1130,1362,-98.3598,28.8977,-98.3598.28.8977,1362,10.4074,52,ATASCOSA,1
1131,1363,-98.3498,28.8977,-98.3498.28.8977,1363,10.7812,52,ATASCOSA,1
1132,1364,-98.3398,28.8977,-98.3398.28.8977,1364,11.628,52,ATASCOSA,1
1133,1365,-98.3298,28.8977,-98.3298.28.8977,1365,10.669,71,ATASCOSA,1
1134,1366,-98.3198,28.8977,-98.3198.28.8977,1366,10.891,52,ATASCOSA,1
1135,1367,-98.3098,28.8977,-98.3098.28.8977,1367,10.8422,52,ATASCOSA,1
1136,1368,-98.2998,28.8977,-98.2998.28.8977,1368,9.982,71,ATASCOSA,1
1137,1369,-98.2898,28.8977,-98.2898.28.8977,1369,10.8466,82,ATASCOSA,1
1138,1371,-98.2698,28.8977,-98.2698.28.8977,1371,10.8466,81,ATASCOSA,1
1139,1372,-98.2598,28.8977,-98.2598.28.8977,1372,10.4554,81,ATASCOSA,1
1140,1373,-98.2498,28.8977,-98.2498.28.8977,1373,10.5754,52,ATASCOSA,1
1141,1374,-98.2398,28.8977,-98.2398.28.8977,1374,11.143,52,ATASCOSA,1
1142,1375,-98.2298,28.8977,-98.2298.28.8977,1375,11.7278,52,ATASCOSA,1
1143,1376,-98.2198,28.8977,-98.2198.28.8977,1376,10.9104,52,ATASCOSA,1
1144,1377,-98.2098,28.8977,-98.2098.28.8977,1377,10.7444,52,ATASCOSA,1
1145,1378,-98.7998,28.8877,-98.7998.28.8877,1378,0.9496,82,ATASCOSA,1
1146,1379,-98.7898,28.8877,-98.7898.28.8877,1379,1.668,82,ATASCOSA,1
1147,1380,-98.7798,28.8877,-98.7798.28.8877,1380,1.6674,82,ATASCOSA,1
1148,1381,-98.7698,28.8877,-98.7698.28.8877,1381,1.4476,82,ATASCOSA,1
1149,1383,-98.7498,28.8877,-98.7498.28.8877,1383,1.7462,71,ATASCOSA,1
1150,1384,-98.7398,28.8877,-98.7398.28.8877,1384,1.5234,52,ATASCOSA,1
1151,1386,-98.7198,28.8877,-98.7198.28.8877,1386,1.5234,82,ATASCOSA,1
1152,1388,-98.6998,28.8877,-98.6998.28.8877,1388,1.3642,52,ATASCOSA,1
1153,1389,-98.6898,28.8877,-98.6898.28.8877,1389,1.3642,52,ATASCOSA,1
1154,1390,-98.6798,28.8877,-98.6798.28.8877,1390,1.565,52,ATASCOSA,1
1155,1391,-98.6698,28.8877,-98.6698.28.8877,1391,1.7462,82,ATASCOSA,1
1156,1392,-98.6598,28.8877,-98.6598.28.8877,1392,1.565,81,ATASCOSA,1
1157,1394,-98.6398,28.8877,-98.6398.28.8877,1394,1.565,82,ATASCOSA,1
1158,1396,-98.6198,28.8877,-98.6198.28.8877,1396,1.5794,52,ATASCOSA,1
1159,1397,-98.6098,28.8877,-98.6098.28.8877,1397,1.8316,71,ATASCOSA,1
1160,1398,-98.5998,28.8877,-98.5998.28.8877,1398,9.6876,82,ATASCOSA,1
1161,1399,-98.5898,28.8877,-98.5898.28.8877,1399,9.6876,52,ATASCOSA,1
1162,1400,-98.5798,28.8877,-98.5798.28.8877,1400,9.8902,52,ATASCOSA,1
1163,1401,-98.5698,28.8877,-98.5698.28.8877,1401,9.6876,81,ATASCOSA,1
1164,1402,-98.5598,28.8877,-98.5598.28.8877,1402,9.8902,71,ATASCOSA,1
1165,1403,-98.5498,28.8877,-98.5498.28.8877,1403,9.849,81,ATASCOSA,1
1166,1404,-98.5398,28.8877,-98.5398.28.8877,1404,10.1578,71,ATASCOSA,1
1167,1405,-98.5298,28.8877,-98.5298.28.8877,1405,9.6876,81,ATASCOSA,1
1168,1406,-98.5198,28.8877,-98.5198.28.8877,1406,9.4132,52,ATASCOSA,1
1169,1407,-98.5098,28.8877,-98.5098.28.8877,1407,9.6876,90,ATASCOSA,1
1170,1408,-98.4998,28.8877,-98.4998.28.8877,1408,9.6504,71,ATASCOSA,1
1171,1409,-98.4898,28.8877,-98.4898.28.8877,1409,9.6504,52,ATASCOSA,1
1172,1410,-98.4798,28.8877,-98.4798.28.8877,1410,9.8698,71,ATASCOSA,1
1173,1411,-98.4698,28.8877,-98.4698.28.8877,1411,10.259,52,ATASCOSA,1
1174,1413,-98.4498,28.8877,-98.4498.28.8877,1413,10.3452,52,ATASCOSA,1
1175,1414,-98.4398,28.8877,-98.4398.28.8877,1414,10.5242,71,ATASCOSA,1
1176,1415,-98.4298,28.8877,-98.4298.28.8877,1415,10.0684,81,ATASCOSA,1
1177,1416,-98.4198,28.8877,-98.4198.28.8877,1416,10.5242,52,ATASCOSA,1
1178,1417,-98.4098,28.8877,-98.4098.28.8877,1417,10.5242,52,ATASCOSA,1
1179,1419,-98.3898,28.8877,-98.3898.28.8877,1419,10.1044,71,ATASCOSA,1
1180,1420,-98.3798,28.8877,-98.3798.28.8877,1420,10.3452,52,ATASCOSA,1
1181,1421,-98.3698,28.8877,-98.3698.28.8877,1421,10.307,71,ATASCOSA,1
1182,1422,-98.3598,28.8877,-98.3598.28.8877,1422,10.6838,71,ATASCOSA,1
1183,1423,-98.3498,28.8877,-98.3498.28.8877,1423,10.7806,52,ATASCOSA,1
1184,1424,-98.3398,28.8877,-98.3398.28.8877,1424,10.7806,52,ATASCOSA,1
1185,1425,-98.3298,28.8877,-98.3298.28.8877,1425,10.8306,52,ATASCOSA,1
1186,1426,-98.3198,28.8877,-98.3198.28.8877,1426,10.8382,52,ATASCOSA,1
1187,1427,-98.3098,28.8877,-98.3098.28.8877,1427,10.848,52,ATASCOSA,1
1188,1428,-98.2998,28.8877,-98.2998.28.8877,1428,10.8466,52,ATASCOSA,1
1189,1429,-98.2898,28.8877,-98.2898.28.8877,1429,10.9096,82,ATASCOSA,1
1190,1430,-98.2798,28.8877,-98.2798.28.8877,1430,9.9816,82,ATASCOSA,1
1191,1431,-98.2698,28.8877,-98.2698.28.8877,1431,10.9778,81,ATASCOSA,1
1192,1432,-98.2598,28.8877,-98.2598.28.8877,1432,9.9816,71,ATASCOSA,1
1193,1433,-98.2498,28.8877,-98.2498.28.8877,1433,10.7204,81,ATASCOSA,1
1194,1434,-98.2398,28.8877,-98.2398.28.8877,1434,10.0724,52,ATASCOSA,1
1195,1435,-98.2298,28.8877,-98.2298.28.8877,1435,11.1806,71,ATASCOSA,1
1196,1437,-98.2098,28.8877,-98.2098.28.8877,1437,8.8246,52,ATASCOSA,1
1197,1438,-98.1998,28.8877,-98.1998.28.8877,1438,10.8822,52,ATASCOSA,1
1198,1439,-98.7998,28.8777,-98.7998.28.8777,1439,1.487,81,ATASCOSA,1
1199,1440,-98.7898,28.8777,-98.7898.28.8777,1440,1.6672,81,ATASCOSA,1
1200,1441,-98.7798,28.8777,-98.7798.28.8777,1441,1.377,52,ATASCOSA,1
1201,1442,-98.7698,28.8777,-98.7698.28.8777,1442,1.4474,71,ATASCOSA,1
1202,1444,-98.7498,28.8777,-98.7498.28.8777,1444,1.5232,81,ATASCOSA,1
1203,1445,-98.7398,28.8777,-98.7398.28.8777,1445,1.7462,82,ATASCOSA,1
1204,1447,-98.7198,28.8777,-98.7198.28.8777,1447,1.5912,82,ATASCOSA,1
1205,1448,-98.7098,28.8777,-98.7098.28.8777,1448,1.565,82,ATASCOSA,1
1206,1449,-98.6998,28.8777,-98.6998.28.8777,1449,1.5912,52,ATASCOSA,1
1207,1450,-98.6898,28.8777,-98.6898.28.8777,1450,1.362,52,ATASCOSA,1
1208,1451,-98.6798,28.8777,-98.6798.28.8777,1451,1.5912,81,ATASCOSA,1
1209,1452,-98.6698,28.8777,-98.6698.28.8777,1452,1.6386,82,ATASCOSA,1
1210,1453,-98.6598,28.8777,-98.6598.28.8777,1453,1.526,81,ATASCOSA,1
1211,1454,-98.6498,28.8777,-98.6498.28.8777,1454,1.6386,81,ATASCOSA,1
1212,1455,-98.6398,28.8777,-98.6398.28.8777,1455,1.3642,52,ATASCOSA,1
1213,1456,-98.6298,28.8777,-98.6298.28.8777,1456,1.3642,81,ATASCOSA,1
1214,1457,-98.6198,28.8777,-98.6198.28.8777,1457,1.5878,81,ATASCOSA,1
1215,1458,-98.6098,28.8777,-98.6098.28.8777,1458,1.8942,81,ATASCOSA,1
1216,1459,-98.5998,28.8777,-98.5998.28.8777,1459,2.0612,52,ATASCOSA,1
1217,1460,-98.5898,28.8777,-98.5898.28.8777,1460,9.4132,82,ATASCOSA,1
1218,1462,-98.5698,28.8777,-98.5698.28.8777,1462,9.8898,82,ATASCOSA,1
1219,1463,-98.5598,28.8777,-98.5598.28.8777,1463,9.6878,82,ATASCOSA,1
1220,1464,-98.5498,28.8777,-98.5498.28.8777,1464,10.721,52,ATASCOSA,1
1221,1465,-98.5398,28.8777,-98.5398.28.8777,1465,9.4132,52,ATASCOSA,1
1222,1466,-98.5298,28.8777,-98.5298.28.8777,1466,9.6878,52,ATASCOSA,1
