Index,RunID, LON, LAT,tag,coord_id,YIELD,land cover,check,check T3,county
1035,1258,-98.2398,28.9177,-98.2398.28.9177,1258,11.078,71,1,1,ATASCOSA
1036,1259,-98.2298,28.9177,-98.2298.28.9177,1259,11.2704,82,1,1,ATASCOSA
1037,1260,-98.7998,28.9077,-98.7998.28.9077,1260,2.0402,52,1,1,ATASCOSA
1038,1261,-98.7898,28.9077,-98.7898.28.9077,1261,2.0402,81,1,1,ATASCOSA
1039,1262,-98.7798,28.9077,-98.7798.28.9077,1262,1.9846,81,1,1,ATASCOSA
1040,1263,-98.7698,28.9077,-98.7698.28.9077,1263,1.9846,82,1,1,ATASCOSA
1041,1265,-98.7498,28.9077,-98.7498.28.9077,1265,2.0512,81,1,1,ATASCOSA
1042,1266,-98.7398,28.9077,-98.7398.28.9077,1266,2.0246,81,1,1,ATASCOSA
1043,1267,-98.7298,28.9077,-98.7298.28.9077,1267,2.0246,82,1,1,ATASCOSA
1044,1269,-98.7098,28.9077,-98.7098.28.9077,1269,1.9134,82,1,1,ATASCOSA
1045,1270,-98.6998,28.9077,-98.6998.28.9077,1270,2.1252,82,1,1,ATASCOSA
1046,1271,-98.6898,28.9077,-98.6898.28.9077,1271,2.0246,82,1,1,ATASCOSA
1047,1272,-98.6798,28.9077,-98.6798.28.9077,1272,2.0512,52,1,1,ATASCOSA
1048,1273,-98.6698,28.9077,-98.6698.28.9077,1273,1.7832,81,1,1,ATASCOSA
1049,1274,-98.6598,28.9077,-98.6598.28.9077,1274,1.7716,52,1,1,ATASCOSA
1050,1275,-98.6498,28.9077,-98.6498.28.9077,1275,1.7832,52,1,1,ATASCOSA
1051,1276,-98.6398,28.9077,-98.6398.28.9077,1276,2.1598,81,1,1,ATASCOSA
1052,1277,-98.6298,28.9077,-98.6298.28.9077,1277,2.0512,52,1,1,ATASCOSA
1053,1278,-98.6198,28.9077,-98.6198.28.9077,1278,2.3358,52,1,1,ATASCOSA
1054,1279,-98.6098,28.9077,-98.6098.28.9077,1279,9.7994,81,1,1,ATASCOSA
1055,1280,-98.5998,28.9077,-98.5998.28.9077,1280,9.657,81,1,1,ATASCOSA
1056,1281,-98.5898,28.9077,-98.5898.28.9077,1281,9.7994,71,1,1,ATASCOSA
1057,1282,-98.5798,28.9077,-98.5798.28.9077,1282,10.2302,81,1,1,ATASCOSA
1058,1284,-98.5598,28.9077,-98.5598.28.9077,1284,9.7994,81,1,1,ATASCOSA
1059,1286,-98.5398,28.9077,-98.5398.28.9077,1286,10.4826,52,1,1,ATASCOSA
1060,1287,-98.5298,28.9077,-98.5298.28.9077,1287,10.2302,71,1,1,ATASCOSA
1061,1288,-98.5198,28.9077,-98.5198.28.9077,1288,10.0094,71,1,1,ATASCOSA
1062,1289,-98.5098,28.9077,-98.5098.28.9077,1289,10.2302,52,1,1,ATASCOSA
1063,1290,-98.4998,28.9077,-98.4998.28.9077,1290,10.6804,52,1,1,ATASCOSA
1064,1291,-98.4898,28.9077,-98.4898.28.9077,1291,10.2668,52,1,1,ATASCOSA
1065,1292,-98.4798,28.9077,-98.4798.28.9077,1292,10.6804,52,1,1,ATASCOSA
1066,1293,-98.4698,28.9077,-98.4698.28.9077,1293,10.6664,81,1,1,ATASCOSA
1067,1295,-98.4498,28.9077,-98.4498.28.9077,1295,10.6664,52,1,1,ATASCOSA
1068,1296,-98.4398,28.9077,-98.4398.28.9077,1296,10.2668,52,1,1,ATASCOSA
1069,1297,-98.4298,28.9077,-98.4298.28.9077,1297,10.4106,52,1,1,ATASCOSA
1070,1298,-98.4198,28.9077,-98.4198.28.9077,1298,10.4106,71,1,1,ATASCOSA
1071,1299,-98.4098,28.9077,-98.4098.28.9077,1299,10.5746,52,1,1,ATASCOSA
1072,1300,-98.3998,28.9077,-98.3998.28.9077,1300,10.6804,71,1,1,ATASCOSA
1073,1301,-98.3898,28.9077,-98.3898.28.9077,1301,10.5746,81,1,1,ATASCOSA
1074,1302,-98.3798,28.9077,-98.3798.28.9077,1302,10.3156,52,1,1,ATASCOSA
1075,1303,-98.3698,28.9077,-98.3698.28.9077,1303,10.6876,52,1,1,ATASCOSA
1076,1304,-98.3598,28.9077,-98.3598.28.9077,1304,11.156,52,1,1,ATASCOSA
1077,1305,-98.3498,28.9077,-98.3498.28.9077,1305,11.1056,52,1,1,ATASCOSA
1078,1306,-98.3398,28.9077,-98.3398.28.9077,1306,11.1326,52,1,1,ATASCOSA
1079,1307,-98.3298,28.9077,-98.3298.28.9077,1307,11.0856,90,1,1,ATASCOSA
1080,1308,-98.3098,28.9077,-98.3098.28.9077,1308,10.8988,82,1,1,ATASCOSA
1081,1309,-98.2998,28.9077,-98.2998.28.9077,1309,11.0856,52,1,1,ATASCOSA
1082,1310,-98.2898,28.9077,-98.2898.28.9077,1310,11.0986,52,1,1,ATASCOSA
1083,1312,-98.2698,28.9077,-98.2698.28.9077,1312,11.0728,82,1,1,ATASCOSA
1084,1313,-98.2598,28.9077,-98.2598.28.9077,1313,10.8988,90,1,1,ATASCOSA
1085,1314,-98.2498,28.9077,-98.2498.28.9077,1314,11.7512,52,1,1,ATASCOSA
1086,1315,-98.2398,28.9077,-98.2398.28.9077,1315,11.4558,52,1,1,ATASCOSA
1087,1316,-98.2298,28.9077,-98.2298.28.9077,1316,10.525,81,1,1,ATASCOSA
1088,1317,-98.2198,28.9077,-98.2198.28.9077,1317,11.7512,52,1,1,ATASCOSA
1089,1318,-98.7998,28.8977,-98.7998.28.8977,1318,2.2296,71,1,1,ATASCOSA
1090,1319,-98.7898,28.8977,-98.7898.28.8977,1319,1.8198,82,1,1,ATASCOSA
1091,1320,-98.7798,28.8977,-98.7798.28.8977,1320,1.6956,82,1,1,ATASCOSA
1092,1321,-98.7698,28.8977,-98.7698.28.8977,1321,2.2328,82,1,1,ATASCOSA
1093,1323,-98.7498,28.8977,-98.7498.28.8977,1323,2.3228,71,1,1,ATASCOSA
1094,1324,-98.7398,28.8977,-98.7398.28.8977,1324,2.0246,52,1,1,ATASCOSA
1095,1325,-98.7298,28.8977,-98.7298.28.8977,1325,2.0246,82,1,1,ATASCOSA
1096,1326,-98.7198,28.8977,-98.7198.28.8977,1326,2.0246,82,1,1,ATASCOSA
1097,1327,-98.7098,28.8977,-98.7098.28.8977,1327,2.3228,82,1,1,ATASCOSA
1098,1328,-98.6998,28.8977,-98.6998.28.8977,1328,2.051,52,1,1,ATASCOSA
1099,1329,-98.6898,28.8977,-98.6898.28.8977,1329,2.0388,52,1,1,ATASCOSA
1100,1331,-98.6698,28.8977,-98.6698.28.8977,1331,1.783,82,1,1,ATASCOSA
1101,1332,-98.6598,28.8977,-98.6598.28.8977,1332,2.1596,82,1,1,ATASCOSA
1102,1333,-98.6498,28.8977,-98.6498.28.8977,1333,1.783,81,1,1,ATASCOSA
1103,1334,-98.6398,28.8977,-98.6398.28.8977,1334,1.783,52,1,1,ATASCOSA
1104,1335,-98.6298,28.8977,-98.6298.28.8977,1335,1.783,71,1,1,ATASCOSA
1105,1336,-98.6198,28.8977,-98.6198.28.8977,1336,2.3634,81,1,1,ATASCOSA
1106,1337,-98.6098,28.8977,-98.6098.28.8977,1337,2.4178,81,1,1,ATASCOSA
1107,1338,-98.5998,28.8977,-98.5998.28.8977,1338,10.0092,82,1,1,ATASCOSA
1108,1339,-98.5898,28.8977,-98.5898.28.8977,1339,10.0092,82,1,1,ATASCOSA
1109,1340,-98.5798,28.8977,-98.5798.28.8977,1340,10.0092,81,1,1,ATASCOSA
1110,1341,-98.5698,28.8977,-98.5698.28.8977,1341,10.2302,81,1,1,ATASCOSA
1111,1342,-98.5598,28.8977,-98.5598.28.8977,1342,9.7996,82,1,1,ATASCOSA
1112,1343,-98.5498,28.8977,-98.5498.28.8977,1343,10.0092,81,1,1,ATASCOSA
1113,1344,-98.5398,28.8977,-98.5398.28.8977,1344,10.4824,71,1,1,ATASCOSA
1114,1346,-98.5198,28.8977,-98.5198.28.8977,1346,10.467,82,1,1,ATASCOSA
1115,1347,-98.5098,28.8977,-98.5098.28.8977,1347,9.7996,52,1,1,ATASCOSA
1116,1348,-98.4998,28.8977,-98.4998.28.8977,1348,9.9864,71,1,1,ATASCOSA
1117,1349,-98.4898,28.8977,-98.4898.28.8977,1349,10.4106,52,1,1,ATASCOSA
1118,1350,-98.4798,28.8977,-98.4798.28.8977,1350,10.6804,90,1,1,ATASCOSA
1119,1351,-98.4698,28.8977,-98.4698.28.8977,1351,10.6804,81,1,1,ATASCOSA
1120,1352,-98.4598,28.8977,-98.4598.28.8977,1352,10.4848,52,1,1,ATASCOSA
1121,1353,-98.4498,28.8977,-98.4498.28.8977,1353,10.6804,71,1,1,ATASCOSA
1122,1354,-98.4398,28.8977,-98.4398.28.8977,1354,11.2244,71,1,1,ATASCOSA
1123,1355,-98.4298,28.8977,-98.4298.28.8977,1355,10.2668,52,1,1,ATASCOSA
1124,1356,-98.4198,28.8977,-98.4198.28.8977,1356,10.4106,52,1,1,ATASCOSA
1125,1357,-98.4098,28.8977,-98.4098.28.8977,1357,10.6804,52,1,1,ATASCOSA
1126,1358,-98.3998,28.8977,-98.3998.28.8977,1358,9.9864,81,1,1,ATASCOSA
1127,1359,-98.3898,28.8977,-98.3898.28.8977,1359,10.5746,52,1,1,ATASCOSA
1128,1360,-98.3798,28.8977,-98.3798.28.8977,1360,10.6804,71,1,1,ATASCOSA
1129,1361,-98.3698,28.8977,-98.3698.28.8977,1361,11.1144,52,1,1,ATASCOSA
1130,1362,-98.3598,28.8977,-98.3598.28.8977,1362,10.6886,52,1,1,ATASCOSA
1131,1363,-98.3498,28.8977,-98.3498.28.8977,1363,11.1684,52,1,1,ATASCOSA
1132,1364,-98.3398,28.8977,-98.3398.28.8977,1364,11.6498,52,1,1,ATASCOSA
1133,1365,-98.3298,28.8977,-98.3298.28.8977,1365,10.8986,71,1,1,ATASCOSA
1134,1366,-98.3198,28.8977,-98.3198.28.8977,1366,11.065,52,1,1,ATASCOSA
1135,1367,-98.3098,28.8977,-98.3098.28.8977,1367,11.0854,52,1,1,ATASCOSA
1136,1368,-98.2998,28.8977,-98.2998.28.8977,1368,10.4168,71,1,1,ATASCOSA
1137,1369,-98.2898,28.8977,-98.2898.28.8977,1369,11.0724,82,1,1,ATASCOSA
1138,1371,-98.2698,28.8977,-98.2698.28.8977,1371,11.0724,81,1,1,ATASCOSA
1139,1372,-98.2598,28.8977,-98.2598.28.8977,1372,10.7674,81,1,1,ATASCOSA
1140,1373,-98.2498,28.8977,-98.2498.28.8977,1373,10.859,52,1,1,ATASCOSA
1141,1374,-98.2398,28.8977,-98.2398.28.8977,1374,11.2702,52,1,1,ATASCOSA
1142,1375,-98.2298,28.8977,-98.2298.28.8977,1375,11.7506,52,1,1,ATASCOSA
1143,1376,-98.2198,28.8977,-98.2198.28.8977,1376,11.1528,52,1,1,ATASCOSA
1144,1377,-98.2098,28.8977,-98.2098.28.8977,1377,11.0936,52,1,1,ATASCOSA
1145,1378,-98.7998,28.8877,-98.7998.28.8877,1378,1.2546,82,1,1,ATASCOSA
1146,1379,-98.7898,28.8877,-98.7898.28.8877,1379,2.2296,82,1,1,ATASCOSA
1147,1380,-98.7798,28.8877,-98.7798.28.8877,1380,2.2328,82,1,1,ATASCOSA
1148,1381,-98.7698,28.8877,-98.7698.28.8877,1381,1.9656,82,1,1,ATASCOSA
1149,1383,-98.7498,28.8877,-98.7498.28.8877,1383,2.3228,71,1,1,ATASCOSA
1150,1384,-98.7398,28.8877,-98.7398.28.8877,1384,2.0246,52,1,1,ATASCOSA
1151,1386,-98.7198,28.8877,-98.7198.28.8877,1386,2.0246,82,1,1,ATASCOSA
1152,1388,-98.6998,28.8877,-98.6998.28.8877,1388,1.783,52,1,1,ATASCOSA
1153,1389,-98.6898,28.8877,-98.6898.28.8877,1389,1.783,52,1,1,ATASCOSA
1154,1390,-98.6798,28.8877,-98.6798.28.8877,1390,2.051,52,1,1,ATASCOSA
1155,1391,-98.6698,28.8877,-98.6698.28.8877,1391,2.3228,82,1,1,ATASCOSA
1156,1392,-98.6598,28.8877,-98.6598.28.8877,1392,2.051,81,1,1,ATASCOSA
1157,1394,-98.6398,28.8877,-98.6398.28.8877,1394,2.051,82,1,1,ATASCOSA
1158,1396,-98.6198,28.8877,-98.6198.28.8877,1396,1.9732,52,1,1,ATASCOSA
1159,1397,-98.6098,28.8877,-98.6098.28.8877,1397,2.278,71,1,1,ATASCOSA
1160,1398,-98.5998,28.8877,-98.5998.28.8877,1398,10.0092,82,1,1,ATASCOSA
1161,1399,-98.5898,28.8877,-98.5898.28.8877,1399,10.0092,52,1,1,ATASCOSA
1162,1400,-98.5798,28.8877,-98.5798.28.8877,1400,10.2304,52,1,1,ATASCOSA
1163,1401,-98.5698,28.8877,-98.5698.28.8877,1401,10.0092,81,1,1,ATASCOSA
1164,1402,-98.5598,28.8877,-98.5598.28.8877,1402,10.2304,71,1,1,ATASCOSA
1165,1403,-98.5498,28.8877,-98.5498.28.8877,1403,10.1692,81,1,1,ATASCOSA
1166,1404,-98.5398,28.8877,-98.5398.28.8877,1404,10.4668,71,1,1,ATASCOSA
1167,1405,-98.5298,28.8877,-98.5298.28.8877,1405,10.0092,81,1,1,ATASCOSA
1168,1406,-98.5198,28.8877,-98.5198.28.8877,1406,9.7994,52,1,1,ATASCOSA
1169,1407,-98.5098,28.8877,-98.5098.28.8877,1407,10.0092,90,1,1,ATASCOSA
1170,1408,-98.4998,28.8877,-98.4998.28.8877,1408,9.9852,71,1,1,ATASCOSA
1171,1409,-98.4898,28.8877,-98.4898.28.8877,1409,9.9852,52,1,1,ATASCOSA
1172,1410,-98.4798,28.8877,-98.4798.28.8877,1410,10.1414,71,1,1,ATASCOSA
1173,1411,-98.4698,28.8877,-98.4698.28.8877,1411,10.4106,52,1,1,ATASCOSA
1174,1413,-98.4498,28.8877,-98.4498.28.8877,1413,10.4844,52,1,1,ATASCOSA
1175,1414,-98.4398,28.8877,-98.4398.28.8877,1414,10.6802,71,1,1,ATASCOSA
1176,1415,-98.4298,28.8877,-98.4298.28.8877,1415,10.2668,81,1,1,ATASCOSA
1177,1416,-98.4198,28.8877,-98.4198.28.8877,1416,10.6802,52,1,1,ATASCOSA
1178,1417,-98.4098,28.8877,-98.4098.28.8877,1417,10.6802,52,1,1,ATASCOSA
1179,1419,-98.3898,28.8877,-98.3898.28.8877,1419,10.275,71,1,1,ATASCOSA
1180,1420,-98.3798,28.8877,-98.3798.28.8877,1420,10.4844,52,1,1,ATASCOSA
1181,1421,-98.3698,28.8877,-98.3698.28.8877,1421,10.6884,71,1,1,ATASCOSA
1182,1422,-98.3598,28.8877,-98.3598.28.8877,1422,11.0376,71,1,1,ATASCOSA
1183,1423,-98.3498,28.8877,-98.3498.28.8877,1423,11.169,52,1,1,ATASCOSA
1184,1424,-98.3398,28.8877,-98.3398.28.8877,1424,11.169,52,1,1,ATASCOSA
1185,1425,-98.3298,28.8877,-98.3298.28.8877,1425,11.1246,52,1,1,ATASCOSA
1186,1426,-98.3198,28.8877,-98.3198.28.8877,1426,11.1002,52,1,1,ATASCOSA
1187,1427,-98.3098,28.8877,-98.3098.28.8877,1427,11.0686,52,1,1,ATASCOSA
1188,1428,-98.2998,28.8877,-98.2998.28.8877,1428,11.0724,52,1,1,ATASCOSA
1189,1429,-98.2898,28.8877,-98.2898.28.8877,1429,11.1018,82,1,1,ATASCOSA
1190,1430,-98.2798,28.8877,-98.2798.28.8877,1430,10.4168,82,1,1,ATASCOSA
1191,1431,-98.2698,28.8877,-98.2698.28.8877,1431,11.0986,81,1,1,ATASCOSA
1192,1432,-98.2598,28.8877,-98.2598.28.8877,1432,10.4168,71,1,1,ATASCOSA
1193,1433,-98.2498,28.8877,-98.2498.28.8877,1433,11.1298,81,1,1,ATASCOSA
1194,1434,-98.2398,28.8877,-98.2398.28.8877,1434,10.5248,52,1,1,ATASCOSA
1195,1435,-98.2298,28.8877,-98.2298.28.8877,1435,11.3888,71,1,1,ATASCOSA
1196,1437,-98.2098,28.8877,-98.2098.28.8877,1437,9.4028,52,1,1,ATASCOSA
1197,1438,-98.1998,28.8877,-98.1998.28.8877,1438,11.1358,52,1,1,ATASCOSA
1198,1439,-98.7998,28.8777,-98.7998.28.8777,1439,1.9846,81,1,1,ATASCOSA
1199,1440,-98.7898,28.8777,-98.7898.28.8777,1440,2.2328,81,1,1,ATASCOSA
1200,1441,-98.7798,28.8777,-98.7798.28.8777,1441,1.866,52,1,1,ATASCOSA
1201,1442,-98.7698,28.8777,-98.7698.28.8777,1442,1.9656,71,1,1,ATASCOSA
1202,1444,-98.7498,28.8777,-98.7498.28.8777,1444,2.0246,81,1,1,ATASCOSA
1203,1445,-98.7398,28.8777,-98.7398.28.8777,1445,2.3228,82,1,1,ATASCOSA
1204,1447,-98.7198,28.8777,-98.7198.28.8777,1447,2.0972,82,1,1,ATASCOSA
1205,1448,-98.7098,28.8777,-98.7098.28.8777,1448,2.051,82,1,1,ATASCOSA
1206,1449,-98.6998,28.8777,-98.6998.28.8777,1449,2.0972,52,1,1,ATASCOSA
1207,1450,-98.6898,28.8777,-98.6898.28.8777,1450,1.782,52,1,1,ATASCOSA
1208,1451,-98.6798,28.8777,-98.6798.28.8777,1451,2.0972,81,1,1,ATASCOSA
1209,1452,-98.6698,28.8777,-98.6698.28.8777,1452,2.1596,82,1,1,ATASCOSA
1210,1453,-98.6598,28.8777,-98.6598.28.8777,1453,2.0236,81,1,1,ATASCOSA
1211,1454,-98.6498,28.8777,-98.6498.28.8777,1454,2.1596,81,1,1,ATASCOSA
1212,1455,-98.6398,28.8777,-98.6398.28.8777,1455,1.783,52,1,1,ATASCOSA
1213,1456,-98.6298,28.8777,-98.6298.28.8777,1456,1.783,81,1,1,ATASCOSA
1214,1457,-98.6198,28.8777,-98.6198.28.8777,1457,1.984,81,1,1,ATASCOSA
1215,1458,-98.6098,28.8777,-98.6098.28.8777,1458,2.3582,81,1,1,ATASCOSA
1216,1459,-98.5998,28.8777,-98.5998.28.8777,1459,2.5974,52,1,1,ATASCOSA
1217,1460,-98.5898,28.8777,-98.5898.28.8777,1460,9.7992,82,1,1,ATASCOSA
1218,1462,-98.5698,28.8777,-98.5698.28.8777,1462,10.2302,82,1,1,ATASCOSA
1219,1463,-98.5598,28.8777,-98.5598.28.8777,1463,10.009,82,1,1,ATASCOSA
1220,1464,-98.5498,28.8777,-98.5498.28.8777,1464,10.9744,52,1,1,ATASCOSA
1221,1465,-98.5398,28.8777,-98.5398.28.8777,1465,9.7992,52,1,1,ATASCOSA
1222,1466,-98.5298,28.8777,-98.5298.28.8777,1466,10.009,52,1,1,ATASCOSA
1223,1468,-98.5098,28.8777,-98.5098.28.8777,1468,10.2302,81,1,1,ATASCOSA
1224,1469,-98.4998,28.8777,-98.4998.28.8777,1469,10.1218,71,1,1,ATASCOSA
1225,1470,-98.4798,28.8777,-98.4798.28.8777,1470,11.1572,71,1,1,ATASCOSA
1226,1471,-98.4698,28.8777,-98.4698.28.8777,1471,10.4104,71,1,1,ATASCOSA
1227,1473,-98.4498,28.8777,-98.4498.28.8777,1473,10.316,90,1,1,ATASCOSA
1228,1474,-98.4398,28.8777,-98.4398.28.8777,1474,10.4842,52,1,1,ATASCOSA
1229,1475,-98.4298,28.8777,-98.4298.28.8777,1475,10.6264,52,1,1,ATASCOSA
1230,1476,-98.4198,28.8777,-98.4198.28.8777,1476,10.5906,52,1,1,ATASCOSA
1231,1477,-98.4098,28.8777,-98.4098.28.8777,1477,10.4842,52,1,1,ATASCOSA
1232,1478,-98.3998,28.8777,-98.3998.28.8777,1478,9.9848,52,1,1,ATASCOSA
1233,1479,-98.3898,28.8777,-98.3898.28.8777,1479,10.6798,52,1,1,ATASCOSA
1234,1480,-98.3798,28.8777,-98.3798.28.8777,1480,10.3146,52,1,1,ATASCOSA
1235,1481,-98.3698,28.8777,-98.3698.28.8777,1481,10.3868,81,1,1,ATASCOSA
1236,1482,-98.3598,28.8777,-98.3598.28.8777,1482,11.0376,52,1,1,ATASCOSA
1237,1483,-98.3498,28.8777,-98.3498.28.8777,1483,11.0376,52,1,1,ATASCOSA
1238,1484,-98.3398,28.8777,-98.3398.28.8777,1484,11.2818,52,1,1,ATASCOSA
1239,1485,-98.3298,28.8777,-98.3298.28.8777,1485,10.4556,71,1,1,ATASCOSA
1240,1487,-98.3098,28.8777,-98.3098.28.8777,1487,11.0704,81,1,1,ATASCOSA
1241,1488,-98.2998,28.8777,-98.2998.28.8777,1488,11.0704,52,1,1,ATASCOSA
1242,1489,-98.2898,28.8777,-98.2898.28.8777,1489,10.4192,81,1,1,ATASCOSA
1243,1490,-98.2798,28.8777,-98.2798.28.8777,1490,10.5542,90,1,1,ATASCOSA
1244,1491,-98.2698,28.8777,-98.2698.28.8777,1491,11.099,52,1,1,ATASCOSA
1245,1492,-98.2598,28.8777,-98.2598.28.8777,1492,11.0532,52,1,1,ATASCOSA
1246,1493,-98.2498,28.8777,-98.2498.28.8777,1493,11.0776,81,1,1,ATASCOSA
1247,1494,-98.2398,28.8777,-98.2398.28.8777,1494,11.9548,52,1,1,ATASCOSA
1248,1495,-98.2298,28.8777,-98.2298.28.8777,1495,11.4532,52,1,1,ATASCOSA
1249,1496,-98.2198,28.8777,-98.2198.28.8777,1496,11.3636,52,1,1,ATASCOSA
1250,1497,-98.2098,28.8777,-98.2098.28.8777,1497,11.3636,52,1,1,ATASCOSA
1251,1498,-98.1998,28.8777,-98.1998.28.8777,1498,7.6516,52,1,1,ATASCOSA
1252,1499,-98.1898,28.8777,-98.1898.28.8777,1499,11.4532,52,1,1,ATASCOSA
1253,1500,-98.7998,28.8677,-98.7998.28.8677,1500,2.6214,82,1,1,ATASCOSA
1254,1502,-98.7798,28.8677,-98.7798.28.8677,1502,2.353,81,1,1,ATASCOSA
1255,1504,-98.7598,28.8677,-98.7598.28.8677,1504,2.353,71,1,1,ATASCOSA
1256,1505,-98.7498,28.8677,-98.7498.28.8677,1505,2.421,82,1,1,ATASCOSA
1257,1506,-98.7398,28.8677,-98.7398.28.8677,1506,2.3318,82,1,1,ATASCOSA
1258,1507,-98.7298,28.8677,-98.7298.28.8677,1507,2.3318,52,1,1,ATASCOSA
1259,1508,-98.7198,28.8677,-98.7198.28.8677,1508,2.638,82,1,1,ATASCOSA
1260,1509,-98.7098,28.8677,-98.7098.28.8677,1509,2.3948,71,1,1,ATASCOSA
1261,1510,-98.6998,28.8677,-98.6998.28.8677,1510,2.4642,52,1,1,ATASCOSA
1262,1511,-98.6898,28.8677,-98.6898.28.8677,1511,2.3494,90,1,1,ATASCOSA
1263,1512,-98.6798,28.8677,-98.6798.28.8677,1512,1.483,52,1,1,ATASCOSA
1264,1513,-98.6698,28.8677,-98.6698.28.8677,1513,2.6018,81,1,1,ATASCOSA
1265,1514,-98.6598,28.8677,-98.6598.28.8677,1514,2.3318,52,1,1,ATASCOSA
1266,1515,-98.6498,28.8677,-98.6498.28.8677,1515,2.048,81,1,1,ATASCOSA
1267,1516,-98.6398,28.8677,-98.6398.28.8677,1516,2.3948,81,1,1,ATASCOSA
1268,1517,-98.6298,28.8677,-98.6298.28.8677,1517,2.4642,82,1,1,ATASCOSA
1269,1519,-98.6098,28.8677,-98.6098.28.8677,1519,2.4944,52,1,1,ATASCOSA
1270,1520,-98.5998,28.8677,-98.5998.28.8677,1520,2.4026,82,1,1,ATASCOSA
1271,1521,-98.5898,28.8677,-98.5898.28.8677,1521,2.4026,82,1,1,ATASCOSA
1272,1522,-98.5798,28.8677,-98.5798.28.8677,1522,9.902,82,1,1,ATASCOSA
1273,1524,-98.5598,28.8677,-98.5598.28.8677,1524,9.7282,52,1,1,ATASCOSA
1274,1525,-98.5498,28.8677,-98.5498.28.8677,1525,9.7282,52,1,1,ATASCOSA
1275,1527,-98.5298,28.8677,-98.5298.28.8677,1527,9.6284,71,1,1,ATASCOSA
1276,1528,-98.5198,28.8677,-98.5198.28.8677,1528,9.902,81,1,1,ATASCOSA
1277,1529,-98.5098,28.8677,-98.5098.28.8677,1529,9.902,52,1,1,ATASCOSA
1278,1531,-98.4898,28.8677,-98.4898.28.8677,1531,10.4014,52,1,1,ATASCOSA
1279,1532,-98.4798,28.8677,-98.4798.28.8677,1532,10.1828,52,1,1,ATASCOSA
1280,1533,-98.4698,28.8677,-98.4698.28.8677,1533,10.3352,71,1,1,ATASCOSA
1281,1534,-98.4598,28.8677,-98.4598.28.8677,1534,10.007,81,1,1,ATASCOSA
1282,1535,-98.4498,28.8677,-98.4498.28.8677,1535,10.5028,52,1,1,ATASCOSA
1283,1536,-98.4398,28.8677,-98.4398.28.8677,1536,10.5028,82,1,1,ATASCOSA
1284,1537,-98.4298,28.8677,-98.4298.28.8677,1537,10.13,52,1,1,ATASCOSA
1285,1538,-98.4198,28.8677,-98.4198.28.8677,1538,10.5028,52,1,1,ATASCOSA
1286,1539,-98.4098,28.8677,-98.4098.28.8677,1539,10.007,81,1,1,ATASCOSA
1287,1540,-98.3998,28.8677,-98.3998.28.8677,1540,10.5028,52,1,1,ATASCOSA
1288,1541,-98.3898,28.8677,-98.3898.28.8677,1541,10.1598,81,1,1,ATASCOSA
1289,1542,-98.3698,28.8677,-98.3698.28.8677,1542,10.4118,52,1,1,ATASCOSA
1290,1543,-98.3598,28.8677,-98.3598.28.8677,1543,11.0868,52,1,1,ATASCOSA
1291,1544,-98.3498,28.8677,-98.3498.28.8677,1544,10.6938,52,1,1,ATASCOSA
1292,1545,-98.3398,28.8677,-98.3398.28.8677,1545,11.311,81,1,1,ATASCOSA
1293,1546,-98.3298,28.8677,-98.3298.28.8677,1546,10.4816,52,1,1,ATASCOSA
1294,1547,-98.3198,28.8677,-98.3198.28.8677,1547,11.073,52,1,1,ATASCOSA
1295,1548,-98.3098,28.8677,-98.3098.28.8677,1548,11.073,81,1,1,ATASCOSA
1296,1549,-98.2998,28.8677,-98.2998.28.8677,1549,11.0844,52,1,1,ATASCOSA
1297,1550,-98.2898,28.8677,-98.2898.28.8677,1550,11.0844,52,1,1,ATASCOSA
1298,1551,-98.2798,28.8677,-98.2798.28.8677,1551,10.881,71,1,1,ATASCOSA
1299,1552,-98.2698,28.8677,-98.2698.28.8677,1552,11.073,52,1,1,ATASCOSA
1300,1553,-98.2598,28.8677,-98.2598.28.8677,1553,10.6612,81,1,1,ATASCOSA
1301,1554,-98.2498,28.8677,-98.2498.28.8677,1554,12.127,52,1,1,ATASCOSA
1302,1555,-98.2398,28.8677,-98.2398.28.8677,1555,10.8208,52,1,1,ATASCOSA
1303,1556,-98.2298,28.8677,-98.2298.28.8677,1556,12.127,52,1,1,ATASCOSA
1304,1557,-98.2198,28.8677,-98.2198.28.8677,1557,12.127,52,1,1,ATASCOSA
1305,1558,-98.2098,28.8677,-98.2098.28.8677,1558,11.7748,52,1,1,ATASCOSA
1306,1559,-98.1998,28.8677,-98.1998.28.8677,1559,9.5314,52,1,1,ATASCOSA
1307,1560,-98.1898,28.8677,-98.1898.28.8677,1560,11.2622,52,1,1,ATASCOSA
1308,1561,-98.1798,28.8677,-98.1798.28.8677,1561,11.2622,52,1,1,ATASCOSA
1309,1562,-98.7998,28.8577,-98.7998.28.8577,1562,2.3324,52,1,1,ATASCOSA
1310,1564,-98.7798,28.8577,-98.7798.28.8577,1564,2.3528,82,1,1,ATASCOSA
1311,1565,-98.7698,28.8577,-98.7698.28.8577,1565,2.6214,52,1,1,ATASCOSA
1312,1566,-98.7598,28.8577,-98.7598.28.8577,1566,2.0826,52,1,1,ATASCOSA
1313,1567,-98.7498,28.8577,-98.7498.28.8577,1567,2.3318,52,1,1,ATASCOSA
1314,1568,-98.7398,28.8577,-98.7398.28.8577,1568,2.6378,52,1,1,ATASCOSA
