Index,RunID, LON, LAT,tag,coord_id,YIELD,land cover,county,check
705,880,-98.7698,28.9777,-98.7698.28.9777,880,4.7042,81,ATASCOSA,1
706,881,-98.7598,28.9777,-98.7598.28.9777,881,4.9,81,ATASCOSA,1
707,882,-98.7498,28.9777,-98.7498.28.9777,882,5.0078,52,ATASCOSA,1
708,883,-98.7398,28.9777,-98.7398.28.9777,883,4.7938,81,ATASCOSA,1
709,884,-98.7298,28.9777,-98.7298.28.9777,884,4.7938,52,ATASCOSA,1
710,885,-98.7198,28.9777,-98.7198.28.9777,885,5.0078,82,ATASCOSA,1
711,886,-98.7098,28.9777,-98.7098.28.9777,886,4.8928,82,ATASCOSA,1
712,887,-98.6998,28.9777,-98.6998.28.9777,887,2.7046,52,ATASCOSA,1
713,889,-98.6798,28.9777,-98.6798.28.9777,889,4.9828,81,ATASCOSA,1
714,890,-98.6698,28.9777,-98.6698.28.9777,890,5.4308,81,ATASCOSA,1
715,891,-98.6598,28.9777,-98.6598.28.9777,891,10.2794,81,ATASCOSA,1
716,892,-98.6498,28.9777,-98.6498.28.9777,892,10.3828,82,ATASCOSA,1
717,893,-98.6398,28.9777,-98.6398.28.9777,893,10.2794,52,ATASCOSA,1
718,894,-98.6298,28.9777,-98.6298.28.9777,894,10.0968,52,ATASCOSA,1
719,895,-98.6198,28.9777,-98.6198.28.9777,895,10.0768,81,ATASCOSA,1
720,896,-98.6098,28.9777,-98.6098.28.9777,896,10.3164,81,ATASCOSA,1
721,897,-98.5998,28.9777,-98.5998.28.9777,897,10.2246,52,ATASCOSA,1
722,898,-98.5898,28.9777,-98.5898.28.9777,898,10.2246,81,ATASCOSA,1
723,899,-98.5798,28.9777,-98.5798.28.9777,899,10.547,52,ATASCOSA,1
724,901,-98.5598,28.9777,-98.5598.28.9777,901,10.8814,81,ATASCOSA,1
725,902,-98.5498,28.9777,-98.5498.28.9777,902,10.4672,81,ATASCOSA,1
726,903,-98.5398,28.9777,-98.5398.28.9777,903,10.5202,81,ATASCOSA,1
727,904,-98.5298,28.9777,-98.5298.28.9777,904,10.5202,52,ATASCOSA,1
728,905,-98.5198,28.9777,-98.5198.28.9777,905,10.5202,81,ATASCOSA,1
729,907,-98.4998,28.9777,-98.4998.28.9777,907,10.892,81,ATASCOSA,1
730,909,-98.4698,28.9777,-98.4698.28.9777,909,10.892,52,ATASCOSA,1
731,910,-98.4598,28.9777,-98.4598.28.9777,910,10.892,52,ATASCOSA,1
732,911,-98.4498,28.9777,-98.4498.28.9777,911,10.8434,52,ATASCOSA,1
733,912,-98.4398,28.9777,-98.4398.28.9777,912,10.6984,81,ATASCOSA,1
734,913,-98.4298,28.9777,-98.4298.28.9777,913,10.2784,52,ATASCOSA,1
735,914,-98.4198,28.9777,-98.4198.28.9777,914,11.258,71,ATASCOSA,1
736,915,-98.4098,28.9777,-98.4098.28.9777,915,10.2784,71,ATASCOSA,1
737,916,-98.3998,28.9777,-98.3998.28.9777,916,10.901,81,ATASCOSA,1
738,917,-98.3898,28.9777,-98.3898.28.9777,917,10.2784,52,ATASCOSA,1
739,918,-98.3798,28.9777,-98.3798.28.9777,918,10.2784,81,ATASCOSA,1
740,919,-98.3698,28.9777,-98.3698.28.9777,919,10.9258,81,ATASCOSA,1
741,920,-98.3598,28.9777,-98.3598.28.9777,920,10.9258,52,ATASCOSA,1
742,921,-98.3498,28.9777,-98.3498.28.9777,921,10.9258,52,ATASCOSA,1
743,922,-98.3398,28.9777,-98.3398.28.9777,922,11.5118,81,ATASCOSA,1
744,923,-98.3298,28.9777,-98.3298.28.9777,923,11.5146,52,ATASCOSA,1
745,924,-98.3198,28.9777,-98.3198.28.9777,924,11.5146,81,ATASCOSA,1
746,925,-98.3098,28.9777,-98.3098.28.9777,925,11.5146,71,ATASCOSA,1
747,926,-98.2998,28.9777,-98.2998.28.9777,926,11.5146,81,ATASCOSA,1
748,927,-98.2898,28.9777,-98.2898.28.9777,927,11.5146,81,ATASCOSA,1
749,928,-98.7998,28.9677,-98.7998.28.9677,928,4.8088,52,ATASCOSA,1
750,929,-98.7898,28.9677,-98.7898.28.9677,929,4.8088,52,ATASCOSA,1
751,930,-98.7798,28.9677,-98.7798.28.9677,930,4.8088,52,ATASCOSA,1
752,931,-98.7698,28.9677,-98.7698.28.9677,931,5.134,52,ATASCOSA,1
753,932,-98.7598,28.9677,-98.7598.28.9677,932,4.704,82,ATASCOSA,1
754,934,-98.7398,28.9677,-98.7398.28.9677,934,4.023,52,ATASCOSA,1
755,935,-98.7298,28.9677,-98.7298.28.9677,935,4.7732,52,ATASCOSA,1
756,936,-98.7198,28.9677,-98.7198.28.9677,936,5.0076,81,ATASCOSA,1
757,938,-98.6998,28.9677,-98.6998.28.9677,938,4.023,52,ATASCOSA,1
758,940,-98.6798,28.9677,-98.6798.28.9677,940,4.7732,81,ATASCOSA,1
759,941,-98.6698,28.9677,-98.6698.28.9677,941,4.7732,81,ATASCOSA,1
760,942,-98.6598,28.9677,-98.6598.28.9677,942,4.388,52,ATASCOSA,1
761,943,-98.6498,28.9677,-98.6498.28.9677,943,10.3314,52,ATASCOSA,1
762,944,-98.6398,28.9677,-98.6398.28.9677,944,10.2296,81,ATASCOSA,1
763,945,-98.6298,28.9677,-98.6298.28.9677,945,10.0034,81,ATASCOSA,1
764,946,-98.6198,28.9677,-98.6198.28.9677,946,10.3162,52,ATASCOSA,1
765,947,-98.6098,28.9677,-98.6098.28.9677,947,10.547,11,ATASCOSA,1
766,948,-98.5998,28.9677,-98.5998.28.9677,948,10.5,52,ATASCOSA,1
767,949,-98.5898,28.9677,-98.5898.28.9677,949,10.547,52,ATASCOSA,1
768,950,-98.5798,28.9677,-98.5798.28.9677,950,10.615,81,ATASCOSA,1
769,951,-98.5698,28.9677,-98.5698.28.9677,951,10.3162,81,ATASCOSA,1
770,952,-98.5598,28.9677,-98.5598.28.9677,952,10.9746,81,ATASCOSA,1
771,953,-98.5498,28.9677,-98.5498.28.9677,953,10.2246,82,ATASCOSA,1
772,954,-98.5398,28.9677,-98.5398.28.9677,954,10.3748,52,ATASCOSA,1
773,955,-98.5298,28.9677,-98.5298.28.9677,955,10.467,82,ATASCOSA,1
774,956,-98.5198,28.9677,-98.5198.28.9677,956,10.5202,81,ATASCOSA,1
775,957,-98.5098,28.9677,-98.5098.28.9677,957,10.467,52,ATASCOSA,1
776,961,-98.4698,28.9677,-98.4698.28.9677,961,10.8918,90,ATASCOSA,1
777,962,-98.4598,28.9677,-98.4598.28.9677,962,11.0254,52,ATASCOSA,1
778,963,-98.4498,28.9677,-98.4498.28.9677,963,10.6984,52,ATASCOSA,1
779,965,-98.4298,28.9677,-98.4298.28.9677,965,10.4972,81,ATASCOSA,1
780,967,-98.4098,28.9677,-98.4098.28.9677,967,10.5452,81,ATASCOSA,1
781,968,-98.3998,28.9677,-98.3998.28.9677,968,10.278,82,ATASCOSA,1
782,969,-98.3898,28.9677,-98.3898.28.9677,969,10.0966,82,ATASCOSA,1
783,970,-98.3798,28.9677,-98.3798.28.9677,970,10.0966,52,ATASCOSA,1
784,971,-98.3698,28.9677,-98.3698.28.9677,971,10.6626,52,ATASCOSA,1
785,972,-98.3598,28.9677,-98.3598.28.9677,972,10.9258,52,ATASCOSA,1
786,973,-98.3498,28.9677,-98.3498.28.9677,973,11.3114,81,ATASCOSA,1
787,974,-98.3398,28.9677,-98.3398.28.9677,974,11.5116,52,ATASCOSA,1
788,975,-98.3298,28.9677,-98.3298.28.9677,975,11.3748,81,ATASCOSA,1
789,976,-98.3198,28.9677,-98.3198.28.9677,976,11.5144,82,ATASCOSA,1
790,977,-98.3098,28.9677,-98.3098.28.9677,977,10.9834,81,ATASCOSA,1
791,978,-98.2998,28.9677,-98.2998.28.9677,978,11.3748,81,ATASCOSA,1
792,979,-98.2898,28.9677,-98.2898.28.9677,979,11.3748,52,ATASCOSA,1
793,980,-98.2798,28.9677,-98.2798.28.9677,980,11.3776,81,ATASCOSA,1
794,981,-98.7998,28.9577,-98.7998.28.9577,981,4.5774,81,ATASCOSA,1
795,984,-98.7698,28.9577,-98.7698.28.9577,984,4.1868,81,ATASCOSA,1
796,985,-98.7598,28.9577,-98.7598.28.9577,985,4.1868,82,ATASCOSA,1
797,988,-98.7298,28.9577,-98.7298.28.9577,988,4.893,82,ATASCOSA,1
798,989,-98.7198,28.9577,-98.7198.28.9577,989,4.893,52,ATASCOSA,1
799,990,-98.7098,28.9577,-98.7098.28.9577,990,5.4334,52,ATASCOSA,1
800,991,-98.6998,28.9577,-98.6998.28.9577,991,4.7732,71,ATASCOSA,1
801,992,-98.6898,28.9577,-98.6898.28.9577,992,4.6688,81,ATASCOSA,1
802,993,-98.6798,28.9577,-98.6798.28.9577,993,4.6688,81,ATASCOSA,1
803,994,-98.6698,28.9577,-98.6698.28.9577,994,4.736,71,ATASCOSA,1
804,997,-98.6398,28.9577,-98.6398.28.9577,997,10.3828,52,ATASCOSA,1
805,999,-98.6198,28.9577,-98.6198.28.9577,999,10.3158,52,ATASCOSA,1
806,1000,-98.6098,28.9577,-98.6098.28.9577,1000,10.6142,82,ATASCOSA,1
807,1001,-98.5998,28.9577,-98.5998.28.9577,1001,10.4678,81,ATASCOSA,1
808,1004,-98.5698,28.9577,-98.5698.28.9577,1004,10.9742,52,ATASCOSA,1
809,1005,-98.5598,28.9577,-98.5598.28.9577,1005,10.9742,81,ATASCOSA,1
810,1006,-98.5498,28.9577,-98.5498.28.9577,1006,9.7328,81,ATASCOSA,1
811,1007,-98.5398,28.9577,-98.5398.28.9577,1007,10.5468,52,ATASCOSA,1
812,1008,-98.5298,28.9577,-98.5298.28.9577,1008,10.3158,52,ATASCOSA,1
813,1009,-98.5198,28.9577,-98.5198.28.9577,1009,10.5468,81,ATASCOSA,1
814,1010,-98.5098,28.9577,-98.5098.28.9577,1010,10.4668,52,ATASCOSA,1
815,1012,-98.4898,28.9577,-98.4898.28.9577,1012,10.8428,90,ATASCOSA,1
816,1013,-98.4798,28.9577,-98.4798.28.9577,1013,11.0254,81,ATASCOSA,1
817,1014,-98.4698,28.9577,-98.4698.28.9577,1014,10.4972,81,ATASCOSA,1
818,1015,-98.4598,28.9577,-98.4598.28.9577,1015,10.8916,81,ATASCOSA,1
819,1016,-98.4498,28.9577,-98.4498.28.9577,1016,10.4972,31,ATASCOSA,1
820,1017,-98.4398,28.9577,-98.4398.28.9577,1017,10.8428,52,ATASCOSA,1
821,1018,-98.4298,28.9577,-98.4298.28.9577,1018,10.8916,81,ATASCOSA,1
822,1019,-98.4198,28.9577,-98.4198.28.9577,1019,10.6984,81,ATASCOSA,1
823,1020,-98.4098,28.9577,-98.4098.28.9577,1020,10.3518,81,ATASCOSA,1
824,1021,-98.3998,28.9577,-98.3998.28.9577,1021,11.2572,81,ATASCOSA,1
825,1022,-98.3898,28.9577,-98.3898.28.9577,1022,10.7548,81,ATASCOSA,1
826,1023,-98.3798,28.9577,-98.3798.28.9577,1023,10.0966,52,ATASCOSA,1
827,1024,-98.3698,28.9577,-98.3698.28.9577,1024,11.5334,52,ATASCOSA,1
828,1025,-98.3598,28.9577,-98.3598.28.9577,1025,11.393,52,ATASCOSA,1
829,1026,-98.3498,28.9577,-98.3498.28.9577,1026,11.5228,52,ATASCOSA,1
830,1027,-98.3398,28.9577,-98.3398.28.9577,1027,11.1446,81,ATASCOSA,1
831,1028,-98.3298,28.9577,-98.3298.28.9577,1028,11.635,81,ATASCOSA,1
832,1029,-98.3198,28.9577,-98.3198.28.9577,1029,11.5144,71,ATASCOSA,1
833,1030,-98.3098,28.9577,-98.3098.28.9577,1030,11.5144,81,ATASCOSA,1
834,1031,-98.2998,28.9577,-98.2998.28.9577,1031,11.3748,52,ATASCOSA,1
835,1032,-98.2898,28.9577,-98.2898.28.9577,1032,11.3776,81,ATASCOSA,1
836,1033,-98.2798,28.9577,-98.2798.28.9577,1033,11.5144,81,ATASCOSA,1
837,1034,-98.2698,28.9577,-98.2698.28.9577,1034,11.9246,52,ATASCOSA,1
838,1035,-98.7998,28.9477,-98.7998.28.9477,1035,3.8872,81,ATASCOSA,1
839,1036,-98.7898,28.9477,-98.7898.28.9477,1036,3.8872,52,ATASCOSA,1
840,1037,-98.7798,28.9477,-98.7798.28.9477,1037,3.895,82,ATASCOSA,1
841,1039,-98.7598,28.9477,-98.7598.28.9477,1039,4.5776,82,ATASCOSA,1
842,1040,-98.7498,28.9477,-98.7498.28.9477,1040,4.0234,82,ATASCOSA,1
843,1041,-98.7398,28.9477,-98.7398.28.9477,1041,4.893,82,ATASCOSA,1
844,1044,-98.7098,28.9477,-98.7098.28.9477,1044,4.6688,81,ATASCOSA,1
845,1046,-98.6898,28.9477,-98.6898.28.9477,1046,4.6136,81,ATASCOSA,1
846,1050,-98.6498,28.9477,-98.6498.28.9477,1050,4.893,82,ATASCOSA,1
847,1051,-98.6398,28.9477,-98.6398.28.9477,1051,10.3828,52,ATASCOSA,1
848,1052,-98.6298,28.9477,-98.6298.28.9477,1052,10.3314,81,ATASCOSA,1
849,1053,-98.6198,28.9477,-98.6198.28.9477,1053,10.4676,81,ATASCOSA,1
850,1054,-98.6098,28.9477,-98.6098.28.9477,1054,10.5468,52,ATASCOSA,1
851,1055,-98.5998,28.9477,-98.5998.28.9477,1055,10.5468,82,ATASCOSA,1
852,1056,-98.5898,28.9477,-98.5898.28.9477,1056,10.5468,82,ATASCOSA,1
853,1057,-98.5798,28.9477,-98.5798.28.9477,1057,10.3158,82,ATASCOSA,1
854,1058,-98.5698,28.9477,-98.5698.28.9477,1058,10.3158,81,ATASCOSA,1
855,1059,-98.5598,28.9477,-98.5598.28.9477,1059,10.0766,52,ATASCOSA,1
856,1060,-98.5498,28.9477,-98.5498.28.9477,1060,10.0766,81,ATASCOSA,1
857,1061,-98.5398,28.9477,-98.5398.28.9477,1061,10.224,52,ATASCOSA,1
858,1062,-98.5298,28.9477,-98.5298.28.9477,1062,10.3158,81,ATASCOSA,1
859,1063,-98.5198,28.9477,-98.5198.28.9477,1063,10.5468,81,ATASCOSA,1
860,1065,-98.4998,28.9477,-98.4998.28.9477,1065,10.1484,81,ATASCOSA,1
861,1066,-98.4898,28.9477,-98.4898.28.9477,1066,10.606,52,ATASCOSA,1
862,1067,-98.4798,28.9477,-98.4798.28.9477,1067,10.2778,52,ATASCOSA,1
863,1068,-98.4698,28.9477,-98.4698.28.9477,1068,10.2778,52,ATASCOSA,1
864,1069,-98.4598,28.9477,-98.4598.28.9477,1069,10.7402,82,ATASCOSA,1
865,1070,-98.4498,28.9477,-98.4498.28.9477,1070,10.3516,52,ATASCOSA,1
866,1071,-98.4398,28.9477,-98.4398.28.9477,1071,10.8918,52,ATASCOSA,1
867,1073,-98.4198,28.9477,-98.4198.28.9477,1073,10.8918,81,ATASCOSA,1
868,1074,-98.4098,28.9477,-98.4098.28.9477,1074,10.4798,71,ATASCOSA,1
869,1075,-98.3998,28.9477,-98.3998.28.9477,1075,10.8918,52,ATASCOSA,1
870,1076,-98.3898,28.9477,-98.3898.28.9477,1076,10.4798,52,ATASCOSA,1
871,1077,-98.3798,28.9477,-98.3798.28.9477,1077,10.7548,52,ATASCOSA,1
872,1078,-98.3698,28.9477,-98.3698.28.9477,1078,11.2396,71,ATASCOSA,1
873,1079,-98.3598,28.9477,-98.3598.28.9477,1079,10.6618,52,ATASCOSA,1
874,1080,-98.3498,28.9477,-98.3498.28.9477,1080,11.5332,52,ATASCOSA,1
875,1082,-98.3298,28.9477,-98.3298.28.9477,1082,11.3776,52,ATASCOSA,1
876,1083,-98.3198,28.9477,-98.3198.28.9477,1083,11.244,81,ATASCOSA,1
877,1084,-98.3098,28.9477,-98.3098.28.9477,1084,10.9186,82,ATASCOSA,1
878,1085,-98.2998,28.9477,-98.2998.28.9477,1085,11.5144,71,ATASCOSA,1
879,1087,-98.2798,28.9477,-98.2798.28.9477,1087,10.538,52,ATASCOSA,1
880,1088,-98.2698,28.9477,-98.2698.28.9477,1088,11.3746,71,ATASCOSA,1
881,1089,-98.2598,28.9477,-98.2598.28.9477,1089,10.9186,81,ATASCOSA,1
882,1090,-98.7998,28.9377,-98.7998.28.9377,1090,4.5138,52,ATASCOSA,1
883,1091,-98.7898,28.9377,-98.7898.28.9377,1091,5.2188,52,ATASCOSA,1
884,1093,-98.7698,28.9377,-98.7698.28.9377,1093,4.7184,82,ATASCOSA,1
885,1094,-98.7598,28.9377,-98.7598.28.9377,1094,4.5776,52,ATASCOSA,1
886,1095,-98.7498,28.9377,-98.7498.28.9377,1095,4.3878,81,ATASCOSA,1
887,1096,-98.7398,28.9377,-98.7398.28.9377,1096,4.9608,82,ATASCOSA,1
888,1097,-98.7298,28.9377,-98.7298.28.9377,1097,4.6686,82,ATASCOSA,1
889,1098,-98.7198,28.9377,-98.7198.28.9377,1098,4.6686,82,ATASCOSA,1
890,1099,-98.7098,28.9377,-98.7098.28.9377,1099,4.9828,82,ATASCOSA,1
891,1100,-98.6998,28.9377,-98.6998.28.9377,1100,4.7734,52,ATASCOSA,1
892,1101,-98.6898,28.9377,-98.6898.28.9377,1101,4.6686,71,ATASCOSA,1
893,1102,-98.6798,28.9377,-98.6798.28.9377,1102,4.6686,52,ATASCOSA,1
894,1103,-98.6698,28.9377,-98.6698.28.9377,1103,4.7368,82,ATASCOSA,1
895,1104,-98.6598,28.9377,-98.6598.28.9377,1104,4.3878,52,ATASCOSA,1
896,1105,-98.6498,28.9377,-98.6498.28.9377,1105,4.3878,82,ATASCOSA,1
897,1106,-98.6398,28.9377,-98.6398.28.9377,1106,4.3878,82,ATASCOSA,1
898,1107,-98.6298,28.9377,-98.6298.28.9377,1107,10.3314,82,ATASCOSA,1
899,1108,-98.6198,28.9377,-98.6198.28.9377,1108,9.8402,52,ATASCOSA,1
900,1109,-98.6098,28.9377,-98.6098.28.9377,1109,10.3156,82,ATASCOSA,1
901,1110,-98.5998,28.9377,-98.5998.28.9377,1110,10.224,81,ATASCOSA,1
902,1111,-98.5898,28.9377,-98.5898.28.9377,1111,10.6138,82,ATASCOSA,1
903,1112,-98.5798,28.9377,-98.5798.28.9377,1112,10.9334,82,ATASCOSA,1
904,1113,-98.5698,28.9377,-98.5698.28.9377,1113,10.9334,82,ATASCOSA,1
905,1116,-98.5398,28.9377,-98.5398.28.9377,1116,9.8402,81,ATASCOSA,1
906,1117,-98.5298,28.9377,-98.5298.28.9377,1117,9.8402,52,ATASCOSA,1
907,1118,-98.5198,28.9377,-98.5198.28.9377,1118,9.8402,81,ATASCOSA,1
908,1119,-98.5098,28.9377,-98.5098.28.9377,1119,9.7328,82,ATASCOSA,1
909,1120,-98.4998,28.9377,-98.4998.28.9377,1120,10.6814,90,ATASCOSA,1
910,1121,-98.4898,28.9377,-98.4898.28.9377,1121,10.8266,52,ATASCOSA,1
911,1122,-98.4798,28.9377,-98.4798.28.9377,1122,10.3608,52,ATASCOSA,1
912,1123,-98.4698,28.9377,-98.4698.28.9377,1123,10.8266,52,ATASCOSA,1
913,1124,-98.4598,28.9377,-98.4598.28.9377,1124,10.6814,81,ATASCOSA,1
914,1126,-98.4298,28.9377,-98.4298.28.9377,1126,10.8918,71,ATASCOSA,1
915,1127,-98.4198,28.9377,-98.4198.28.9377,1127,11.0308,71,ATASCOSA,1
916,1128,-98.4098,28.9377,-98.4098.28.9377,1128,11.2564,52,ATASCOSA,1
917,1129,-98.3998,28.9377,-98.3998.28.9377,1129,10.8918,52,ATASCOSA,1
918,1130,-98.3898,28.9377,-98.3898.28.9377,1130,11.0308,52,ATASCOSA,1
919,1131,-98.3798,28.9377,-98.3798.28.9377,1131,10.8428,81,ATASCOSA,1
920,1132,-98.3698,28.9377,-98.3698.28.9377,1132,11.055,52,ATASCOSA,1
921,1133,-98.3598,28.9377,-98.3598.28.9377,1133,10.9254,52,ATASCOSA,1
922,1134,-98.3498,28.9377,-98.3498.28.9377,1134,11.5332,52,ATASCOSA,1
923,1135,-98.3398,28.9377,-98.3398.28.9377,1135,11.3934,52,ATASCOSA,1
924,1136,-98.3298,28.9377,-98.3298.28.9377,1136,11.3774,81,ATASCOSA,1
925,1137,-98.3198,28.9377,-98.3198.28.9377,1137,11.338,81,ATASCOSA,1
926,1139,-98.2998,28.9377,-98.2998.28.9377,1139,10.9186,71,ATASCOSA,1
927,1140,-98.2898,28.9377,-98.2898.28.9377,1140,11.0306,81,ATASCOSA,1
928,1141,-98.2798,28.9377,-98.2798.28.9377,1141,10.842,52,ATASCOSA,1
929,1142,-98.2698,28.9377,-98.2698.28.9377,1142,11.3742,81,ATASCOSA,1
930,1143,-98.2598,28.9377,-98.2598.28.9377,1143,10.9186,82,ATASCOSA,1
931,1144,-98.2498,28.9377,-98.2498.28.9377,1144,11.0752,52,ATASCOSA,1
932,1145,-98.7998,28.9277,-98.7998.28.9277,1145,4.7898,81,ATASCOSA,1
933,1146,-98.7898,28.9277,-98.7898.28.9277,1146,4.5138,82,ATASCOSA,1
934,1147,-98.7798,28.9277,-98.7798.28.9277,1147,3.8952,82,ATASCOSA,1
935,1148,-98.7698,28.9277,-98.7698.28.9277,1148,4.7898,82,ATASCOSA,1
936,1149,-98.7598,28.9277,-98.7598.28.9277,1149,4.2272,82,ATASCOSA,1
937,1150,-98.7498,28.9277,-98.7498.28.9277,1150,4.3578,52,ATASCOSA,1
938,1151,-98.7398,28.9277,-98.7398.28.9277,1151,4.6684,82,ATASCOSA,1
939,1152,-98.7298,28.9277,-98.7298.28.9277,1152,4.3578,82,ATASCOSA,1
940,1154,-98.7098,28.9277,-98.7098.28.9277,1154,4.6684,82,ATASCOSA,1
941,1155,-98.6998,28.9277,-98.6998.28.9277,1155,4.6684,90,ATASCOSA,1
942,1156,-98.6898,28.9277,-98.6898.28.9277,1156,4.6684,81,ATASCOSA,1
943,1157,-98.6798,28.9277,-98.6798.28.9277,1157,4.8894,81,ATASCOSA,1
944,1158,-98.6698,28.9277,-98.6698.28.9277,1158,4.6684,82,ATASCOSA,1
945,1159,-98.6598,28.9277,-98.6598.28.9277,1159,4.6684,52,ATASCOSA,1
946,1160,-98.6498,28.9277,-98.6498.28.9277,1160,4.6684,52,ATASCOSA,1
947,1161,-98.6398,28.9277,-98.6398.28.9277,1161,4.3874,82,ATASCOSA,1
948,1162,-98.6298,28.9277,-98.6298.28.9277,1162,4.3578,82,ATASCOSA,1
949,1163,-98.6198,28.9277,-98.6198.28.9277,1163,9.9822,82,ATASCOSA,1
950,1164,-98.6098,28.9277,-98.6098.28.9277,1164,10.293,81,ATASCOSA,1
951,1165,-98.5998,28.9277,-98.5998.28.9277,1165,10.6378,81,ATASCOSA,1
952,1166,-98.5898,28.9277,-98.5898.28.9277,1166,10.3156,82,ATASCOSA,1
953,1167,-98.5798,28.9277,-98.5798.28.9277,1167,10.3156,82,ATASCOSA,1
954,1168,-98.5698,28.9277,-98.5698.28.9277,1168,9.84,81,ATASCOSA,1
955,1169,-98.5598,28.9277,-98.5598.28.9277,1169,10.9748,82,ATASCOSA,1
956,1172,-98.5298,28.9277,-98.5298.28.9277,1172,9.84,81,ATASCOSA,1
957,1173,-98.5198,28.9277,-98.5198.28.9277,1173,9.84,52,ATASCOSA,1
958,1174,-98.5098,28.9277,-98.5098.28.9277,1174,9.9822,71,ATASCOSA,1
959,1175,-98.4998,28.9277,-98.4998.28.9277,1175,10.8266,52,ATASCOSA,1
960,1177,-98.4798,28.9277,-98.4798.28.9277,1177,10.6054,82,ATASCOSA,1
961,1178,-98.4698,28.9277,-98.4698.28.9277,1178,10.1482,71,ATASCOSA,1
962,1179,-98.4598,28.9277,-98.4598.28.9277,1179,10.3608,11,ATASCOSA,1
963,1180,-98.4498,28.9277,-98.4498.28.9277,1180,10.3608,52,ATASCOSA,1
964,1182,-98.4298,28.9277,-98.4298.28.9277,1182,10.6814,81,ATASCOSA,1
965,1183,-98.4198,28.9277,-98.4198.28.9277,1183,10.8428,81,ATASCOSA,1
966,1184,-98.4098,28.9277,-98.4098.28.9277,1184,10.8916,81,ATASCOSA,1
967,1185,-98.3998,28.9277,-98.3998.28.9277,1185,10.8916,52,ATASCOSA,1
968,1186,-98.3898,28.9277,-98.3898.28.9277,1186,11.0244,52,ATASCOSA,1
969,1187,-98.3798,28.9277,-98.3798.28.9277,1187,10.8916,81,ATASCOSA,1
970,1188,-98.3698,28.9277,-98.3698.28.9277,1188,11.448,81,ATASCOSA,1
971,1189,-98.3598,28.9277,-98.3598.28.9277,1189,11.0548,52,ATASCOSA,1
972,1190,-98.3498,28.9277,-98.3498.28.9277,1190,11.0548,52,ATASCOSA,1
973,1191,-98.3398,28.9277,-98.3398.28.9277,1191,11.3934,71,ATASCOSA,1
974,1192,-98.3298,28.9277,-98.3298.28.9277,1192,11.377,52,ATASCOSA,1
975,1193,-98.3198,28.9277,-98.3198.28.9277,1193,11.377,82,ATASCOSA,1
976,1194,-98.3098,28.9277,-98.3098.28.9277,1194,11.3376,81,ATASCOSA,1
977,1195,-98.2998,28.9277,-98.2998.28.9277,1195,11.3744,71,ATASCOSA,1
978,1196,-98.2898,28.9277,-98.2898.28.9277,1196,11.5146,81,ATASCOSA,1
979,1197,-98.2798,28.9277,-98.2798.28.9277,1197,11.9242,71,ATASCOSA,1
980,1198,-98.2698,28.9277,-98.2698.28.9277,1198,11.5354,52,ATASCOSA,1
981,1199,-98.2598,28.9277,-98.2598.28.9277,1199,11.5354,52,ATASCOSA,1
982,1200,-98.2498,28.9277,-98.2498.28.9277,1200,11.6678,52,ATASCOSA,1
983,1201,-98.2398,28.9277,-98.2398.28.9277,1201,11.6678,52,ATASCOSA,1
984,1202,-98.7998,28.9177,-98.7998.28.9177,1202,4.2272,71,ATASCOSA,1
985,1203,-98.7898,28.9177,-98.7898.28.9177,1203,4.5138,82,ATASCOSA,1
986,1205,-98.7698,28.9177,-98.7698.28.9177,1205,4.7894,81,ATASCOSA,1
987,1206,-98.7598,28.9177,-98.7598.28.9177,1206,4.2272,82,ATASCOSA,1
988,1207,-98.7498,28.9177,-98.7498.28.9177,1207,4.7728,82,ATASCOSA,1
989,1208,-98.7398,28.9177,-98.7398.28.9177,1208,4.7728,82,ATASCOSA,1
990,1209,-98.7298,28.9177,-98.7298.28.9177,1209,5.4328,82,ATASCOSA,1
991,1210,-98.7198,28.9177,-98.7198.28.9177,1210,5.4328,82,ATASCOSA,1
992,1211,-98.7098,28.9177,-98.7098.28.9177,1211,4.6684,82,ATASCOSA,1
993,1212,-98.6998,28.9177,-98.6998.28.9177,1212,4.7728,52,ATASCOSA,1
994,1213,-98.6898,28.9177,-98.6898.28.9177,1213,4.6684,82,ATASCOSA,1
995,1214,-98.6798,28.9177,-98.6798.28.9177,1214,4.7728,52,ATASCOSA,1
996,1215,-98.6698,28.9177,-98.6698.28.9177,1215,4.9824,82,ATASCOSA,1
997,1216,-98.6598,28.9177,-98.6598.28.9177,1216,5.4328,82,ATASCOSA,1
998,1217,-98.6498,28.9177,-98.6498.28.9177,1217,5.4302,81,ATASCOSA,1
999,1218,-98.6398,28.9177,-98.6398.28.9177,1218,5.007,52,ATASCOSA,1
1000,1219,-98.6298,28.9177,-98.6298.28.9177,1219,4.8892,71,ATASCOSA,1
1001,1220,-98.6198,28.9177,-98.6198.28.9177,1220,9.84,52,ATASCOSA,1
1002,1221,-98.6098,28.9177,-98.6098.28.9177,1221,9.84,81,ATASCOSA,1
1003,1222,-98.5998,28.9177,-98.5998.28.9177,1222,10.3232,81,ATASCOSA,1
1004,1223,-98.5898,28.9177,-98.5898.28.9177,1223,10.3232,82,ATASCOSA,1
1005,1224,-98.5798,28.9177,-98.5798.28.9177,1224,10.937,52,ATASCOSA,1
1006,1225,-98.5698,28.9177,-98.5698.28.9177,1225,10.9746,82,ATASCOSA,1
