index,RunID, LON, LAT,tag,Coord_ID,county,YIELD,land cover
1083,1312,-98.2698,28.9077,-98.2698.28.9077,1312,ATASCOSA,10.875,82
1084,1313,-98.2598,28.9077,-98.2598.28.9077,1313,ATASCOSA,10.6366,90
1085,1314,-98.2498,28.9077,-98.2498.28.9077,1314,ATASCOSA,11.7054,52
1086,1315,-98.2398,28.9077,-98.2398.28.9077,1315,ATASCOSA,11.163,52
1087,1316,-98.2298,28.9077,-98.2298.28.9077,1316,ATASCOSA,10.0868,81
1088,1317,-98.2198,28.9077,-98.2198.28.9077,1317,ATASCOSA,11.7054,52
1089,1318,-98.7998,28.8977,-98.7998.28.8977,1318,ATASCOSA,2.0254,71
1090,1319,-98.7898,28.8977,-98.7898.28.8977,1319,ATASCOSA,1.6066,82
1091,1320,-98.7798,28.8977,-98.7798.28.8977,1320,ATASCOSA,1.4886,82
1092,1321,-98.7698,28.8977,-98.7698.28.8977,1321,ATASCOSA,2.0204,82
1093,1323,-98.7498,28.8977,-98.7498.28.8977,1323,ATASCOSA,2.09,71
1094,1324,-98.7398,28.8977,-98.7398.28.8977,1324,ATASCOSA,1.8138,52
1095,1325,-98.7298,28.8977,-98.7298.28.8977,1325,ATASCOSA,1.8138,82
1096,1326,-98.7198,28.8977,-98.7198.28.8977,1326,ATASCOSA,1.8138,82
1097,1327,-98.7098,28.8977,-98.7098.28.8977,1327,ATASCOSA,2.09,82
1098,1328,-98.6998,28.8977,-98.6998.28.8977,1328,ATASCOSA,1.861,52
1099,1329,-98.6898,28.8977,-98.6898.28.8977,1329,ATASCOSA,1.8384,52
1100,1331,-98.6698,28.8977,-98.6698.28.8977,1331,ATASCOSA,1.6058,82
1101,1332,-98.6598,28.8977,-98.6598.28.8977,1332,ATASCOSA,1.9466,82
1102,1333,-98.6498,28.8977,-98.6498.28.8977,1333,ATASCOSA,1.6058,81
1103,1334,-98.6398,28.8977,-98.6398.28.8977,1334,ATASCOSA,1.6058,52
1104,1335,-98.6298,28.8977,-98.6298.28.8977,1335,ATASCOSA,1.6058,71
1105,1336,-98.6198,28.8977,-98.6198.28.8977,1336,ATASCOSA,2.1474,81
1106,1337,-98.6098,28.8977,-98.6098.28.8977,1337,ATASCOSA,2.192,81
1107,1338,-98.5998,28.8977,-98.5998.28.8977,1338,ATASCOSA,9.7936,82
1108,1339,-98.5898,28.8977,-98.5898.28.8977,1339,ATASCOSA,9.7936,82
1109,1340,-98.5798,28.8977,-98.5798.28.8977,1340,ATASCOSA,9.7936,81
1110,1341,-98.5698,28.8977,-98.5698.28.8977,1341,ATASCOSA,10.0954,81
1111,1342,-98.5598,28.8977,-98.5598.28.8977,1342,ATASCOSA,9.4658,82
1112,1343,-98.5498,28.8977,-98.5498.28.8977,1343,ATASCOSA,9.7936,81
1113,1344,-98.5398,28.8977,-98.5398.28.8977,1344,ATASCOSA,10.3518,71
1114,1346,-98.5198,28.8977,-98.5198.28.8977,1346,ATASCOSA,10.3042,82
1115,1347,-98.5098,28.8977,-98.5098.28.8977,1347,ATASCOSA,9.4658,52
1116,1348,-98.4998,28.8977,-98.4998.28.8977,1348,ATASCOSA,9.627,71
1117,1349,-98.4898,28.8977,-98.4898.28.8977,1349,ATASCOSA,10.3234,52
1118,1350,-98.4798,28.8977,-98.4798.28.8977,1350,ATASCOSA,10.55,90
1119,1351,-98.4698,28.8977,-98.4698.28.8977,1351,ATASCOSA,10.55,81
1120,1352,-98.4598,28.8977,-98.4598.28.8977,1352,ATASCOSA,10.3756,52
1121,1353,-98.4498,28.8977,-98.4498.28.8977,1353,ATASCOSA,10.55,71
1122,1354,-98.4398,28.8977,-98.4398.28.8977,1354,ATASCOSA,11.2596,71
1123,1355,-98.4298,28.8977,-98.4298.28.8977,1355,ATASCOSA,10.089,52
1124,1356,-98.4198,28.8977,-98.4198.28.8977,1356,ATASCOSA,10.3234,52
1125,1357,-98.4098,28.8977,-98.4098.28.8977,1357,ATASCOSA,10.55,52
1126,1358,-98.3998,28.8977,-98.3998.28.8977,1358,ATASCOSA,9.627,81
1127,1359,-98.3898,28.8977,-98.3898.28.8977,1359,ATASCOSA,10.456,52
1128,1360,-98.3798,28.8977,-98.3798.28.8977,1360,ATASCOSA,10.55,71
1129,1361,-98.3698,28.8977,-98.3698.28.8977,1361,ATASCOSA,10.9618,52
1130,1362,-98.3598,28.8977,-98.3598.28.8977,1362,ATASCOSA,10.4198,52
1131,1363,-98.3498,28.8977,-98.3498.28.8977,1363,ATASCOSA,10.8024,52
1132,1364,-98.3398,28.8977,-98.3398.28.8977,1364,ATASCOSA,11.544,52
1133,1365,-98.3298,28.8977,-98.3298.28.8977,1365,ATASCOSA,10.6364,71
1134,1366,-98.3198,28.8977,-98.3198.28.8977,1366,ATASCOSA,10.833,52
1135,1367,-98.3098,28.8977,-98.3098.28.8977,1367,ATASCOSA,10.7814,52
1136,1368,-98.2998,28.8977,-98.2998.28.8977,1368,ATASCOSA,9.9192,71
1137,1369,-98.2898,28.8977,-98.2898.28.8977,1369,ATASCOSA,10.875,82
1138,1371,-98.2698,28.8977,-98.2698.28.8977,1371,ATASCOSA,10.875,81
1139,1372,-98.2598,28.8977,-98.2598.28.8977,1372,ATASCOSA,10.412,81
1140,1373,-98.2498,28.8977,-98.2498.28.8977,1373,ATASCOSA,10.5902,52
1141,1374,-98.2398,28.8977,-98.2398.28.8977,1374,ATASCOSA,11.1188,52
1142,1375,-98.2298,28.8977,-98.2298.28.8977,1375,ATASCOSA,11.7054,52
1143,1376,-98.2198,28.8977,-98.2198.28.8977,1376,ATASCOSA,10.8196,52
1144,1377,-98.2098,28.8977,-98.2098.28.8977,1377,ATASCOSA,10.652,52
1145,1378,-98.7998,28.8877,-98.7998.28.8877,1378,ATASCOSA,1.083,82
1146,1379,-98.7898,28.8877,-98.7898.28.8877,1379,ATASCOSA,2.0254,82
1147,1380,-98.7798,28.8877,-98.7798.28.8877,1380,ATASCOSA,2.0204,82
1148,1381,-98.7698,28.8877,-98.7698.28.8877,1381,ATASCOSA,1.7444,82
1149,1383,-98.7498,28.8877,-98.7498.28.8877,1383,ATASCOSA,2.09,71
1150,1384,-98.7398,28.8877,-98.7398.28.8877,1384,ATASCOSA,1.8138,52
1151,1386,-98.7198,28.8877,-98.7198.28.8877,1386,ATASCOSA,1.8138,82
1152,1388,-98.6998,28.8877,-98.6998.28.8877,1388,ATASCOSA,1.6058,52
1153,1389,-98.6898,28.8877,-98.6898.28.8877,1389,ATASCOSA,1.6058,52
1154,1390,-98.6798,28.8877,-98.6798.28.8877,1390,ATASCOSA,1.861,52
1155,1391,-98.6698,28.8877,-98.6698.28.8877,1391,ATASCOSA,2.09,82
1156,1392,-98.6598,28.8877,-98.6598.28.8877,1392,ATASCOSA,1.861,81
1157,1394,-98.6398,28.8877,-98.6398.28.8877,1394,ATASCOSA,1.861,82
1158,1396,-98.6198,28.8877,-98.6198.28.8877,1396,ATASCOSA,1.7768,52
1159,1397,-98.6098,28.8877,-98.6098.28.8877,1397,ATASCOSA,2.1006,71
1160,1398,-98.5998,28.8877,-98.5998.28.8877,1398,ATASCOSA,9.7936,82
1161,1399,-98.5898,28.8877,-98.5898.28.8877,1399,ATASCOSA,9.7936,52
1162,1400,-98.5798,28.8877,-98.5798.28.8877,1400,ATASCOSA,10.0956,52
1163,1401,-98.5698,28.8877,-98.5698.28.8877,1401,ATASCOSA,9.7936,81
1164,1402,-98.5598,28.8877,-98.5598.28.8877,1402,ATASCOSA,10.0956,71
1165,1403,-98.5498,28.8877,-98.5498.28.8877,1403,ATASCOSA,9.9852,81
1166,1404,-98.5398,28.8877,-98.5398.28.8877,1404,ATASCOSA,10.3042,71
1167,1405,-98.5298,28.8877,-98.5298.28.8877,1405,ATASCOSA,9.7936,81
1168,1406,-98.5198,28.8877,-98.5198.28.8877,1406,ATASCOSA,9.4654,52
1169,1407,-98.5098,28.8877,-98.5098.28.8877,1407,ATASCOSA,9.7936,90
1170,1408,-98.4998,28.8877,-98.4998.28.8877,1408,ATASCOSA,9.6268,71
1171,1409,-98.4898,28.8877,-98.4898.28.8877,1409,ATASCOSA,9.6268,52
1172,1410,-98.4798,28.8877,-98.4798.28.8877,1410,ATASCOSA,9.8296,71
1173,1411,-98.4698,28.8877,-98.4698.28.8877,1411,ATASCOSA,10.3236,52
1174,1413,-98.4498,28.8877,-98.4498.28.8877,1413,ATASCOSA,10.3756,52
1175,1414,-98.4398,28.8877,-98.4398.28.8877,1414,ATASCOSA,10.55,71
1176,1415,-98.4298,28.8877,-98.4298.28.8877,1415,ATASCOSA,10.089,81
1177,1416,-98.4198,28.8877,-98.4198.28.8877,1416,ATASCOSA,10.55,52
1178,1417,-98.4098,28.8877,-98.4098.28.8877,1417,ATASCOSA,10.55,52
1179,1419,-98.3898,28.8877,-98.3898.28.8877,1419,ATASCOSA,10.1678,71
1180,1420,-98.3798,28.8877,-98.3798.28.8877,1420,ATASCOSA,10.3756,52
1181,1421,-98.3698,28.8877,-98.3698.28.8877,1421,ATASCOSA,10.2954,71
1182,1422,-98.3598,28.8877,-98.3598.28.8877,1422,ATASCOSA,10.7168,71
1183,1423,-98.3498,28.8877,-98.3498.28.8877,1423,ATASCOSA,10.8016,52
1184,1424,-98.3398,28.8877,-98.3398.28.8877,1424,ATASCOSA,10.8016,52
1185,1425,-98.3298,28.8877,-98.3298.28.8877,1425,ATASCOSA,10.8476,52
1186,1426,-98.3198,28.8877,-98.3198.28.8877,1426,ATASCOSA,10.8142,52
1187,1427,-98.3098,28.8877,-98.3098.28.8877,1427,ATASCOSA,10.8444,52
1188,1428,-98.2998,28.8877,-98.2998.28.8877,1428,ATASCOSA,10.875,52
1189,1429,-98.2898,28.8877,-98.2898.28.8877,1429,ATASCOSA,10.9096,82
1190,1430,-98.2798,28.8877,-98.2798.28.8877,1430,ATASCOSA,9.9194,82
1191,1431,-98.2698,28.8877,-98.2698.28.8877,1431,ATASCOSA,10.9324,81
1192,1432,-98.2598,28.8877,-98.2598.28.8877,1432,ATASCOSA,9.9194,71
1193,1433,-98.2498,28.8877,-98.2498.28.8877,1433,ATASCOSA,10.7942,81
1194,1434,-98.2398,28.8877,-98.2398.28.8877,1434,ATASCOSA,10.0854,52
1195,1435,-98.2298,28.8877,-98.2298.28.8877,1435,ATASCOSA,11.1354,71
1196,1437,-98.2098,28.8877,-98.2098.28.8877,1437,ATASCOSA,8.8032,52
1197,1438,-98.1998,28.8877,-98.1998.28.8877,1438,ATASCOSA,10.7878,52
1198,1439,-98.7998,28.8777,-98.7998.28.8777,1439,ATASCOSA,1.794,81
1199,1440,-98.7898,28.8777,-98.7898.28.8777,1440,ATASCOSA,2.0204,81
1200,1441,-98.7798,28.8777,-98.7798.28.8777,1441,ATASCOSA,1.642,52
1201,1442,-98.7698,28.8777,-98.7698.28.8777,1442,ATASCOSA,1.7442,71
1202,1444,-98.7498,28.8777,-98.7498.28.8777,1444,ATASCOSA,1.8136,81
1203,1445,-98.7398,28.8777,-98.7398.28.8777,1445,ATASCOSA,2.09,82
1204,1447,-98.7198,28.8777,-98.7198.28.8777,1447,ATASCOSA,1.8868,82
1205,1448,-98.7098,28.8777,-98.7098.28.8777,1448,ATASCOSA,1.861,82
1206,1449,-98.6998,28.8777,-98.6998.28.8777,1449,ATASCOSA,1.8868,52
1207,1450,-98.6898,28.8777,-98.6898.28.8777,1450,ATASCOSA,1.6062,52
1208,1451,-98.6798,28.8777,-98.6798.28.8777,1451,ATASCOSA,1.8868,81
1209,1452,-98.6698,28.8777,-98.6698.28.8777,1452,ATASCOSA,1.9468,82
1210,1453,-98.6598,28.8777,-98.6598.28.8777,1453,ATASCOSA,1.8094,81
1211,1454,-98.6498,28.8777,-98.6498.28.8777,1454,ATASCOSA,1.9468,81
1212,1455,-98.6398,28.8777,-98.6398.28.8777,1455,ATASCOSA,1.6058,52
1213,1456,-98.6298,28.8777,-98.6298.28.8777,1456,ATASCOSA,1.6058,81
1214,1457,-98.6198,28.8777,-98.6198.28.8777,1457,ATASCOSA,1.7854,81
1215,1458,-98.6098,28.8777,-98.6098.28.8777,1458,ATASCOSA,2.1728,81
1216,1459,-98.5998,28.8777,-98.5998.28.8777,1459,ATASCOSA,2.3512,52
1217,1460,-98.5898,28.8777,-98.5898.28.8777,1460,ATASCOSA,9.4656,82
1218,1462,-98.5698,28.8777,-98.5698.28.8777,1462,ATASCOSA,10.0952,82
1219,1463,-98.5598,28.8777,-98.5598.28.8777,1463,ATASCOSA,9.793,82
1220,1464,-98.5498,28.8777,-98.5498.28.8777,1464,ATASCOSA,10.9948,52
1221,1465,-98.5398,28.8777,-98.5398.28.8777,1465,ATASCOSA,9.4656,52
1222,1466,-98.5298,28.8777,-98.5298.28.8777,1466,ATASCOSA,9.793,52
1223,1468,-98.5098,28.8777,-98.5098.28.8777,1468,ATASCOSA,10.0952,81
1224,1469,-98.4998,28.8777,-98.4998.28.8777,1469,ATASCOSA,9.9326,71
1225,1470,-98.4798,28.8777,-98.4798.28.8777,1470,ATASCOSA,11.2568,71
1226,1471,-98.4698,28.8777,-98.4698.28.8777,1471,ATASCOSA,10.3236,71
1227,1473,-98.4498,28.8777,-98.4498.28.8777,1473,ATASCOSA,10.017,90
1228,1474,-98.4398,28.8777,-98.4398.28.8777,1474,ATASCOSA,10.3756,52
1229,1475,-98.4298,28.8777,-98.4298.28.8777,1475,ATASCOSA,10.6054,52
1230,1476,-98.4198,28.8777,-98.4198.28.8777,1476,ATASCOSA,10.3714,52
1231,1477,-98.4098,28.8777,-98.4098.28.8777,1477,ATASCOSA,10.3756,52
1232,1478,-98.3998,28.8777,-98.3998.28.8777,1478,ATASCOSA,9.627,52
1233,1479,-98.3898,28.8777,-98.3898.28.8777,1479,ATASCOSA,10.5502,52
1234,1480,-98.3798,28.8777,-98.3798.28.8777,1480,ATASCOSA,10.1634,52
1235,1481,-98.3698,28.8777,-98.3698.28.8777,1481,ATASCOSA,9.9348,81
1236,1482,-98.3598,28.8777,-98.3598.28.8777,1482,ATASCOSA,10.7166,52
1237,1483,-98.3498,28.8777,-98.3498.28.8777,1483,ATASCOSA,10.7166,52
1238,1484,-98.3398,28.8777,-98.3398.28.8777,1484,ATASCOSA,11.0974,52
1239,1485,-98.3298,28.8777,-98.3298.28.8777,1485,ATASCOSA,9.9638,71
1240,1487,-98.3098,28.8777,-98.3098.28.8777,1487,ATASCOSA,10.8444,81
1241,1488,-98.2998,28.8777,-98.2998.28.8777,1488,ATASCOSA,10.8444,52
1242,1489,-98.2898,28.8777,-98.2898.28.8777,1489,ATASCOSA,9.9168,81
1243,1490,-98.2798,28.8777,-98.2798.28.8777,1490,ATASCOSA,10.1148,90
1244,1491,-98.2698,28.8777,-98.2698.28.8777,1491,ATASCOSA,10.9322,52
1245,1492,-98.2598,28.8777,-98.2598.28.8777,1492,ATASCOSA,10.8232,52
1246,1493,-98.2498,28.8777,-98.2498.28.8777,1493,ATASCOSA,10.8274,81
1247,1494,-98.2398,28.8777,-98.2398.28.8777,1494,ATASCOSA,11.9702,52
1248,1495,-98.2298,28.8777,-98.2298.28.8777,1495,ATASCOSA,11.334,52
1249,1496,-98.2198,28.8777,-98.2198.28.8777,1496,ATASCOSA,11.0872,52
1250,1497,-98.2098,28.8777,-98.2098.28.8777,1497,ATASCOSA,11.0872,52
1251,1498,-98.1998,28.8777,-98.1998.28.8777,1498,ATASCOSA,6.6526,52
1252,1499,-98.1898,28.8777,-98.1898.28.8777,1499,ATASCOSA,11.334,52
1253,1500,-98.7998,28.8677,-98.7998.28.8677,1500,ATASCOSA,2.3502,82
1254,1502,-98.7798,28.8677,-98.7798.28.8677,1502,ATASCOSA,2.1042,81
1255,1504,-98.7598,28.8677,-98.7598.28.8677,1504,ATASCOSA,2.1042,71
1256,1505,-98.7498,28.8677,-98.7498.28.8677,1505,ATASCOSA,2.1606,82
1257,1506,-98.7398,28.8677,-98.7398.28.8677,1506,ATASCOSA,2.0588,82
1258,1507,-98.7298,28.8677,-98.7298.28.8677,1507,ATASCOSA,2.0588,52
1259,1508,-98.7198,28.8677,-98.7198.28.8677,1508,ATASCOSA,2.31,82
1260,1509,-98.7098,28.8677,-98.7098.28.8677,1509,ATASCOSA,2.087,71
1261,1510,-98.6998,28.8677,-98.6998.28.8677,1510,ATASCOSA,2.1492,52
1262,1511,-98.6898,28.8677,-98.6898.28.8677,1511,ATASCOSA,2.1104,90
1263,1512,-98.6798,28.8677,-98.6798.28.8677,1512,ATASCOSA,1.2438,52
1264,1513,-98.6698,28.8677,-98.6698.28.8677,1513,ATASCOSA,2.2804,81
1265,1514,-98.6598,28.8677,-98.6598.28.8677,1514,ATASCOSA,2.0588,52
1266,1515,-98.6498,28.8677,-98.6498.28.8677,1515,ATASCOSA,1.7742,81
1267,1516,-98.6398,28.8677,-98.6398.28.8677,1516,ATASCOSA,2.087,81
1268,1517,-98.6298,28.8677,-98.6298.28.8677,1517,ATASCOSA,2.1492,82
1269,1519,-98.6098,28.8677,-98.6098.28.8677,1519,ATASCOSA,2.1652,52
1270,1520,-98.5998,28.8677,-98.5998.28.8677,1520,ATASCOSA,2.1188,82
1271,1521,-98.5898,28.8677,-98.5898.28.8677,1521,ATASCOSA,2.1188,82
1272,1522,-98.5798,28.8677,-98.5798.28.8677,1522,ATASCOSA,9.8056,82
1273,1524,-98.5598,28.8677,-98.5598.28.8677,1524,ATASCOSA,9.5342,52
1274,1525,-98.5498,28.8677,-98.5498.28.8677,1525,ATASCOSA,9.5342,52
1275,1527,-98.5298,28.8677,-98.5298.28.8677,1527,ATASCOSA,9.5408,71
1276,1528,-98.5198,28.8677,-98.5198.28.8677,1528,ATASCOSA,9.8056,81
1277,1529,-98.5098,28.8677,-98.5098.28.8677,1529,ATASCOSA,9.8056,52
1278,1531,-98.4898,28.8677,-98.4898.28.8677,1531,ATASCOSA,10.4082,52
1279,1532,-98.4798,28.8677,-98.4798.28.8677,1532,ATASCOSA,10.3052,52
1280,1533,-98.4698,28.8677,-98.4698.28.8677,1533,ATASCOSA,10.3822,71
1281,1534,-98.4598,28.8677,-98.4598.28.8677,1534,ATASCOSA,10.0616,81
1282,1535,-98.4498,28.8677,-98.4498.28.8677,1535,ATASCOSA,10.5696,52
1283,1536,-98.4398,28.8677,-98.4398.28.8677,1536,ATASCOSA,10.5696,82
1284,1537,-98.4298,28.8677,-98.4298.28.8677,1537,ATASCOSA,10.0448,52
1285,1538,-98.4198,28.8677,-98.4198.28.8677,1538,ATASCOSA,10.5696,52
1286,1539,-98.4098,28.8677,-98.4098.28.8677,1539,ATASCOSA,10.0616,81
1287,1540,-98.3998,28.8677,-98.3998.28.8677,1540,ATASCOSA,10.5696,52
1288,1541,-98.3898,28.8677,-98.3898.28.8677,1541,ATASCOSA,10.2732,81
1289,1542,-98.3698,28.8677,-98.3698.28.8677,1542,ATASCOSA,10.4158,52
1290,1543,-98.3598,28.8677,-98.3598.28.8677,1543,ATASCOSA,11.2744,52
1291,1544,-98.3498,28.8677,-98.3498.28.8677,1544,ATASCOSA,10.6732,52
1292,1545,-98.3398,28.8677,-98.3398.28.8677,1545,ATASCOSA,11.5834,81
1293,1546,-98.3298,28.8677,-98.3298.28.8677,1546,ATASCOSA,10.4676,52
1294,1547,-98.3198,28.8677,-98.3198.28.8677,1547,ATASCOSA,11.2868,52
1295,1548,-98.3098,28.8677,-98.3098.28.8677,1548,ATASCOSA,11.2868,81
1296,1549,-98.2998,28.8677,-98.2998.28.8677,1549,ATASCOSA,11.2712,52
1297,1550,-98.2898,28.8677,-98.2898.28.8677,1550,ATASCOSA,11.2712,52
1298,1551,-98.2798,28.8677,-98.2798.28.8677,1551,ATASCOSA,11.1154,71
1299,1552,-98.2698,28.8677,-98.2698.28.8677,1552,ATASCOSA,11.2868,52
1300,1553,-98.2598,28.8677,-98.2598.28.8677,1553,ATASCOSA,10.6484,81
1301,1554,-98.2498,28.8677,-98.2498.28.8677,1554,ATASCOSA,12.5038,52
1302,1555,-98.2398,28.8677,-98.2398.28.8677,1555,ATASCOSA,10.7188,52
1303,1556,-98.2298,28.8677,-98.2298.28.8677,1556,ATASCOSA,12.5038,52
1304,1557,-98.2198,28.8677,-98.2198.28.8677,1557,ATASCOSA,12.5038,52
1305,1558,-98.2098,28.8677,-98.2098.28.8677,1558,ATASCOSA,11.8128,52
1306,1559,-98.1998,28.8677,-98.1998.28.8677,1559,ATASCOSA,9.2114,52
1307,1560,-98.1898,28.8677,-98.1898.28.8677,1560,ATASCOSA,11.2204,52
1308,1561,-98.1798,28.8677,-98.1798.28.8677,1561,ATASCOSA,11.2204,52
1309,1562,-98.7998,28.8577,-98.7998.28.8577,1562,ATASCOSA,2.094,52
1310,1564,-98.7798,28.8577,-98.7798.28.8577,1564,ATASCOSA,2.1042,82
1311,1565,-98.7698,28.8577,-98.7698.28.8577,1565,ATASCOSA,2.35,52
1312,1566,-98.7598,28.8577,-98.7598.28.8577,1566,ATASCOSA,1.8186,52
1313,1567,-98.7498,28.8577,-98.7498.28.8577,1567,ATASCOSA,2.0588,52
1314,1568,-98.7398,28.8577,-98.7398.28.8577,1568,ATASCOSA,2.3098,52
1315,1569,-98.7298,28.8577,-98.7298.28.8577,1569,ATASCOSA,2.0038,52
1316,1570,-98.7198,28.8577,-98.7198.28.8577,1570,ATASCOSA,2.0588,52
1317,1573,-98.6898,28.8577,-98.6898.28.8577,1573,ATASCOSA,2.0894,52
1318,1574,-98.6798,28.8577,-98.6798.28.8577,1574,ATASCOSA,2.087,52
1319,1575,-98.6698,28.8577,-98.6698.28.8577,1575,ATASCOSA,1.7742,82
1320,1576,-98.6598,28.8577,-98.6598.28.8577,1576,ATASCOSA,1.7742,52
1321,1577,-98.6498,28.8577,-98.6498.28.8577,1577,ATASCOSA,1.7688,81
1322,1579,-98.6298,28.8577,-98.6298.28.8577,1579,ATASCOSA,1.2438,81
1323,1580,-98.6198,28.8577,-98.6198.28.8577,1580,ATASCOSA,2.1504,52
1324,1581,-98.6098,28.8577,-98.6098.28.8577,1581,ATASCOSA,2.0926,81
1325,1582,-98.5998,28.8577,-98.5998.28.8577,1582,ATASCOSA,2.1522,52
1326,1583,-98.5898,28.8577,-98.5898.28.8577,1583,ATASCOSA,2.1188,52
1327,1584,-98.5798,28.8577,-98.5798.28.8577,1584,ATASCOSA,9.2584,82
1328,1585,-98.5698,28.8577,-98.5698.28.8577,1585,ATASCOSA,9.5408,52
1329,1586,-98.5598,28.8577,-98.5598.28.8577,1586,ATASCOSA,9.2584,82
1330,1587,-98.5498,28.8577,-98.5498.28.8577,1587,ATASCOSA,9.2584,52
1331,1588,-98.5398,28.8577,-98.5398.28.8577,1588,ATASCOSA,9.8056,52
1332,1589,-98.5298,28.8577,-98.5298.28.8577,1589,ATASCOSA,10.0856,81
1333,1590,-98.5198,28.8577,-98.5198.28.8577,1590,ATASCOSA,9.8056,71
1334,1591,-98.5098,28.8577,-98.5098.28.8577,1591,ATASCOSA,10.6684,71
1335,1592,-98.4998,28.8577,-98.4998.28.8577,1592,ATASCOSA,10.5696,52
1336,1593,-98.4898,28.8577,-98.4898.28.8577,1593,ATASCOSA,10.5696,52
1337,1594,-98.4798,28.8577,-98.4798.28.8577,1594,ATASCOSA,10.0452,71
1338,1595,-98.4698,28.8577,-98.4698.28.8577,1595,ATASCOSA,10.2728,52
1339,1596,-98.4598,28.8577,-98.4598.28.8577,1596,ATASCOSA,10.1686,52
1340,1597,-98.4498,28.8577,-98.4498.28.8577,1597,ATASCOSA,10.382,71
1341,1599,-98.4298,28.8577,-98.4298.28.8577,1599,ATASCOSA,9.9542,52
1342,1600,-98.4198,28.8577,-98.4198.28.8577,1600,ATASCOSA,10.382,52
1343,1601,-98.4098,28.8577,-98.4098.28.8577,1601,ATASCOSA,10.5696,52
1344,1602,-98.3998,28.8577,-98.3998.28.8577,1602,ATASCOSA,10.5696,52
1345,1603,-98.3898,28.8577,-98.3898.28.8577,1603,ATASCOSA,10.4146,52
1346,1604,-98.3798,28.8577,-98.3798.28.8577,1604,ATASCOSA,10.2728,52
1347,1606,-98.3598,28.8577,-98.3598.28.8577,1606,ATASCOSA,11.275,52
1348,1607,-98.3498,28.8577,-98.3498.28.8577,1607,ATASCOSA,11.275,52
1349,1608,-98.3398,28.8577,-98.3398.28.8577,1608,ATASCOSA,11.275,52
1350,1609,-98.3298,28.8577,-98.3298.28.8577,1609,ATASCOSA,10.7966,52
1351,1610,-98.3198,28.8577,-98.3198.28.8577,1610,ATASCOSA,10.1948,52
1352,1611,-98.3098,28.8577,-98.3098.28.8577,1611,ATASCOSA,10.3902,81
1353,1612,-98.2998,28.8577,-98.2998.28.8577,1612,ATASCOSA,10.3902,81
1354,1613,-98.2898,28.8577,-98.2898.28.8577,1613,ATASCOSA,11.1154,71
1355,1614,-98.2798,28.8577,-98.2798.28.8577,1614,ATASCOSA,10.3902,81
1356,1615,-98.2698,28.8577,-98.2698.28.8577,1615,ATASCOSA,11.398,52
1357,1616,-98.2598,28.8577,-98.2598.28.8577,1616,ATASCOSA,11.9754,90
1358,1617,-98.2498,28.8577,-98.2498.28.8577,1617,ATASCOSA,12.5038,52
1359,1618,-98.2398,28.8577,-98.2398.28.8577,1618,ATASCOSA,11.0906,52
1360,1619,-98.2298,28.8577,-98.2298.28.8577,1619,ATASCOSA,11.5272,52
1361,1620,-98.2198,28.8577,-98.2198.28.8577,1620,ATASCOSA,11.2266,52
1362,1621,-98.2098,28.8577,-98.2098.28.8577,1621,ATASCOSA,11.0906,81
1363,1623,-98.1898,28.8577,-98.1898.28.8577,1623,ATASCOSA,10.7188,52
1364,1624,-98.1798,28.8577,-98.1798.28.8577,1624,ATASCOSA,10.7188,52
1365,1625,-98.1698,28.8577,-98.1698.28.8577,1625,ATASCOSA,6.474,52
1366,1626,-98.7998,28.8477,-98.7998.28.8477,1626,ATASCOSA,2.1044,81
1367,1627,-98.7898,28.8477,-98.7898.28.8477,1627,ATASCOSA,2.1044,52
1368,1629,-98.7698,28.8477,-98.7698.28.8477,1629,ATASCOSA,2.2044,52
1369,1630,-98.7598,28.8477,-98.7598.28.8477,1630,ATASCOSA,2.1044,52
1370,1631,-98.7498,28.8477,-98.7498.28.8477,1631,ATASCOSA,2.31,52
1371,1632,-98.7398,28.8477,-98.7398.28.8477,1632,ATASCOSA,2.1296,90
1372,1633,-98.7298,28.8477,-98.7298.28.8477,1633,ATASCOSA,1.775,82
1373,1634,-98.7198,28.8477,-98.7198.28.8477,1634,ATASCOSA,1.775,82
1374,1637,-98.6898,28.8477,-98.6898.28.8477,1637,ATASCOSA,2.1104,52
1375,1638,-98.6798,28.8477,-98.6798.28.8477,1638,ATASCOSA,2.1104,52
1376,1639,-98.6698,28.8477,-98.6698.28.8477,1639,ATASCOSA,2.1104,52
1377,1640,-98.6598,28.8477,-98.6598.28.8477,1640,ATASCOSA,2.1492,81
1378,1641,-98.6498,28.8477,-98.6498.28.8477,1641,ATASCOSA,1.7742,52
1379,1642,-98.6398,28.8477,-98.6398.28.8477,1642,ATASCOSA,2.0868,52
1380,1643,-98.6298,28.8477,-98.6298.28.8477,1643,ATASCOSA,2.0868,52
1381,1644,-98.6198,28.8477,-98.6198.28.8477,1644,ATASCOSA,1.8226,52
1382,1645,-98.6098,28.8477,-98.6098.28.8477,1645,ATASCOSA,1.8226,71
1383,1647,-98.5898,28.8477,-98.5898.28.8477,1647,ATASCOSA,2.3484,71
1384,1648,-98.5798,28.8477,-98.5798.28.8477,1648,ATASCOSA,2.191,81
1385,1649,-98.5698,28.8477,-98.5698.28.8477,1649,ATASCOSA,10.0854,52
1386,1650,-98.5598,28.8477,-98.5598.28.8477,1650,ATASCOSA,10.1234,90
