RunID, LON, LAT,tag,YIELD,land cover
1233,-98.4898,28.9177,-98.4898.28.9177,11.7042,52
1234,-98.4798,28.9177,-98.4798.28.9177,11.9312,52
1235,-98.4698,28.9177,-98.4698.28.9177,11.4648,31
1236,-98.4598,28.9177,-98.4598.28.9177,11.7042,52
1237,-98.4498,28.9177,-98.4498.28.9177,11.7042,52
1239,-98.4298,28.9177,-98.4298.28.9177,11.7856,81
1240,-98.4198,28.9177,-98.4198.28.9177,11.7856,81
1241,-98.4098,28.9177,-98.4098.28.9177,11.8388,52
1242,-98.3998,28.9177,-98.3998.28.9177,11.485,81
1243,-98.3898,28.9177,-98.3898.28.9177,11.9274,52
1244,-98.3798,28.9177,-98.3798.28.9177,12.1052,71
1245,-98.3698,28.9177,-98.3698.28.9177,11.5856,81
1246,-98.3598,28.9177,-98.3598.28.9177,11.9872,52
1247,-98.3498,28.9177,-98.3498.28.9177,11.8908,81
1248,-98.3398,28.9177,-98.3398.28.9177,11.7694,52
1250,-98.3198,28.9177,-98.3198.28.9177,12.1934,81
1251,-98.3098,28.9177,-98.3098.28.9177,12.0732,71
1252,-98.2998,28.9177,-98.2998.28.9177,12.1934,52
1253,-98.2898,28.9177,-98.2898.28.9177,11.8044,52
1254,-98.2798,28.9177,-98.2798.28.9177,11.9778,81
1255,-98.2698,28.9177,-98.2698.28.9177,11.6202,52
1256,-98.2598,28.9177,-98.2598.28.9177,12.2414,52
1257,-98.2498,28.9177,-98.2498.28.9177,12.1112,52
1258,-98.2398,28.9177,-98.2398.28.9177,12.1112,71
1259,-98.2298,28.9177,-98.2298.28.9177,12.4496,82
1260,-98.7998,28.9077,-98.7998.28.9077,3.113,52
1261,-98.7898,28.9077,-98.7898.28.9077,3.113,81
1262,-98.7798,28.9077,-98.7798.28.9077,3.0566,81
1263,-98.7698,28.9077,-98.7698.28.9077,3.0566,82
1265,-98.7498,28.9077,-98.7498.28.9077,3.1232,81
1266,-98.7398,28.9077,-98.7398.28.9077,3.072,81
1267,-98.7298,28.9077,-98.7298.28.9077,3.072,82
1269,-98.7098,28.9077,-98.7098.28.9077,2.9438,82
1270,-98.6998,28.9077,-98.6998.28.9077,3.1976,82
1271,-98.6898,28.9077,-98.6898.28.9077,3.072,82
1272,-98.6798,28.9077,-98.6798.28.9077,3.1232,52
1273,-98.6698,28.9077,-98.6698.28.9077,2.8024,81
1274,-98.6598,28.9077,-98.6598.28.9077,2.8008,52
1275,-98.6498,28.9077,-98.6498.28.9077,2.8024,52
1276,-98.6398,28.9077,-98.6398.28.9077,3.2294,81
1277,-98.6298,28.9077,-98.6298.28.9077,3.1232,52
1278,-98.6198,28.9077,-98.6198.28.9077,3.4812,52
1279,-98.6098,28.9077,-98.6098.28.9077,10.9706,81
1280,-98.5998,28.9077,-98.5998.28.9077,10.9386,81
1281,-98.5898,28.9077,-98.5898.28.9077,10.9706,71
1282,-98.5798,28.9077,-98.5798.28.9077,11.3102,81
1284,-98.5598,28.9077,-98.5598.28.9077,10.9706,81
1286,-98.5398,28.9077,-98.5398.28.9077,11.5096,52
1287,-98.5298,28.9077,-98.5298.28.9077,11.3102,71
1288,-98.5198,28.9077,-98.5198.28.9077,11.2224,71
1289,-98.5098,28.9077,-98.5098.28.9077,11.3102,52
1290,-98.4998,28.9077,-98.4998.28.9077,11.704,52
1291,-98.4898,28.9077,-98.4898.28.9077,11.4644,52
1292,-98.4798,28.9077,-98.4798.28.9077,11.704,52
1293,-98.4698,28.9077,-98.4698.28.9077,11.9314,81
1295,-98.4498,28.9077,-98.4498.28.9077,11.9314,52
1296,-98.4398,28.9077,-98.4398.28.9077,11.4644,52
1297,-98.4298,28.9077,-98.4298.28.9077,11.786,52
1298,-98.4198,28.9077,-98.4198.28.9077,11.786,71
1299,-98.4098,28.9077,-98.4098.28.9077,11.6588,52
1300,-98.3998,28.9077,-98.3998.28.9077,11.704,71
1301,-98.3898,28.9077,-98.3898.28.9077,11.6588,81
1302,-98.3798,28.9077,-98.3798.28.9077,11.3394,52
1303,-98.3698,28.9077,-98.3698.28.9077,11.5884,52
1304,-98.3598,28.9077,-98.3598.28.9077,12.1142,52
1305,-98.3498,28.9077,-98.3498.28.9077,12.0428,52
1306,-98.3398,28.9077,-98.3398.28.9077,12.1432,52
1307,-98.3298,28.9077,-98.3298.28.9077,12.193,90
1308,-98.3098,28.9077,-98.3098.28.9077,11.8566,82
1309,-98.2998,28.9077,-98.2998.28.9077,12.193,52
1310,-98.2898,28.9077,-98.2898.28.9077,12.0058,52
1312,-98.2698,28.9077,-98.2698.28.9077,11.9934,82
1313,-98.2598,28.9077,-98.2598.28.9077,11.8566,90
1314,-98.2498,28.9077,-98.2498.28.9077,13.0162,52
1315,-98.2398,28.9077,-98.2398.28.9077,12.549,52
1316,-98.2298,28.9077,-98.2298.28.9077,11.8878,81
1317,-98.2198,28.9077,-98.2198.28.9077,13.0162,52
1318,-98.7998,28.8977,-98.7998.28.8977,3.3448,71
1319,-98.7898,28.8977,-98.7898.28.8977,2.838,82
1320,-98.7798,28.8977,-98.7798.28.8977,2.741,82
1321,-98.7698,28.8977,-98.7698.28.8977,3.35,82
1323,-98.7498,28.8977,-98.7498.28.8977,3.427,71
1324,-98.7398,28.8977,-98.7398.28.8977,3.072,52
1325,-98.7298,28.8977,-98.7298.28.8977,3.072,82
1326,-98.7198,28.8977,-98.7198.28.8977,3.072,82
1327,-98.7098,28.8977,-98.7098.28.8977,3.427,82
1328,-98.6998,28.8977,-98.6998.28.8977,3.123,52
1329,-98.6898,28.8977,-98.6898.28.8977,3.092,52
1331,-98.6698,28.8977,-98.6698.28.8977,2.8024,82
1332,-98.6598,28.8977,-98.6598.28.8977,3.2292,82
1333,-98.6498,28.8977,-98.6498.28.8977,2.8024,81
1334,-98.6398,28.8977,-98.6398.28.8977,2.8024,52
1335,-98.6298,28.8977,-98.6298.28.8977,2.8024,71
1336,-98.6198,28.8977,-98.6198.28.8977,3.5194,81
1337,-98.6098,28.8977,-98.6098.28.8977,3.524,81
1338,-98.5998,28.8977,-98.5998.28.8977,11.222,82
1339,-98.5898,28.8977,-98.5898.28.8977,11.222,82
1340,-98.5798,28.8977,-98.5798.28.8977,11.222,81
1341,-98.5698,28.8977,-98.5698.28.8977,11.309,81
1342,-98.5598,28.8977,-98.5598.28.8977,10.9708,82
1343,-98.5498,28.8977,-98.5498.28.8977,11.222,81
1344,-98.5398,28.8977,-98.5398.28.8977,11.5098,71
1346,-98.5198,28.8977,-98.5198.28.8977,11.6244,82
1347,-98.5098,28.8977,-98.5098.28.8977,10.9708,52
1348,-98.4998,28.8977,-98.4998.28.8977,11.2076,71
1349,-98.4898,28.8977,-98.4898.28.8977,11.7858,52
1350,-98.4798,28.8977,-98.4798.28.8977,11.7042,90
1351,-98.4698,28.8977,-98.4698.28.8977,11.7042,81
1352,-98.4598,28.8977,-98.4598.28.8977,11.6024,52
1353,-98.4498,28.8977,-98.4498.28.8977,11.7042,71
1354,-98.4398,28.8977,-98.4398.28.8977,12.2666,71
1355,-98.4298,28.8977,-98.4298.28.8977,11.4642,52
1356,-98.4198,28.8977,-98.4198.28.8977,11.7858,52
1357,-98.4098,28.8977,-98.4098.28.8977,11.7042,52
1358,-98.3998,28.8977,-98.3998.28.8977,11.2076,81
1359,-98.3898,28.8977,-98.3898.28.8977,11.6588,52
1360,-98.3798,28.8977,-98.3798.28.8977,11.7042,71
1361,-98.3698,28.8977,-98.3698.28.8977,12.311,52
1362,-98.3598,28.8977,-98.3598.28.8977,11.5884,52
1363,-98.3498,28.8977,-98.3498.28.8977,12.1336,52
1364,-98.3398,28.8977,-98.3398.28.8977,12.7876,52
1365,-98.3298,28.8977,-98.3298.28.8977,11.8558,71
1366,-98.3198,28.8977,-98.3198.28.8977,12.0706,52
1367,-98.3098,28.8977,-98.3098.28.8977,12.193,52
1368,-98.2998,28.8977,-98.2998.28.8977,11.6198,71
1369,-98.2898,28.8977,-98.2898.28.8977,11.9934,82
1371,-98.2698,28.8977,-98.2698.28.8977,11.9934,81
1372,-98.2598,28.8977,-98.2598.28.8977,11.803,81
1373,-98.2498,28.8977,-98.2498.28.8977,12.1582,52
1374,-98.2398,28.8977,-98.2398.28.8977,12.45,52
1375,-98.2298,28.8977,-98.2298.28.8977,13.0162,52
1376,-98.2198,28.8977,-98.2198.28.8977,12.1538,52
1377,-98.2098,28.8977,-98.2098.28.8977,12.1868,52
1378,-98.7998,28.8877,-98.7998.28.8877,2.0464,82
1379,-98.7898,28.8877,-98.7898.28.8877,3.3448,82
1380,-98.7798,28.8877,-98.7798.28.8877,3.3502,82
1381,-98.7698,28.8877,-98.7698.28.8877,3.0152,82
1383,-98.7498,28.8877,-98.7498.28.8877,3.4272,71
1384,-98.7398,28.8877,-98.7398.28.8877,3.072,52
1386,-98.7198,28.8877,-98.7198.28.8877,3.072,82
1388,-98.6998,28.8877,-98.6998.28.8877,2.8024,52
1389,-98.6898,28.8877,-98.6898.28.8877,2.8024,52
1390,-98.6798,28.8877,-98.6798.28.8877,3.123,52
1391,-98.6698,28.8877,-98.6698.28.8877,3.4272,82
1392,-98.6598,28.8877,-98.6598.28.8877,3.123,81
1394,-98.6398,28.8877,-98.6398.28.8877,3.123,82
1396,-98.6198,28.8877,-98.6198.28.8877,3.0596,52
1397,-98.6098,28.8877,-98.6098.28.8877,3.4088,71
1398,-98.5998,28.8877,-98.5998.28.8877,11.2216,82
1399,-98.5898,28.8877,-98.5898.28.8877,11.2216,52
1400,-98.5798,28.8877,-98.5798.28.8877,11.3088,52
1401,-98.5698,28.8877,-98.5698.28.8877,11.2216,81
1402,-98.5598,28.8877,-98.5598.28.8877,11.3088,71
1403,-98.5498,28.8877,-98.5498.28.8877,11.3632,81
1404,-98.5398,28.8877,-98.5398.28.8877,11.624,71
1405,-98.5298,28.8877,-98.5298.28.8877,11.2216,81
1406,-98.5198,28.8877,-98.5198.28.8877,10.9706,52
1407,-98.5098,28.8877,-98.5098.28.8877,11.2216,90
1408,-98.4998,28.8877,-98.4998.28.8877,11.2076,71
1409,-98.4898,28.8877,-98.4898.28.8877,11.2076,52
1410,-98.4798,28.8877,-98.4798.28.8877,11.1884,71
1411,-98.4698,28.8877,-98.4698.28.8877,11.7854,52
1413,-98.4498,28.8877,-98.4498.28.8877,11.6022,52
1414,-98.4398,28.8877,-98.4398.28.8877,11.7038,71
1415,-98.4298,28.8877,-98.4298.28.8877,11.4628,81
1416,-98.4198,28.8877,-98.4198.28.8877,11.7038,52
1417,-98.4098,28.8877,-98.4098.28.8877,11.7038,52
1419,-98.3898,28.8877,-98.3898.28.8877,11.6304,71
1420,-98.3798,28.8877,-98.3798.28.8877,11.6022,52
1421,-98.3698,28.8877,-98.3698.28.8877,11.702,71
1422,-98.3598,28.8877,-98.3598.28.8877,12.0288,71
1423,-98.3498,28.8877,-98.3498.28.8877,12.1336,52
1424,-98.3398,28.8877,-98.3398.28.8877,12.1336,52
1425,-98.3298,28.8877,-98.3298.28.8877,11.976,52
1426,-98.3198,28.8877,-98.3198.28.8877,12.2088,52
1427,-98.3098,28.8877,-98.3098.28.8877,12.013,52
1428,-98.2998,28.8877,-98.2998.28.8877,11.9934,52
1429,-98.2898,28.8877,-98.2898.28.8877,12.108,82
1430,-98.2798,28.8877,-98.2798.28.8877,11.6196,82
1431,-98.2698,28.8877,-98.2698.28.8877,12.0064,81
1432,-98.2598,28.8877,-98.2598.28.8877,11.6196,71
1433,-98.2498,28.8877,-98.2498.28.8877,12.269,81
1434,-98.2398,28.8877,-98.2398.28.8877,11.888,52
1435,-98.2298,28.8877,-98.2298.28.8877,12.414,71
1437,-98.2098,28.8877,-98.2098.28.8877,10.8776,52
1438,-98.1998,28.8877,-98.1998.28.8877,12.178,52
1439,-98.7998,28.8777,-98.7998.28.8777,3.0562,81
1440,-98.7898,28.8777,-98.7898.28.8777,3.3502,81
1441,-98.7798,28.8777,-98.7798.28.8777,2.8884,52
1442,-98.7698,28.8777,-98.7698.28.8777,3.0152,71
1444,-98.7498,28.8777,-98.7498.28.8777,3.072,81
1445,-98.7398,28.8777,-98.7398.28.8777,3.427,82
1447,-98.7198,28.8777,-98.7198.28.8777,3.1676,82
1448,-98.7098,28.8777,-98.7098.28.8777,3.123,82
1449,-98.6998,28.8777,-98.6998.28.8777,3.1676,52
1450,-98.6898,28.8777,-98.6898.28.8777,2.795,52
1451,-98.6798,28.8777,-98.6798.28.8777,3.1676,81
1452,-98.6698,28.8777,-98.6698.28.8777,3.229,82
1453,-98.6598,28.8777,-98.6598.28.8777,3.0614,81
1454,-98.6498,28.8777,-98.6498.28.8777,3.229,81
1455,-98.6398,28.8777,-98.6398.28.8777,2.8024,52
1456,-98.6298,28.8777,-98.6298.28.8777,2.8024,81
1457,-98.6198,28.8777,-98.6198.28.8777,3.0606,81
1458,-98.6098,28.8777,-98.6098.28.8777,3.499,81
1459,-98.5998,28.8777,-98.5998.28.8777,3.7118,52
1460,-98.5898,28.8777,-98.5898.28.8777,10.9706,82
1462,-98.5698,28.8777,-98.5698.28.8777,11.3088,82
1463,-98.5598,28.8777,-98.5598.28.8777,11.222,82
1464,-98.5498,28.8777,-98.5498.28.8777,11.9074,52
1465,-98.5398,28.8777,-98.5398.28.8777,10.9706,52
1466,-98.5298,28.8777,-98.5298.28.8777,11.222,52
1468,-98.5098,28.8777,-98.5098.28.8777,11.3088,81
1469,-98.4998,28.8777,-98.4998.28.8777,11.485,71
1470,-98.4798,28.8777,-98.4798.28.8777,12.2282,71
1471,-98.4698,28.8777,-98.4698.28.8777,11.7852,71
1473,-98.4498,28.8777,-98.4498.28.8777,11.3396,90
1474,-98.4398,28.8777,-98.4398.28.8777,11.6016,52
1475,-98.4298,28.8777,-98.4298.28.8777,11.8396,52
1476,-98.4198,28.8777,-98.4198.28.8777,11.6392,52
1477,-98.4098,28.8777,-98.4098.28.8777,11.6016,52
1478,-98.3998,28.8777,-98.3998.28.8777,11.207,52
1479,-98.3898,28.8777,-98.3898.28.8777,11.7036,52
1480,-98.3798,28.8777,-98.3798.28.8777,11.6292,52
1481,-98.3698,28.8777,-98.3698.28.8777,11.5344,81
1482,-98.3598,28.8777,-98.3598.28.8777,12.0288,52
1483,-98.3498,28.8777,-98.3498.28.8777,12.0288,52
1484,-98.3398,28.8777,-98.3398.28.8777,12.4874,52
1485,-98.3298,28.8777,-98.3298.28.8777,11.6546,71
1487,-98.3098,28.8777,-98.3098.28.8777,12.0128,81
1488,-98.2998,28.8777,-98.2998.28.8777,12.0128,52
1489,-98.2898,28.8777,-98.2898.28.8777,11.6222,81
1490,-98.2798,28.8777,-98.2798.28.8777,11.7292,90
1491,-98.2698,28.8777,-98.2698.28.8777,12.0054,52
1492,-98.2598,28.8777,-98.2598.28.8777,11.9774,52
1493,-98.2498,28.8777,-98.2498.28.8777,12.1146,81
1494,-98.2398,28.8777,-98.2398.28.8777,13.2288,52
1495,-98.2298,28.8777,-98.2298.28.8777,12.6592,52
1496,-98.2198,28.8777,-98.2198.28.8777,12.4076,52
1497,-98.2098,28.8777,-98.2098.28.8777,12.4076,52
1498,-98.1998,28.8777,-98.1998.28.8777,8.1282,52
1499,-98.1898,28.8777,-98.1898.28.8777,12.6592,52
1500,-98.7998,28.8677,-98.7998.28.8677,3.8296,82
1502,-98.7798,28.8677,-98.7798.28.8677,3.5508,81
1504,-98.7598,28.8677,-98.7598.28.8677,3.5508,71
1505,-98.7498,28.8677,-98.7498.28.8677,3.6244,82
1506,-98.7398,28.8677,-98.7398.28.8677,3.5598,82
1507,-98.7298,28.8677,-98.7298.28.8677,3.5598,52
1508,-98.7198,28.8677,-98.7198.28.8677,3.8638,82
1509,-98.7098,28.8677,-98.7098.28.8677,3.6378,71
1510,-98.6998,28.8677,-98.6998.28.8677,3.6802,52
1511,-98.6898,28.8677,-98.6898.28.8677,3.5666,90
1512,-98.6798,28.8677,-98.6798.28.8677,2.3644,52
1513,-98.6698,28.8677,-98.6698.28.8677,3.8524,81
1514,-98.6598,28.8677,-98.6598.28.8677,3.5598,52
1515,-98.6498,28.8677,-98.6498.28.8677,3.2318,81
1516,-98.6398,28.8677,-98.6398.28.8677,3.6378,81
1517,-98.6298,28.8677,-98.6298.28.8677,3.6802,82
1519,-98.6098,28.8677,-98.6098.28.8677,3.8104,52
1520,-98.5998,28.8677,-98.5998.28.8677,3.688,82
1521,-98.5898,28.8677,-98.5898.28.8677,3.688,82
1522,-98.5798,28.8677,-98.5798.28.8677,11.1768,82
1524,-98.5598,28.8677,-98.5598.28.8677,10.9084,52
1525,-98.5498,28.8677,-98.5498.28.8677,10.9084,52
1527,-98.5298,28.8677,-98.5298.28.8677,10.9644,71
1528,-98.5198,28.8677,-98.5198.28.8677,11.1768,81
1529,-98.5098,28.8677,-98.5098.28.8677,11.1768,52
1531,-98.4898,28.8677,-98.4898.28.8677,11.7116,52
1532,-98.4798,28.8677,-98.4798.28.8677,11.7466,52
1533,-98.4698,28.8677,-98.4698.28.8677,11.5184,71
1534,-98.4598,28.8677,-98.4598.28.8677,11.4366,81
1535,-98.4498,28.8677,-98.4498.28.8677,11.6574,52
1536,-98.4398,28.8677,-98.4398.28.8677,11.6574,82
1537,-98.4298,28.8677,-98.4298.28.8677,11.286,52
1538,-98.4198,28.8677,-98.4198.28.8677,11.6574,52
1539,-98.4098,28.8677,-98.4098.28.8677,11.4366,81
1540,-98.3998,28.8677,-98.3998.28.8677,11.6574,52
1541,-98.3898,28.8677,-98.3898.28.8677,11.4832,81
1542,-98.3698,28.8677,-98.3698.28.8677,11.91,52
1543,-98.3598,28.8677,-98.3598.28.8677,12.2918,52
1544,-98.3498,28.8677,-98.3498.28.8677,11.8692,52
1545,-98.3398,28.8677,-98.3398.28.8677,12.6816,81
1546,-98.3298,28.8677,-98.3298.28.8677,11.7062,52
1547,-98.3198,28.8677,-98.3198.28.8677,12.1898,52
1548,-98.3098,28.8677,-98.3098.28.8677,12.1898,81
1549,-98.2998,28.8677,-98.2998.28.8677,12.3404,52
1550,-98.2898,28.8677,-98.2898.28.8677,12.3404,52
1551,-98.2798,28.8677,-98.2798.28.8677,12.017,71
1552,-98.2698,28.8677,-98.2698.28.8677,12.1898,52
1553,-98.2598,28.8677,-98.2598.28.8677,11.8242,81
1554,-98.2498,28.8677,-98.2498.28.8677,13.3232,52
1555,-98.2398,28.8677,-98.2398.28.8677,12.3326,52
1556,-98.2298,28.8677,-98.2298.28.8677,13.3232,52
1557,-98.2198,28.8677,-98.2198.28.8677,13.3232,52
1558,-98.2098,28.8677,-98.2098.28.8677,12.8246,52
1559,-98.1998,28.8677,-98.1998.28.8677,11.1204,52
1560,-98.1898,28.8677,-98.1898.28.8677,12.6366,52
1561,-98.1798,28.8677,-98.1798.28.8677,12.6366,52
1562,-98.7998,28.8577,-98.7998.28.8577,3.525,52
1564,-98.7798,28.8577,-98.7798.28.8577,3.5508,82
1565,-98.7698,28.8577,-98.7698.28.8577,3.8296,52
1566,-98.7598,28.8577,-98.7598.28.8577,3.2438,52
1567,-98.7498,28.8577,-98.7498.28.8577,3.5598,52
1568,-98.7398,28.8577,-98.7398.28.8577,3.8638,52
1569,-98.7298,28.8577,-98.7298.28.8577,3.5038,52
1570,-98.7198,28.8577,-98.7198.28.8577,3.5598,52
1573,-98.6898,28.8577,-98.6898.28.8577,3.6414,52
1574,-98.6798,28.8577,-98.6798.28.8577,3.6378,52
1575,-98.6698,28.8577,-98.6698.28.8577,3.2316,82
1576,-98.6598,28.8577,-98.6598.28.8577,3.2316,52
1577,-98.6498,28.8577,-98.6498.28.8577,3.2266,81
1579,-98.6298,28.8577,-98.6298.28.8577,2.3644,81
1580,-98.6198,28.8577,-98.6198.28.8577,3.769,52
1581,-98.6098,28.8577,-98.6098.28.8577,3.697,81
1582,-98.5998,28.8577,-98.5998.28.8577,3.7838,52
1583,-98.5898,28.8577,-98.5898.28.8577,3.688,52
1584,-98.5798,28.8577,-98.5798.28.8577,10.7658,82
1585,-98.5698,28.8577,-98.5698.28.8577,10.9632,52
1586,-98.5598,28.8577,-98.5598.28.8577,10.7658,82
1587,-98.5498,28.8577,-98.5498.28.8577,10.7658,52
1588,-98.5398,28.8577,-98.5398.28.8577,11.176,52
1589,-98.5298,28.8577,-98.5298.28.8577,11.1838,81
1590,-98.5198,28.8577,-98.5198.28.8577,11.176,71
1591,-98.5098,28.8577,-98.5098.28.8577,11.6938,71
1592,-98.4998,28.8577,-98.4998.28.8577,11.6578,52
1593,-98.4898,28.8577,-98.4898.28.8577,11.6578,52
1594,-98.4798,28.8577,-98.4798.28.8577,11.2862,71
1595,-98.4698,28.8577,-98.4698.28.8577,11.4846,52
1596,-98.4598,28.8577,-98.4598.28.8577,11.5184,52
1597,-98.4498,28.8577,-98.4498.28.8577,11.5176,71
1599,-98.4298,28.8577,-98.4298.28.8577,11.4108,52
1600,-98.4198,28.8577,-98.4198.28.8577,11.5176,52
1601,-98.4098,28.8577,-98.4098.28.8577,11.6578,52
1602,-98.3998,28.8577,-98.3998.28.8577,11.6578,52
1603,-98.3898,28.8577,-98.3898.28.8577,11.8366,52
1604,-98.3798,28.8577,-98.3798.28.8577,11.4846,52
1606,-98.3598,28.8577,-98.3598.28.8577,12.2918,52
1607,-98.3498,28.8577,-98.3498.28.8577,12.2918,52
1608,-98.3398,28.8577,-98.3398.28.8577,12.2918,52
1609,-98.3298,28.8577,-98.3298.28.8577,11.7648,52
1610,-98.3198,28.8577,-98.3198.28.8577,11.6942,52
1611,-98.3098,28.8577,-98.3098.28.8577,11.8602,81
1612,-98.2998,28.8577,-98.2998.28.8577,11.8602,81
1613,-98.2898,28.8577,-98.2898.28.8577,12.0168,71
1614,-98.2798,28.8577,-98.2798.28.8577,11.8602,81
1615,-98.2698,28.8577,-98.2698.28.8577,12.4084,52
1616,-98.2598,28.8577,-98.2598.28.8577,12.9772,90
1617,-98.2498,28.8577,-98.2498.28.8577,13.3228,52
1618,-98.2398,28.8577,-98.2398.28.8577,12.4372,52
1619,-98.2298,28.8577,-98.2298.28.8577,12.6388,52
1620,-98.2198,28.8577,-98.2198.28.8577,12.4306,52
1621,-98.2098,28.8577,-98.2098.28.8577,12.4372,81
1623,-98.1898,28.8577,-98.1898.28.8577,12.3334,52
1624,-98.1798,28.8577,-98.1798.28.8577,12.3334,52
1625,-98.1698,28.8577,-98.1698.28.8577,8.119,52
1626,-98.7998,28.8477,-98.7998.28.8477,3.5508,81
1627,-98.7898,28.8477,-98.7898.28.8477,3.5508,52
1629,-98.7698,28.8477,-98.7698.28.8477,3.6168,52
1630,-98.7598,28.8477,-98.7598.28.8477,3.5508,52
1631,-98.7498,28.8477,-98.7498.28.8477,3.864,52
1632,-98.7398,28.8477,-98.7398.28.8477,3.657,90
1633,-98.7298,28.8477,-98.7298.28.8477,3.2282,82
1634,-98.7198,28.8477,-98.7198.28.8477,3.2282,82
1637,-98.6898,28.8477,-98.6898.28.8477,3.5666,52
1638,-98.6798,28.8477,-98.6798.28.8477,3.5666,52
1639,-98.6698,28.8477,-98.6698.28.8477,3.5666,52
1640,-98.6598,28.8477,-98.6598.28.8477,3.6802,81
1641,-98.6498,28.8477,-98.6498.28.8477,3.2316,52
1642,-98.6398,28.8477,-98.6398.28.8477,3.6378,52
1643,-98.6298,28.8477,-98.6298.28.8477,3.6378,52
1644,-98.6198,28.8477,-98.6198.28.8477,3.343,52
1645,-98.6098,28.8477,-98.6098.28.8477,3.343,71
1647,-98.5898,28.8477,-98.5898.28.8477,3.9904,71
1648,-98.5798,28.8477,-98.5798.28.8477,3.7944,81
1649,-98.5698,28.8477,-98.5698.28.8477,11.1842,52
1650,-98.5598,28.8477,-98.5598.28.8477,11.2146,90
1651,-98.5498,28.8477,-98.5498.28.8477,11.1764,52
1652,-98.5398,28.8477,-98.5398.28.8477,10.8682,52
1653,-98.5298,28.8477,-98.5298.28.8477,11.1024,81
1654,-98.5198,28.8477,-98.5198.28.8477,11.6936,90
1655,-98.5098,28.8477,-98.5098.28.8477,11.1764,52
1656,-98.4998,28.8477,-98.4998.28.8477,11.2858,52
1657,-98.4898,28.8477,-98.4898.28.8477,11.354,52
1658,-98.4798,28.8477,-98.4798.28.8477,11.5184,52
1659,-98.4698,28.8477,-98.4698.28.8477,11.518,52
1660,-98.4598,28.8477,-98.4598.28.8477,11.5184,90
1661,-98.4498,28.8477,-98.4498.28.8477,11.593,52
1663,-98.4298,28.8477,-98.4298.28.8477,11.6578,52
1664,-98.4198,28.8477,-98.4198.28.8477,11.2124,81
1665,-98.4098,28.8477,-98.4098.28.8477,11.8124,71
1666,-98.3998,28.8477,-98.3998.28.8477,11.7906,52
1667,-98.3898,28.8477,-98.3898.28.8477,11.7906,52
1668,-98.3798,28.8477,-98.3798.28.8477,11.7906,52
1669,-98.3698,28.8477,-98.3698.28.8477,11.8696,52
1670,-98.3598,28.8477,-98.3598.28.8477,12.3146,52
1671,-98.3498,28.8477,-98.3498.28.8477,12.2914,52
1672,-98.3398,28.8477,-98.3398.28.8477,11.8696,52
1673,-98.3298,28.8477,-98.3298.28.8477,12.1646,52
1674,-98.3198,28.8477,-98.3198.28.8477,12.2304,52
1675,-98.3098,28.8477,-98.3098.28.8477,10.8414,52
1676,-98.2998,28.8477,-98.2998.28.8477,11.8956,52
1677,-98.2898,28.8477,-98.2898.28.8477,11.8592,52
1678,-98.2798,28.8477,-98.2798.28.8477,11.824,52
1679,-98.2698,28.8477,-98.2698.28.8477,12.2688,52
1680,-98.2598,28.8477,-98.2598.28.8477,11.8592,52
1681,-98.2498,28.8477,-98.2498.28.8477,12.6392,52
1682,-98.2398,28.8477,-98.2398.28.8477,12.6392,71
1683,-98.2298,28.8477,-98.2298.28.8477,11.1198,52
1684,-98.2198,28.8477,-98.2198.28.8477,12.6392,52
1685,-98.2098,28.8477,-98.2098.28.8477,12.5224,52
1686,-98.1998,28.8477,-98.1998.28.8477,8.5164,81
1687,-98.1898,28.8477,-98.1898.28.8477,12.4372,52
1688,-98.1798,28.8477,-98.1798.28.8477,8.1188,81
1689,-98.1698,28.8477,-98.1698.28.8477,8.1188,52
1690,-98.1598,28.8477,-98.1598.28.8477,8.5164,52
1691,-98.7998,28.8377,-98.7998.28.8377,3.2438,81
1692,-98.7898,28.8377,-98.7898.28.8377,3.465,52
1693,-98.7798,28.8377,-98.7798.28.8377,3.525,52
1694,-98.7698,28.8377,-98.7698.28.8377,3.5506,82
1695,-98.7598,28.8377,-98.7598.28.8377,3.8292,81
1696,-98.7498,28.8377,-98.7498.28.8377,3.8638,81
1697,-98.7398,28.8377,-98.7398.28.8377,3.3716,71
1699,-98.7198,28.8377,-98.7198.28.8377,3.6378,82
1700,-98.7098,28.8377,-98.7098.28.8377,3.6568,52
1701,-98.6998,28.8377,-98.6998.28.8377,3.5038,52
1702,-98.6898,28.8377,-98.6898.28.8377,3.5666,81
1703,-98.6798,28.8377,-98.6798.28.8377,3.2314,82
1704,-98.6698,28.8377,-98.6698.28.8377,3.56,52
1707,-98.6398,28.8377,-98.6398.28.8377,3.5038,81
1708,-98.6298,28.8377,-98.6298.28.8377,3.8638,81
1709,-98.6198,28.8377,-98.6198.28.8377,3.343,52
1710,-98.6098,28.8377,-98.6098.28.8377,3.8146,81
1711,-98.5998,28.8377,-98.5998.28.8377,3.688,52
1712,-98.5898,28.8377,-98.5898.28.8377,3.343,52
1713,-98.5798,28.8377,-98.5798.28.8377,3.3358,82
1714,-98.5698,28.8377,-98.5698.28.8377,3.343,52
1715,-98.5598,28.8377,-98.5598.28.8377,10.9644,81
1716,-98.5498,28.8377,-98.5498.28.8377,11.1832,52
1717,-98.5398,28.8377,-98.5398.28.8377,11.1764,52
1718,-98.5298,28.8377,-98.5298.28.8377,11.1024,52
