index,RunID, LON, LAT,tag,Coord_ID,YIELD,land cover,county,p
799,990,-98.7098,28.9577,-98.7098.28.9577,990,5.6652,52,ATASCOSA,1
800,991,-98.6998,28.9577,-98.6998.28.9577,991,4.8694,71,ATASCOSA,1
801,992,-98.6898,28.9577,-98.6898.28.9577,992,4.7398,81,ATASCOSA,1
802,993,-98.6798,28.9577,-98.6798.28.9577,993,4.7398,81,ATASCOSA,1
803,994,-98.6698,28.9577,-98.6698.28.9577,994,4.8068,71,ATASCOSA,1
804,997,-98.6398,28.9577,-98.6398.28.9577,997,10.1638,52,ATASCOSA,1
805,999,-98.6198,28.9577,-98.6198.28.9577,999,10.0082,52,ATASCOSA,1
806,1000,-98.6098,28.9577,-98.6098.28.9577,1000,10.3006,82,ATASCOSA,1
807,1001,-98.5998,28.9577,-98.5998.28.9577,1001,10.0882,81,ATASCOSA,1
808,1004,-98.5698,28.9577,-98.5698.28.9577,1004,10.9162,52,ATASCOSA,1
809,1005,-98.5598,28.9577,-98.5598.28.9577,1005,10.9162,81,ATASCOSA,1
810,1006,-98.5498,28.9577,-98.5498.28.9577,1006,9.2554,81,ATASCOSA,1
811,1007,-98.5398,28.9577,-98.5398.28.9577,1007,10.1196,52,ATASCOSA,1
812,1008,-98.5298,28.9577,-98.5298.28.9577,1008,10.0082,52,ATASCOSA,1
813,1009,-98.5198,28.9577,-98.5198.28.9577,1009,10.1196,81,ATASCOSA,1
814,1010,-98.5098,28.9577,-98.5098.28.9577,1010,10.0372,52,ATASCOSA,1
815,1012,-98.4898,28.9577,-98.4898.28.9577,1012,10.6254,90,ATASCOSA,1
816,1013,-98.4798,28.9577,-98.4798.28.9577,1013,10.9202,81,ATASCOSA,1
817,1014,-98.4698,28.9577,-98.4698.28.9577,1014,10.266,81,ATASCOSA,1
818,1015,-98.4598,28.9577,-98.4598.28.9577,1015,10.7156,81,ATASCOSA,1
819,1016,-98.4498,28.9577,-98.4498.28.9577,1016,10.266,31,ATASCOSA,1
820,1017,-98.4398,28.9577,-98.4398.28.9577,1017,10.6254,52,ATASCOSA,1
821,1018,-98.4298,28.9577,-98.4298.28.9577,1018,10.7156,81,ATASCOSA,1
822,1019,-98.4198,28.9577,-98.4198.28.9577,1019,10.6664,81,ATASCOSA,1
823,1020,-98.4098,28.9577,-98.4098.28.9577,1020,10.1528,81,ATASCOSA,1
824,1021,-98.3998,28.9577,-98.3998.28.9577,1021,11.3052,81,ATASCOSA,1
825,1022,-98.3898,28.9577,-98.3898.28.9577,1022,10.7682,81,ATASCOSA,1
826,1023,-98.3798,28.9577,-98.3798.28.9577,1023,9.903,52,ATASCOSA,1
827,1024,-98.3698,28.9577,-98.3698.28.9577,1024,11.4566,52,ATASCOSA,1
828,1025,-98.3598,28.9577,-98.3598.28.9577,1025,11.2976,52,ATASCOSA,1
829,1026,-98.3498,28.9577,-98.3498.28.9577,1026,11.5144,52,ATASCOSA,1
830,1027,-98.3398,28.9577,-98.3398.28.9577,1027,11.0712,81,ATASCOSA,1
831,1028,-98.3298,28.9577,-98.3298.28.9577,1028,11.5934,81,ATASCOSA,1
832,1029,-98.3198,28.9577,-98.3198.28.9577,1029,11.4534,71,ATASCOSA,1
833,1030,-98.3098,28.9577,-98.3098.28.9577,1030,11.4534,81,ATASCOSA,1
834,1031,-98.2998,28.9577,-98.2998.28.9577,1031,11.2882,52,ATASCOSA,1
835,1032,-98.2898,28.9577,-98.2898.28.9577,1032,11.448,81,ATASCOSA,1
836,1033,-98.2798,28.9577,-98.2798.28.9577,1033,11.4534,81,ATASCOSA,1
837,1034,-98.2698,28.9577,-98.2698.28.9577,1034,12.0782,52,ATASCOSA,1
838,1035,-98.7998,28.9477,-98.7998.28.9477,1035,4.0236,81,ATASCOSA,1
839,1036,-98.7898,28.9477,-98.7898.28.9477,1036,4.0236,52,ATASCOSA,1
840,1037,-98.7798,28.9477,-98.7798.28.9477,1037,4.0208,82,ATASCOSA,1
841,1039,-98.7598,28.9477,-98.7598.28.9477,1039,4.7862,82,ATASCOSA,1
842,1040,-98.7498,28.9477,-98.7498.28.9477,1040,4.12,82,ATASCOSA,1
843,1041,-98.7398,28.9477,-98.7398.28.9477,1041,4.9524,82,ATASCOSA,1
844,1044,-98.7098,28.9477,-98.7098.28.9477,1044,4.7398,81,ATASCOSA,1
845,1046,-98.6898,28.9477,-98.6898.28.9477,1046,4.7016,81,ATASCOSA,1
846,1050,-98.6498,28.9477,-98.6498.28.9477,1050,4.9524,82,ATASCOSA,1
847,1051,-98.6398,28.9477,-98.6398.28.9477,1051,10.1636,52,ATASCOSA,1
848,1052,-98.6298,28.9477,-98.6298.28.9477,1052,10.0044,81,ATASCOSA,1
849,1053,-98.6198,28.9477,-98.6198.28.9477,1053,10.0876,81,ATASCOSA,1
850,1054,-98.6098,28.9477,-98.6098.28.9477,1054,10.119,52,ATASCOSA,1
851,1055,-98.5998,28.9477,-98.5998.28.9477,1055,10.119,82,ATASCOSA,1
852,1056,-98.5898,28.9477,-98.5898.28.9477,1056,10.119,82,ATASCOSA,1
853,1057,-98.5798,28.9477,-98.5798.28.9477,1057,10.0082,82,ATASCOSA,1
854,1058,-98.5698,28.9477,-98.5698.28.9477,1058,10.0082,81,ATASCOSA,1
855,1059,-98.5598,28.9477,-98.5598.28.9477,1059,9.6208,52,ATASCOSA,1
856,1060,-98.5498,28.9477,-98.5498.28.9477,1060,9.6208,81,ATASCOSA,1
857,1061,-98.5398,28.9477,-98.5398.28.9477,1061,9.7552,52,ATASCOSA,1
858,1062,-98.5298,28.9477,-98.5298.28.9477,1062,10.0082,81,ATASCOSA,1
859,1063,-98.5198,28.9477,-98.5198.28.9477,1063,10.119,81,ATASCOSA,1
860,1065,-98.4998,28.9477,-98.4998.28.9477,1065,9.9676,81,ATASCOSA,1
861,1066,-98.4898,28.9477,-98.4898.28.9477,1066,10.4492,52,ATASCOSA,1
862,1067,-98.4798,28.9477,-98.4798.28.9477,1067,10.3118,52,ATASCOSA,1
863,1068,-98.4698,28.9477,-98.4698.28.9477,1068,10.3118,52,ATASCOSA,1
864,1069,-98.4598,28.9477,-98.4598.28.9477,1069,10.6228,82,ATASCOSA,1
865,1070,-98.4498,28.9477,-98.4498.28.9477,1070,10.1528,52,ATASCOSA,1
866,1071,-98.4398,28.9477,-98.4398.28.9477,1071,10.7162,52,ATASCOSA,1
867,1073,-98.4198,28.9477,-98.4198.28.9477,1073,10.7162,81,ATASCOSA,1
868,1074,-98.4098,28.9477,-98.4098.28.9477,1074,10.2238,71,ATASCOSA,1
869,1075,-98.3998,28.9477,-98.3998.28.9477,1075,10.7162,52,ATASCOSA,1
870,1076,-98.3898,28.9477,-98.3898.28.9477,1076,10.2238,52,ATASCOSA,1
871,1077,-98.3798,28.9477,-98.3798.28.9477,1077,10.7678,52,ATASCOSA,1
872,1078,-98.3698,28.9477,-98.3698.28.9477,1078,11.234,71,ATASCOSA,1
873,1079,-98.3598,28.9477,-98.3598.28.9477,1079,10.6024,52,ATASCOSA,1
874,1080,-98.3498,28.9477,-98.3498.28.9477,1080,11.4566,52,ATASCOSA,1
875,1082,-98.3298,28.9477,-98.3298.28.9477,1082,11.448,52,ATASCOSA,1
876,1083,-98.3198,28.9477,-98.3198.28.9477,1083,11.4238,81,ATASCOSA,1
877,1084,-98.3098,28.9477,-98.3098.28.9477,1084,10.983,82,ATASCOSA,1
878,1085,-98.2998,28.9477,-98.2998.28.9477,1085,11.4532,71,ATASCOSA,1
879,1087,-98.2798,28.9477,-98.2798.28.9477,1087,10.4612,52,ATASCOSA,1
880,1088,-98.2698,28.9477,-98.2698.28.9477,1088,11.2882,71,ATASCOSA,1
881,1089,-98.2598,28.9477,-98.2598.28.9477,1089,10.983,81,ATASCOSA,1
882,1090,-98.7998,28.9377,-98.7998.28.9377,1090,4.654,52,ATASCOSA,1
883,1091,-98.7898,28.9377,-98.7898.28.9377,1091,5.5558,52,ATASCOSA,1
884,1093,-98.7698,28.9377,-98.7698.28.9377,1093,4.8864,82,ATASCOSA,1
885,1094,-98.7598,28.9377,-98.7598.28.9377,1094,4.7858,52,ATASCOSA,1
886,1095,-98.7498,28.9377,-98.7498.28.9377,1095,4.4498,81,ATASCOSA,1
887,1096,-98.7398,28.9377,-98.7398.28.9377,1096,5.0092,82,ATASCOSA,1
888,1097,-98.7298,28.9377,-98.7298.28.9377,1097,4.7398,82,ATASCOSA,1
889,1098,-98.7198,28.9377,-98.7198.28.9377,1098,4.7398,82,ATASCOSA,1
890,1099,-98.7098,28.9377,-98.7098.28.9377,1099,5.0732,82,ATASCOSA,1
891,1100,-98.6998,28.9377,-98.6998.28.9377,1100,4.8692,52,ATASCOSA,1
892,1101,-98.6898,28.9377,-98.6898.28.9377,1101,4.7398,71,ATASCOSA,1
893,1102,-98.6798,28.9377,-98.6798.28.9377,1102,4.7398,52,ATASCOSA,1
894,1103,-98.6698,28.9377,-98.6698.28.9377,1103,4.8068,82,ATASCOSA,1
895,1104,-98.6598,28.9377,-98.6598.28.9377,1104,4.4498,52,ATASCOSA,1
896,1105,-98.6498,28.9377,-98.6498.28.9377,1105,4.4498,82,ATASCOSA,1
897,1106,-98.6398,28.9377,-98.6398.28.9377,1106,4.4498,82,ATASCOSA,1
898,1107,-98.6298,28.9377,-98.6298.28.9377,1107,10.0044,82,ATASCOSA,1
899,1108,-98.6198,28.9377,-98.6198.28.9377,1108,9.3788,52,ATASCOSA,1
900,1109,-98.6098,28.9377,-98.6098.28.9377,1109,10.0084,82,ATASCOSA,1
901,1110,-98.5998,28.9377,-98.5998.28.9377,1110,9.7552,81,ATASCOSA,1
902,1111,-98.5898,28.9377,-98.5898.28.9377,1111,10.3008,82,ATASCOSA,1
903,1112,-98.5798,28.9377,-98.5798.28.9377,1112,10.8936,82,ATASCOSA,1
904,1113,-98.5698,28.9377,-98.5698.28.9377,1113,10.8936,82,ATASCOSA,1
905,1116,-98.5398,28.9377,-98.5398.28.9377,1116,9.3788,81,ATASCOSA,1
906,1117,-98.5298,28.9377,-98.5298.28.9377,1117,9.3788,52,ATASCOSA,1
907,1118,-98.5198,28.9377,-98.5198.28.9377,1118,9.3788,81,ATASCOSA,1
908,1119,-98.5098,28.9377,-98.5098.28.9377,1119,9.2552,82,ATASCOSA,1
909,1120,-98.4998,28.9377,-98.4998.28.9377,1120,10.5922,90,ATASCOSA,1
910,1121,-98.4898,28.9377,-98.4898.28.9377,1121,10.8474,52,ATASCOSA,1
911,1122,-98.4798,28.9377,-98.4798.28.9377,1122,10.3916,52,ATASCOSA,1
912,1123,-98.4698,28.9377,-98.4698.28.9377,1123,10.8474,52,ATASCOSA,1
913,1124,-98.4598,28.9377,-98.4598.28.9377,1124,10.5922,81,ATASCOSA,1
914,1126,-98.4298,28.9377,-98.4298.28.9377,1126,10.7152,71,ATASCOSA,1
915,1127,-98.4198,28.9377,-98.4198.28.9377,1127,11.0566,71,ATASCOSA,1
916,1128,-98.4098,28.9377,-98.4098.28.9377,1128,11.3048,52,ATASCOSA,1
917,1129,-98.3998,28.9377,-98.3998.28.9377,1129,10.7152,52,ATASCOSA,1
918,1130,-98.3898,28.9377,-98.3898.28.9377,1130,11.0566,52,ATASCOSA,1
919,1131,-98.3798,28.9377,-98.3798.28.9377,1131,10.6252,81,ATASCOSA,1
920,1132,-98.3698,28.9377,-98.3698.28.9377,1132,10.9058,52,ATASCOSA,1
921,1133,-98.3598,28.9377,-98.3598.28.9377,1133,10.9864,52,ATASCOSA,1
922,1134,-98.3498,28.9377,-98.3498.28.9377,1134,11.4566,52,ATASCOSA,1
923,1135,-98.3398,28.9377,-98.3398.28.9377,1135,11.4648,52,ATASCOSA,1
924,1136,-98.3298,28.9377,-98.3298.28.9377,1136,11.452,81,ATASCOSA,1
925,1137,-98.3198,28.9377,-98.3198.28.9377,1137,11.4552,81,ATASCOSA,1
926,1139,-98.2998,28.9377,-98.2998.28.9377,1139,10.983,71,ATASCOSA,1
927,1140,-98.2898,28.9377,-98.2898.28.9377,1140,10.8912,81,ATASCOSA,1
928,1141,-98.2798,28.9377,-98.2798.28.9377,1141,10.7504,52,ATASCOSA,1
929,1142,-98.2698,28.9377,-98.2698.28.9377,1142,11.288,81,ATASCOSA,1
930,1143,-98.2598,28.9377,-98.2598.28.9377,1143,10.983,82,ATASCOSA,1
931,1144,-98.2498,28.9377,-98.2498.28.9377,1144,11.2876,52,ATASCOSA,1
932,1145,-98.7998,28.9277,-98.7998.28.9277,1145,5.0954,81,ATASCOSA,1
933,1146,-98.7898,28.9277,-98.7898.28.9277,1146,4.654,82,ATASCOSA,1
934,1147,-98.7798,28.9277,-98.7798.28.9277,1147,4.0204,82,ATASCOSA,1
935,1148,-98.7698,28.9277,-98.7698.28.9277,1148,5.0954,82,ATASCOSA,1
936,1149,-98.7598,28.9277,-98.7598.28.9277,1149,4.3572,82,ATASCOSA,1
937,1150,-98.7498,28.9277,-98.7498.28.9277,1150,4.4456,52,ATASCOSA,1
938,1151,-98.7398,28.9277,-98.7398.28.9277,1151,4.7398,82,ATASCOSA,1
939,1152,-98.7298,28.9277,-98.7298.28.9277,1152,4.4456,82,ATASCOSA,1
940,1154,-98.7098,28.9277,-98.7098.28.9277,1154,4.7398,82,ATASCOSA,1
941,1155,-98.6998,28.9277,-98.6998.28.9277,1155,4.7398,90,ATASCOSA,1
942,1156,-98.6898,28.9277,-98.6898.28.9277,1156,4.7398,81,ATASCOSA,1
943,1157,-98.6798,28.9277,-98.6798.28.9277,1157,4.952,81,ATASCOSA,1
944,1158,-98.6698,28.9277,-98.6698.28.9277,1158,4.7398,82,ATASCOSA,1
945,1159,-98.6598,28.9277,-98.6598.28.9277,1159,4.7398,52,ATASCOSA,1
946,1160,-98.6498,28.9277,-98.6498.28.9277,1160,4.7398,52,ATASCOSA,1
947,1161,-98.6398,28.9277,-98.6398.28.9277,1161,4.4498,82,ATASCOSA,1
948,1162,-98.6298,28.9277,-98.6298.28.9277,1162,4.4456,82,ATASCOSA,1
949,1163,-98.6198,28.9277,-98.6198.28.9277,1163,9.8288,82,ATASCOSA,1
950,1164,-98.6098,28.9277,-98.6098.28.9277,1164,9.8904,81,ATASCOSA,1
951,1165,-98.5998,28.9277,-98.5998.28.9277,1165,10.3492,81,ATASCOSA,1
952,1166,-98.5898,28.9277,-98.5898.28.9277,1166,10.0082,82,ATASCOSA,1
953,1167,-98.5798,28.9277,-98.5798.28.9277,1167,10.0082,82,ATASCOSA,1
954,1168,-98.5698,28.9277,-98.5698.28.9277,1168,9.3786,81,ATASCOSA,1
955,1169,-98.5598,28.9277,-98.5598.28.9277,1169,10.8434,82,ATASCOSA,1
956,1172,-98.5298,28.9277,-98.5298.28.9277,1172,9.3786,81,ATASCOSA,1
957,1173,-98.5198,28.9277,-98.5198.28.9277,1173,9.3786,52,ATASCOSA,1
958,1174,-98.5098,28.9277,-98.5098.28.9277,1174,9.8288,71,ATASCOSA,1
959,1175,-98.4998,28.9277,-98.4998.28.9277,1175,10.8476,52,ATASCOSA,1
960,1177,-98.4798,28.9277,-98.4798.28.9277,1177,10.4492,82,ATASCOSA,1
961,1178,-98.4698,28.9277,-98.4698.28.9277,1178,9.9676,71,ATASCOSA,1
962,1179,-98.4598,28.9277,-98.4598.28.9277,1179,10.3918,11,ATASCOSA,1
963,1180,-98.4498,28.9277,-98.4498.28.9277,1180,10.3918,52,ATASCOSA,1
964,1182,-98.4298,28.9277,-98.4298.28.9277,1182,10.5922,81,ATASCOSA,1
965,1183,-98.4198,28.9277,-98.4198.28.9277,1183,10.6248,81,ATASCOSA,1
966,1184,-98.4098,28.9277,-98.4098.28.9277,1184,10.7156,81,ATASCOSA,1
967,1185,-98.3998,28.9277,-98.3998.28.9277,1185,10.7156,52,ATASCOSA,1
968,1186,-98.3898,28.9277,-98.3898.28.9277,1186,10.9198,52,ATASCOSA,1
969,1187,-98.3798,28.9277,-98.3798.28.9277,1187,10.7156,81,ATASCOSA,1
970,1188,-98.3698,28.9277,-98.3698.28.9277,1188,11.336,81,ATASCOSA,1
971,1189,-98.3598,28.9277,-98.3598.28.9277,1189,10.9058,52,ATASCOSA,1
972,1190,-98.3498,28.9277,-98.3498.28.9277,1190,10.9058,52,ATASCOSA,1
973,1191,-98.3398,28.9277,-98.3398.28.9277,1191,11.4648,71,ATASCOSA,1
974,1192,-98.3298,28.9277,-98.3298.28.9277,1192,11.452,52,ATASCOSA,1
975,1193,-98.3198,28.9277,-98.3198.28.9277,1193,11.452,82,ATASCOSA,1
976,1194,-98.3098,28.9277,-98.3098.28.9277,1194,11.4552,81,ATASCOSA,1
977,1195,-98.2998,28.9277,-98.2998.28.9277,1195,11.2878,71,ATASCOSA,1
978,1196,-98.2898,28.9277,-98.2898.28.9277,1196,11.4528,81,ATASCOSA,1
979,1197,-98.2798,28.9277,-98.2798.28.9277,1197,12.0776,71,ATASCOSA,1
980,1198,-98.2698,28.9277,-98.2698.28.9277,1198,11.429,52,ATASCOSA,1
981,1199,-98.2598,28.9277,-98.2598.28.9277,1199,11.429,52,ATASCOSA,1
982,1200,-98.2498,28.9277,-98.2498.28.9277,1200,11.695,52,ATASCOSA,1
983,1201,-98.2398,28.9277,-98.2398.28.9277,1201,11.695,52,ATASCOSA,1
984,1202,-98.7998,28.9177,-98.7998.28.9177,1202,4.357,71,ATASCOSA,1
985,1203,-98.7898,28.9177,-98.7898.28.9177,1203,4.6536,82,ATASCOSA,1
986,1205,-98.7698,28.9177,-98.7698.28.9177,1205,5.0952,81,ATASCOSA,1
987,1206,-98.7598,28.9177,-98.7598.28.9177,1206,4.357,82,ATASCOSA,1
988,1207,-98.7498,28.9177,-98.7498.28.9177,1207,4.8688,82,ATASCOSA,1
989,1208,-98.7398,28.9177,-98.7398.28.9177,1208,4.8688,82,ATASCOSA,1
990,1209,-98.7298,28.9177,-98.7298.28.9177,1209,5.665,82,ATASCOSA,1
991,1210,-98.7198,28.9177,-98.7198.28.9177,1210,5.665,82,ATASCOSA,1
992,1211,-98.7098,28.9177,-98.7098.28.9177,1211,4.7396,82,ATASCOSA,1
993,1212,-98.6998,28.9177,-98.6998.28.9177,1212,4.8688,52,ATASCOSA,1
994,1213,-98.6898,28.9177,-98.6898.28.9177,1213,4.7396,82,ATASCOSA,1
995,1214,-98.6798,28.9177,-98.6798.28.9177,1214,4.8688,52,ATASCOSA,1
996,1215,-98.6698,28.9177,-98.6698.28.9177,1215,5.073,82,ATASCOSA,1
997,1216,-98.6598,28.9177,-98.6598.28.9177,1216,5.665,82,ATASCOSA,1
998,1217,-98.6498,28.9177,-98.6498.28.9177,1217,5.662,81,ATASCOSA,1
999,1218,-98.6398,28.9177,-98.6398.28.9177,1218,5.1232,52,ATASCOSA,1
1000,1219,-98.6298,28.9177,-98.6298.28.9177,1219,4.952,71,ATASCOSA,1
1001,1220,-98.6198,28.9177,-98.6198.28.9177,1220,9.3786,52,ATASCOSA,1
1002,1221,-98.6098,28.9177,-98.6098.28.9177,1221,9.3786,81,ATASCOSA,1
1003,1222,-98.5998,28.9177,-98.5998.28.9177,1222,10.0082,81,ATASCOSA,1
1004,1223,-98.5898,28.9177,-98.5898.28.9177,1223,10.0082,82,ATASCOSA,1
1005,1224,-98.5798,28.9177,-98.5798.28.9177,1224,10.893,52,ATASCOSA,1
1006,1225,-98.5698,28.9177,-98.5698.28.9177,1225,10.843,82,ATASCOSA,1
1007,1226,-98.5598,28.9177,-98.5598.28.9177,1226,9.3786,71,ATASCOSA,1
1008,1229,-98.5298,28.9177,-98.5298.28.9177,1229,9.2552,81,ATASCOSA,1
1009,1230,-98.5198,28.9177,-98.5198.28.9177,1230,10.0082,71,ATASCOSA,1
1010,1231,-98.5098,28.9177,-98.5098.28.9177,1231,10.3006,81,ATASCOSA,1
1011,1232,-98.4998,28.9177,-98.4998.28.9177,1232,9.9676,81,ATASCOSA,1
1012,1233,-98.4898,28.9177,-98.4898.28.9177,1233,10.881,52,ATASCOSA,1
1013,1234,-98.4798,28.9177,-98.4798.28.9177,1234,10.8472,52,ATASCOSA,1
1014,1235,-98.4698,28.9177,-98.4698.28.9177,1235,10.3914,31,ATASCOSA,1
1015,1236,-98.4598,28.9177,-98.4598.28.9177,1236,10.881,52,ATASCOSA,1
1016,1237,-98.4498,28.9177,-98.4498.28.9177,1237,10.881,52,ATASCOSA,1
1017,1239,-98.4298,28.9177,-98.4298.28.9177,1239,10.5918,81,ATASCOSA,1
1018,1240,-98.4198,28.9177,-98.4198.28.9177,1240,10.5918,81,ATASCOSA,1
1019,1241,-98.4098,28.9177,-98.4098.28.9177,1241,10.7758,52,ATASCOSA,1
1020,1242,-98.3998,28.9177,-98.3998.28.9177,1242,10.2202,81,ATASCOSA,1
1021,1243,-98.3898,28.9177,-98.3898.28.9177,1243,10.666,52,ATASCOSA,1
1022,1244,-98.3798,28.9177,-98.3798.28.9177,1244,10.9198,71,ATASCOSA,1
1023,1245,-98.3698,28.9177,-98.3698.28.9177,1245,10.8768,81,ATASCOSA,1
1024,1246,-98.3598,28.9177,-98.3598.28.9177,1246,11.3356,52,ATASCOSA,1
1025,1247,-98.3498,28.9177,-98.3498.28.9177,1247,11.2972,81,ATASCOSA,1
1026,1248,-98.3398,28.9177,-98.3398.28.9177,1248,10.9864,52,ATASCOSA,1
1027,1250,-98.3198,28.9177,-98.3198.28.9177,1250,11.4516,81,ATASCOSA,1
1028,1251,-98.3098,28.9177,-98.3098.28.9177,1251,11.4552,71,ATASCOSA,1
1029,1252,-98.2998,28.9177,-98.2998.28.9177,1252,11.4516,52,ATASCOSA,1
1030,1253,-98.2898,28.9177,-98.2898.28.9177,1253,11.0706,52,ATASCOSA,1
1031,1254,-98.2798,28.9177,-98.2798.28.9177,1254,11.4528,81,ATASCOSA,1
1032,1255,-98.2698,28.9177,-98.2698.28.9177,1255,10.6406,52,ATASCOSA,1
1033,1256,-98.2598,28.9177,-98.2598.28.9177,1256,11.447,52,ATASCOSA,1
1034,1257,-98.2498,28.9177,-98.2498.28.9177,1257,11.5116,52,ATASCOSA,1
1035,1258,-98.2398,28.9177,-98.2398.28.9177,1258,11.5116,71,ATASCOSA,1
1036,1259,-98.2298,28.9177,-98.2298.28.9177,1259,11.8214,82,ATASCOSA,1
1037,1260,-98.7998,28.9077,-98.7998.28.9077,1260,4.8862,52,ATASCOSA,1
1038,1261,-98.7898,28.9077,-98.7898.28.9077,1261,4.8862,81,ATASCOSA,1
1039,1262,-98.7798,28.9077,-98.7798.28.9077,1262,4.7854,81,ATASCOSA,1
1040,1263,-98.7698,28.9077,-98.7698.28.9077,1263,4.7854,82,ATASCOSA,1
1041,1265,-98.7498,28.9077,-98.7498.28.9077,1265,4.8688,81,ATASCOSA,1
1042,1266,-98.7398,28.9077,-98.7398.28.9077,1266,4.7394,81,ATASCOSA,1
1043,1267,-98.7298,28.9077,-98.7298.28.9077,1267,4.7394,82,ATASCOSA,1
1044,1269,-98.7098,28.9077,-98.7098.28.9077,1269,4.4494,82,ATASCOSA,1
1045,1270,-98.6998,28.9077,-98.6998.28.9077,1270,5.0732,82,ATASCOSA,1
1046,1271,-98.6898,28.9077,-98.6898.28.9077,1271,4.7394,82,ATASCOSA,1
1047,1272,-98.6798,28.9077,-98.6798.28.9077,1272,4.8688,52,ATASCOSA,1
1048,1273,-98.6698,28.9077,-98.6698.28.9077,1273,4.1194,81,ATASCOSA,1
1049,1274,-98.6598,28.9077,-98.6598.28.9077,1274,4.102,52,ATASCOSA,1
1050,1275,-98.6498,28.9077,-98.6498.28.9077,1275,4.1194,52,ATASCOSA,1
1051,1276,-98.6398,28.9077,-98.6398.28.9077,1276,5.1232,81,ATASCOSA,1
1052,1277,-98.6298,28.9077,-98.6298.28.9077,1277,4.8688,52,ATASCOSA,1
1053,1278,-98.6198,28.9077,-98.6198.28.9077,1278,5.1912,52,ATASCOSA,1
1054,1279,-98.6098,28.9077,-98.6098.28.9077,1279,9.3786,81,ATASCOSA,1
1055,1280,-98.5998,28.9077,-98.5998.28.9077,1280,9.2552,81,ATASCOSA,1
1056,1281,-98.5898,28.9077,-98.5898.28.9077,1281,9.3786,71,ATASCOSA,1
1057,1282,-98.5798,28.9077,-98.5798.28.9077,1282,10.008,81,ATASCOSA,1
1058,1284,-98.5598,28.9077,-98.5598.28.9077,1284,9.3786,81,ATASCOSA,1
1059,1286,-98.5398,28.9077,-98.5398.28.9077,1286,10.2992,52,ATASCOSA,1
1060,1287,-98.5298,28.9077,-98.5298.28.9077,1287,10.008,71,ATASCOSA,1
1061,1288,-98.5198,28.9077,-98.5198.28.9077,1288,9.8288,71,ATASCOSA,1
1062,1289,-98.5098,28.9077,-98.5098.28.9077,1289,10.008,52,ATASCOSA,1
1063,1290,-98.4998,28.9077,-98.4998.28.9077,1290,10.8806,52,ATASCOSA,1
1064,1291,-98.4898,28.9077,-98.4898.28.9077,1291,10.3912,52,ATASCOSA,1
1065,1292,-98.4798,28.9077,-98.4798.28.9077,1292,10.8806,52,ATASCOSA,1
1066,1293,-98.4698,28.9077,-98.4698.28.9077,1293,10.8472,81,ATASCOSA,1
1067,1295,-98.4498,28.9077,-98.4498.28.9077,1295,10.8472,52,ATASCOSA,1
1068,1296,-98.4398,28.9077,-98.4398.28.9077,1296,10.3912,52,ATASCOSA,1
1069,1297,-98.4298,28.9077,-98.4298.28.9077,1297,10.5914,52,ATASCOSA,1
1070,1298,-98.4198,28.9077,-98.4198.28.9077,1298,10.5914,71,ATASCOSA,1
1071,1299,-98.4098,28.9077,-98.4098.28.9077,1299,10.8042,52,ATASCOSA,1
1072,1300,-98.3998,28.9077,-98.3998.28.9077,1300,10.8806,71,ATASCOSA,1
1073,1301,-98.3898,28.9077,-98.3898.28.9077,1301,10.8042,81,ATASCOSA,1
1074,1302,-98.3798,28.9077,-98.3798.28.9077,1302,10.3344,52,ATASCOSA,1
1075,1303,-98.3698,28.9077,-98.3698.28.9077,1303,10.932,52,ATASCOSA,1
1076,1304,-98.3598,28.9077,-98.3598.28.9077,1304,11.407,52,ATASCOSA,1
1077,1305,-98.3498,28.9077,-98.3498.28.9077,1305,11.4362,52,ATASCOSA,1
1078,1306,-98.3398,28.9077,-98.3398.28.9077,1306,11.512,52,ATASCOSA,1
1079,1307,-98.3298,28.9077,-98.3298.28.9077,1307,11.4516,90,ATASCOSA,1
1080,1308,-98.3098,28.9077,-98.3098.28.9077,1308,11.2872,82,ATASCOSA,1
1081,1309,-98.2998,28.9077,-98.2998.28.9077,1309,11.4516,52,ATASCOSA,1
1082,1310,-98.2898,28.9077,-98.2898.28.9077,1310,11.5312,52,ATASCOSA,1
1083,1312,-98.2698,28.9077,-98.2698.28.9077,1312,11.4288,82,ATASCOSA,1
1084,1313,-98.2598,28.9077,-98.2598.28.9077,1313,11.2872,90,ATASCOSA,1
1085,1314,-98.2498,28.9077,-98.2498.28.9077,1314,12.3548,52,ATASCOSA,1
1086,1315,-98.2398,28.9077,-98.2398.28.9077,1315,11.915,52,ATASCOSA,1
1087,1316,-98.2298,28.9077,-98.2298.28.9077,1316,10.904,81,ATASCOSA,1
1088,1317,-98.2198,28.9077,-98.2198.28.9077,1317,12.3548,52,ATASCOSA,1
1089,1318,-98.7998,28.8977,-98.7998.28.8977,1318,5.5556,71,ATASCOSA,1
1090,1319,-98.7898,28.8977,-98.7898.28.8977,1319,4.2418,82,ATASCOSA,1
1091,1320,-98.7798,28.8977,-98.7798.28.8977,1320,3.9358,82,ATASCOSA,1
1092,1321,-98.7698,28.8977,-98.7698.28.8977,1321,5.5568,82,ATASCOSA,1
1093,1323,-98.7498,28.8977,-98.7498.28.8977,1323,5.6648,71,ATASCOSA,1
1094,1324,-98.7398,28.8977,-98.7398.28.8977,1324,4.7394,52,ATASCOSA,1
