index,RunID, LON, LAT,tag,Coordinate_ID,check,YIELD,land cover,county,county
1123,1355,-98.4298,28.8977,-98.4298.28.8977,1355,1,10.0104,52,AT_1355,ATASCOSA
1124,1356,-98.4198,28.8977,-98.4198.28.8977,1356,1,10.5624,52,AT_1356,ATASCOSA
1125,1357,-98.4098,28.8977,-98.4098.28.8977,1357,1,10.8294,52,AT_1357,ATASCOSA
1126,1358,-98.3998,28.8977,-98.3998.28.8977,1358,1,10.3032,81,AT_1358,ATASCOSA
1127,1359,-98.3898,28.8977,-98.3898.28.8977,1359,1,10.5712,52,AT_1359,ATASCOSA
1128,1360,-98.3798,28.8977,-98.3798.28.8977,1360,1,10.8294,71,AT_1360,ATASCOSA
1129,1361,-98.3698,28.8977,-98.3698.28.8977,1361,1,10.8316,52,AT_1361,ATASCOSA
1130,1362,-98.3598,28.8977,-98.3598.28.8977,1362,1,10.7614,52,AT_1362,ATASCOSA
1131,1363,-98.3498,28.8977,-98.3498.28.8977,1363,1,10.7876,52,AT_1363,ATASCOSA
1132,1364,-98.3398,28.8977,-98.3398.28.8977,1364,1,11.0694,52,AT_1364,ATASCOSA
1133,1365,-98.3298,28.8977,-98.3298.28.8977,1365,1,10.1696,71,AT_1365,ATASCOSA
1134,1366,-98.3198,28.8977,-98.3198.28.8977,1366,1,10.1726,52,AT_1366,ATASCOSA
1135,1367,-98.3098,28.8977,-98.3098.28.8977,1367,1,10.3474,52,AT_1367,ATASCOSA
1136,1368,-98.2998,28.8977,-98.2998.28.8977,1368,1,9.5426,71,AT_1368,ATASCOSA
1137,1369,-98.2898,28.8977,-98.2898.28.8977,1369,1,10.4464,82,AT_1369,ATASCOSA
1138,1371,-98.2698,28.8977,-98.2698.28.8977,1371,1,10.4464,81,AT_1371,ATASCOSA
1139,1372,-98.2598,28.8977,-98.2598.28.8977,1372,1,10.1762,81,AT_1372,ATASCOSA
1140,1373,-98.2498,28.8977,-98.2498.28.8977,1373,1,9.8422,52,AT_1373,ATASCOSA
1141,1374,-98.2398,28.8977,-98.2398.28.8977,1374,1,10.3738,52,AT_1374,ATASCOSA
1142,1375,-98.2298,28.8977,-98.2298.28.8977,1375,1,10.7412,52,AT_1375,ATASCOSA
1143,1376,-98.2198,28.8977,-98.2198.28.8977,1376,1,9.5322,52,AT_1376,ATASCOSA
1144,1377,-98.2098,28.8977,-98.2098.28.8977,1377,1,9.674,52,AT_1377,ATASCOSA
1145,1378,-98.7998,28.8877,-98.7998.28.8877,1378,1,0.896,82,AT_1378,ATASCOSA
1146,1379,-98.7898,28.8877,-98.7898.28.8877,1379,1,1.6268,82,AT_1379,ATASCOSA
1147,1380,-98.7798,28.8877,-98.7798.28.8877,1380,1,1.6278,82,AT_1380,ATASCOSA
1148,1381,-98.7698,28.8877,-98.7698.28.8877,1381,1,1.3926,82,AT_1381,ATASCOSA
1149,1383,-98.7498,28.8877,-98.7498.28.8877,1383,1,1.6278,71,AT_1383,ATASCOSA
1150,1384,-98.7398,28.8877,-98.7398.28.8877,1384,1,1.3926,52,AT_1384,ATASCOSA
1151,1386,-98.7198,28.8877,-98.7198.28.8877,1386,1,1.3926,82,AT_1386,ATASCOSA
1152,1388,-98.6998,28.8877,-98.6998.28.8877,1388,1,1.24,52,AT_1388,ATASCOSA
1153,1389,-98.6898,28.8877,-98.6898.28.8877,1389,1,1.24,52,AT_1389,ATASCOSA
1154,1390,-98.6798,28.8877,-98.6798.28.8877,1390,1,1.4242,52,AT_1390,ATASCOSA
1155,1391,-98.6698,28.8877,-98.6698.28.8877,1391,1,1.6278,82,AT_1391,ATASCOSA
1156,1392,-98.6598,28.8877,-98.6598.28.8877,1392,1,1.4242,81,AT_1392,ATASCOSA
1157,1394,-98.6398,28.8877,-98.6398.28.8877,1394,1,1.4242,82,AT_1394,ATASCOSA
1158,1396,-98.6198,28.8877,-98.6198.28.8877,1396,1,1.2298,52,AT_1396,ATASCOSA
1159,1397,-98.6098,28.8877,-98.6098.28.8877,1397,1,1.4242,71,AT_1397,ATASCOSA
1160,1398,-98.5998,28.8877,-98.5998.28.8877,1398,1,9.5244,82,AT_1398,ATASCOSA
1161,1399,-98.5898,28.8877,-98.5898.28.8877,1399,1,9.5244,52,AT_1399,ATASCOSA
1162,1400,-98.5798,28.8877,-98.5798.28.8877,1400,1,10.0736,52,AT_1400,ATASCOSA
1163,1401,-98.5698,28.8877,-98.5698.28.8877,1401,1,9.5244,81,AT_1401,ATASCOSA
1164,1402,-98.5598,28.8877,-98.5598.28.8877,1402,1,10.0736,71,AT_1402,ATASCOSA
1165,1403,-98.5498,28.8877,-98.5498.28.8877,1403,1,10.6634,81,AT_1403,ATASCOSA
1166,1404,-98.5398,28.8877,-98.5398.28.8877,1404,1,10.7774,71,AT_1404,ATASCOSA
1167,1405,-98.5298,28.8877,-98.5298.28.8877,1405,1,10.0102,81,AT_1405,ATASCOSA
1168,1406,-98.5198,28.8877,-98.5198.28.8877,1406,1,10.303,52,AT_1406,ATASCOSA
1169,1407,-98.5098,28.8877,-98.5098.28.8877,1407,1,10.0102,90,AT_1407,ATASCOSA
1170,1408,-98.4998,28.8877,-98.4998.28.8877,1408,1,10.303,71,AT_1408,ATASCOSA
1171,1409,-98.4898,28.8877,-98.4898.28.8877,1409,1,10.303,52,AT_1409,ATASCOSA
1172,1410,-98.4798,28.8877,-98.4798.28.8877,1410,1,10.3068,71,AT_1410,ATASCOSA
1173,1411,-98.4698,28.8877,-98.4698.28.8877,1411,1,10.5622,52,AT_1411,ATASCOSA
1174,1413,-98.4498,28.8877,-98.4498.28.8877,1413,1,10.685,52,AT_1413,ATASCOSA
1175,1414,-98.4398,28.8877,-98.4398.28.8877,1414,1,10.8294,71,AT_1414,ATASCOSA
1176,1415,-98.4298,28.8877,-98.4298.28.8877,1415,1,10.0102,81,AT_1415,ATASCOSA
1177,1416,-98.4198,28.8877,-98.4198.28.8877,1416,1,10.8294,52,AT_1416,ATASCOSA
1178,1417,-98.4098,28.8877,-98.4098.28.8877,1417,1,10.8294,52,AT_1417,ATASCOSA
1179,1419,-98.3898,28.8877,-98.3898.28.8877,1419,1,10.2878,71,AT_1419,ATASCOSA
1180,1420,-98.3798,28.8877,-98.3798.28.8877,1420,1,10.685,52,AT_1420,ATASCOSA
1181,1421,-98.3698,28.8877,-98.3698.28.8877,1421,1,10.549,71,AT_1421,ATASCOSA
1182,1422,-98.3598,28.8877,-98.3598.28.8877,1422,1,10.7532,71,AT_1422,ATASCOSA
1183,1423,-98.3498,28.8877,-98.3498.28.8877,1423,1,10.7878,52,AT_1423,ATASCOSA
1184,1424,-98.3398,28.8877,-98.3398.28.8877,1424,1,10.7878,52,AT_1424,ATASCOSA
1185,1425,-98.3298,28.8877,-98.3298.28.8877,1425,1,10.5576,52,AT_1425,ATASCOSA
1186,1426,-98.3198,28.8877,-98.3198.28.8877,1426,1,10.259,52,AT_1426,ATASCOSA
1187,1427,-98.3098,28.8877,-98.3098.28.8877,1427,1,10.264,52,AT_1427,ATASCOSA
1188,1428,-98.2998,28.8877,-98.2998.28.8877,1428,1,10.4466,52,AT_1428,ATASCOSA
1189,1429,-98.2898,28.8877,-98.2898.28.8877,1429,1,10.4478,82,AT_1429,ATASCOSA
1190,1430,-98.2798,28.8877,-98.2798.28.8877,1430,1,9.5426,82,AT_1430,ATASCOSA
1191,1431,-98.2698,28.8877,-98.2698.28.8877,1431,1,10.3736,81,AT_1431,ATASCOSA
1192,1432,-98.2598,28.8877,-98.2598.28.8877,1432,1,9.5426,71,AT_1432,ATASCOSA
1193,1433,-98.2498,28.8877,-98.2498.28.8877,1433,1,10.1898,81,AT_1433,ATASCOSA
1194,1434,-98.2398,28.8877,-98.2398.28.8877,1434,1,9.5426,52,AT_1434,ATASCOSA
1195,1435,-98.2298,28.8877,-98.2298.28.8877,1435,1,9.8034,71,AT_1435,ATASCOSA
1196,1437,-98.2098,28.8877,-98.2098.28.8877,1437,1,8.6542,52,AT_1437,ATASCOSA
1197,1438,-98.1998,28.8877,-98.1998.28.8877,1438,1,9.4298,52,AT_1438,ATASCOSA
1198,1439,-98.7998,28.8777,-98.7998.28.8777,1439,1,1.424,81,AT_1439,ATASCOSA
1199,1440,-98.7898,28.8777,-98.7898.28.8777,1440,1,1.6278,81,AT_1440,ATASCOSA
1200,1441,-98.7798,28.8777,-98.7798.28.8777,1441,1,1.3182,52,AT_1441,ATASCOSA
1201,1442,-98.7698,28.8777,-98.7698.28.8777,1442,1,1.3926,71,AT_1442,ATASCOSA
1202,1444,-98.7498,28.8777,-98.7498.28.8777,1444,1,1.3926,81,AT_1444,ATASCOSA
1203,1445,-98.7398,28.8777,-98.7398.28.8777,1445,1,1.6278,82,AT_1445,ATASCOSA
1204,1447,-98.7198,28.8777,-98.7198.28.8777,1447,1,1.4514,82,AT_1447,ATASCOSA
1205,1448,-98.7098,28.8777,-98.7098.28.8777,1448,1,1.424,82,AT_1448,ATASCOSA
1206,1449,-98.6998,28.8777,-98.6998.28.8777,1449,1,1.4514,52,AT_1449,ATASCOSA
1207,1450,-98.6898,28.8777,-98.6898.28.8777,1450,1,1.2406,52,AT_1450,ATASCOSA
1208,1451,-98.6798,28.8777,-98.6798.28.8777,1451,1,1.4514,81,AT_1451,ATASCOSA
1209,1452,-98.6698,28.8777,-98.6698.28.8777,1452,1,1.5022,82,AT_1452,ATASCOSA
1210,1453,-98.6598,28.8777,-98.6598.28.8777,1453,1,1.391,81,AT_1453,ATASCOSA
1211,1454,-98.6498,28.8777,-98.6498.28.8777,1454,1,1.5022,81,AT_1454,ATASCOSA
1212,1455,-98.6398,28.8777,-98.6398.28.8777,1455,1,1.24,52,AT_1455,ATASCOSA
1213,1456,-98.6298,28.8777,-98.6298.28.8777,1456,1,1.24,81,AT_1456,ATASCOSA
1214,1457,-98.6198,28.8777,-98.6198.28.8777,1457,1,1.24,81,AT_1457,ATASCOSA
1215,1458,-98.6098,28.8777,-98.6098.28.8777,1458,1,1.475,81,AT_1458,ATASCOSA
1216,1459,-98.5998,28.8777,-98.5998.28.8777,1459,1,1.6268,52,AT_1459,ATASCOSA
1217,1460,-98.5898,28.8777,-98.5898.28.8777,1460,1,9.8516,82,AT_1460,ATASCOSA
1218,1462,-98.5698,28.8777,-98.5698.28.8777,1462,1,10.0738,82,AT_1462,ATASCOSA
1219,1463,-98.5598,28.8777,-98.5598.28.8777,1463,1,9.5238,82,AT_1463,ATASCOSA
1220,1464,-98.5498,28.8777,-98.5498.28.8777,1464,1,10.5074,52,AT_1464,ATASCOSA
1221,1465,-98.5398,28.8777,-98.5398.28.8777,1465,1,9.8516,52,AT_1465,ATASCOSA
1222,1466,-98.5298,28.8777,-98.5298.28.8777,1466,1,10.0102,52,AT_1466,ATASCOSA
1223,1468,-98.5098,28.8777,-98.5098.28.8777,1468,1,10.562,81,AT_1468,ATASCOSA
1224,1469,-98.4998,28.8777,-98.4998.28.8777,1469,1,10.4676,71,AT_1469,ATASCOSA
1225,1470,-98.4798,28.8777,-98.4798.28.8777,1470,1,11.268,71,AT_1470,ATASCOSA
1226,1471,-98.4698,28.8777,-98.4698.28.8777,1471,1,10.562,71,AT_1471,ATASCOSA
1227,1473,-98.4498,28.8777,-98.4498.28.8777,1473,1,10.549,90,AT_1473,ATASCOSA
1228,1474,-98.4398,28.8777,-98.4398.28.8777,1474,1,10.6848,52,AT_1474,ATASCOSA
1229,1475,-98.4298,28.8777,-98.4298.28.8777,1475,1,10.3146,52,AT_1475,ATASCOSA
1230,1476,-98.4198,28.8777,-98.4198.28.8777,1476,1,10.753,52,AT_1476,ATASCOSA
1231,1477,-98.4098,28.8777,-98.4098.28.8777,1477,1,10.6848,52,AT_1477,ATASCOSA
1232,1478,-98.3998,28.8777,-98.3998.28.8777,1478,1,10.3028,52,AT_1478,ATASCOSA
1233,1479,-98.3898,28.8777,-98.3898.28.8777,1479,1,10.8292,52,AT_1479,ATASCOSA
1234,1480,-98.3798,28.8777,-98.3798.28.8777,1480,1,10.6634,52,AT_1480,ATASCOSA
1235,1481,-98.3698,28.8777,-98.3698.28.8777,1481,1,10.3028,81,AT_1481,ATASCOSA
1236,1482,-98.3598,28.8777,-98.3598.28.8777,1482,1,10.753,52,AT_1482,ATASCOSA
1237,1483,-98.3498,28.8777,-98.3498.28.8777,1483,1,10.753,52,AT_1483,ATASCOSA
1238,1484,-98.3398,28.8777,-98.3398.28.8777,1484,1,11.1628,52,AT_1484,ATASCOSA
1239,1485,-98.3298,28.8777,-98.3298.28.8777,1485,1,9.5404,71,AT_1485,ATASCOSA
1240,1487,-98.3098,28.8777,-98.3098.28.8777,1487,1,10.264,81,AT_1487,ATASCOSA
1241,1488,-98.2998,28.8777,-98.2998.28.8777,1488,1,10.264,52,AT_1488,ATASCOSA
1242,1489,-98.2898,28.8777,-98.2898.28.8777,1489,1,9.4566,81,AT_1489,ATASCOSA
1243,1490,-98.2798,28.8777,-98.2798.28.8777,1490,1,9.831,90,AT_1490,ATASCOSA
1244,1491,-98.2698,28.8777,-98.2698.28.8777,1491,1,10.3738,52,AT_1491,ATASCOSA
1245,1492,-98.2598,28.8777,-98.2598.28.8777,1492,1,10.3428,52,AT_1492,ATASCOSA
1246,1493,-98.2498,28.8777,-98.2498.28.8777,1493,1,10.1694,81,AT_1493,ATASCOSA
1247,1494,-98.2398,28.8777,-98.2398.28.8777,1494,1,10.9932,52,AT_1494,ATASCOSA
1248,1495,-98.2298,28.8777,-98.2298.28.8777,1495,1,10.6096,52,AT_1495,ATASCOSA
1249,1496,-98.2198,28.8777,-98.2198.28.8777,1496,1,9.7424,52,AT_1496,ATASCOSA
1250,1497,-98.2098,28.8777,-98.2098.28.8777,1497,1,9.7424,52,AT_1497,ATASCOSA
1251,1498,-98.1998,28.8777,-98.1998.28.8777,1498,1,7.5912,52,AT_1498,ATASCOSA
1252,1499,-98.1898,28.8777,-98.1898.28.8777,1499,1,10.6096,52,AT_1499,ATASCOSA
1253,1500,-98.7998,28.8677,-98.7998.28.8677,1500,1,1.6268,82,AT_1500,ATASCOSA
1254,1502,-98.7798,28.8677,-98.7798.28.8677,1502,1,1.424,81,AT_1502,ATASCOSA
1255,1504,-98.7598,28.8677,-98.7598.28.8677,1504,1,1.424,71,AT_1504,ATASCOSA
1256,1505,-98.7498,28.8677,-98.7498.28.8677,1505,1,1.5064,82,AT_1505,ATASCOSA
1257,1506,-98.7398,28.8677,-98.7398.28.8677,1506,1,1.424,82,AT_1506,ATASCOSA
1258,1507,-98.7298,28.8677,-98.7298.28.8677,1507,1,1.424,52,AT_1507,ATASCOSA
1259,1508,-98.7198,28.8677,-98.7198.28.8677,1508,1,1.6268,82,AT_1508,ATASCOSA
1260,1509,-98.7098,28.8677,-98.7098.28.8677,1509,1,1.4514,71,AT_1509,ATASCOSA
1261,1510,-98.6998,28.8677,-98.6998.28.8677,1510,1,1.5022,52,AT_1510,ATASCOSA
1262,1511,-98.6898,28.8677,-98.6898.28.8677,1511,1,1.452,90,AT_1511,ATASCOSA
1263,1512,-98.6798,28.8677,-98.6798.28.8677,1512,1,0.896,52,AT_1512,ATASCOSA
1264,1513,-98.6698,28.8677,-98.6698.28.8677,1513,1,1.5974,81,AT_1513,ATASCOSA
1265,1514,-98.6598,28.8677,-98.6598.28.8677,1514,1,1.424,52,AT_1514,ATASCOSA
1266,1515,-98.6498,28.8677,-98.6498.28.8677,1515,1,1.24,81,AT_1515,ATASCOSA
1267,1516,-98.6398,28.8677,-98.6398.28.8677,1516,1,1.4514,81,AT_1516,ATASCOSA
1268,1517,-98.6298,28.8677,-98.6298.28.8677,1517,1,1.5022,82,AT_1517,ATASCOSA
1269,1519,-98.6098,28.8677,-98.6098.28.8677,1519,1,1.4744,52,AT_1519,ATASCOSA
1270,1520,-98.5998,28.8677,-98.5998.28.8677,1520,1,1.424,82,AT_1520,ATASCOSA
1271,1521,-98.5898,28.8677,-98.5898.28.8677,1521,1,1.424,82,AT_1521,ATASCOSA
1272,1522,-98.5798,28.8677,-98.5798.28.8677,1522,1,10.0736,82,AT_1522,ATASCOSA
1273,1524,-98.5598,28.8677,-98.5598.28.8677,1524,1,9.5238,52,AT_1524,ATASCOSA
1274,1525,-98.5498,28.8677,-98.5498.28.8677,1525,1,9.5238,52,AT_1525,ATASCOSA
1275,1527,-98.5298,28.8677,-98.5298.28.8677,1527,1,9.9838,71,AT_1527,ATASCOSA
1276,1528,-98.5198,28.8677,-98.5198.28.8677,1528,1,10.5618,81,AT_1528,ATASCOSA
1277,1529,-98.5098,28.8677,-98.5098.28.8677,1529,1,10.5618,52,AT_1529,ATASCOSA
1278,1531,-98.4898,28.8677,-98.4898.28.8677,1531,1,10.7528,52,AT_1531,ATASCOSA
1279,1532,-98.4798,28.8677,-98.4798.28.8677,1532,1,10.5618,52,AT_1532,ATASCOSA
1280,1533,-98.4698,28.8677,-98.4698.28.8677,1533,1,10.6846,71,AT_1533,ATASCOSA
1281,1534,-98.4598,28.8677,-98.4598.28.8677,1534,1,10.0106,81,AT_1534,ATASCOSA
1282,1535,-98.4498,28.8677,-98.4498.28.8677,1535,1,10.829,52,AT_1535,ATASCOSA
1283,1536,-98.4398,28.8677,-98.4398.28.8677,1536,1,10.829,82,AT_1536,ATASCOSA
1284,1537,-98.4298,28.8677,-98.4298.28.8677,1537,1,10.549,52,AT_1537,ATASCOSA
1285,1538,-98.4198,28.8677,-98.4198.28.8677,1538,1,10.829,52,AT_1538,ATASCOSA
1286,1539,-98.4098,28.8677,-98.4098.28.8677,1539,1,10.0106,81,AT_1539,ATASCOSA
1287,1540,-98.3998,28.8677,-98.3998.28.8677,1540,1,10.829,52,AT_1540,ATASCOSA
1288,1541,-98.3898,28.8677,-98.3898.28.8677,1541,1,9.9132,81,AT_1541,ATASCOSA
1289,1542,-98.3698,28.8677,-98.3698.28.8677,1542,1,10.077,52,AT_1542,ATASCOSA
1290,1543,-98.3598,28.8677,-98.3598.28.8677,1543,1,10.7878,52,AT_1543,ATASCOSA
1291,1544,-98.3498,28.8677,-98.3498.28.8677,1544,1,10.549,52,AT_1544,ATASCOSA
1292,1545,-98.3398,28.8677,-98.3398.28.8677,1545,1,11.1626,81,AT_1545,ATASCOSA
1293,1546,-98.3298,28.8677,-98.3298.28.8677,1546,1,10.3068,52,AT_1546,ATASCOSA
1294,1547,-98.3198,28.8677,-98.3198.28.8677,1547,1,10.2638,52,AT_1547,ATASCOSA
1295,1548,-98.3098,28.8677,-98.3098.28.8677,1548,1,10.2638,81,AT_1548,ATASCOSA
1296,1549,-98.2998,28.8677,-98.2998.28.8677,1549,1,10.0904,52,AT_1549,ATASCOSA
1297,1550,-98.2898,28.8677,-98.2898.28.8677,1550,1,10.0904,52,AT_1550,ATASCOSA
1298,1551,-98.2798,28.8677,-98.2798.28.8677,1551,1,10.073,71,AT_1551,ATASCOSA
1299,1552,-98.2698,28.8677,-98.2698.28.8677,1552,1,10.2638,52,AT_1552,ATASCOSA
1300,1553,-98.2598,28.8677,-98.2598.28.8677,1553,1,9.8358,81,AT_1553,ATASCOSA
1301,1554,-98.2498,28.8677,-98.2498.28.8677,1554,1,10.9932,52,AT_1554,ATASCOSA
1302,1555,-98.2398,28.8677,-98.2398.28.8677,1555,1,9.719,52,AT_1555,ATASCOSA
1303,1556,-98.2298,28.8677,-98.2298.28.8677,1556,1,10.9932,52,AT_1556,ATASCOSA
1304,1557,-98.2198,28.8677,-98.2198.28.8677,1557,1,10.9932,52,AT_1557,ATASCOSA
1305,1558,-98.2098,28.8677,-98.2098.28.8677,1558,1,10.6816,52,AT_1558,ATASCOSA
1306,1559,-98.1998,28.8677,-98.1998.28.8677,1559,1,8.6544,52,AT_1559,ATASCOSA
1307,1560,-98.1898,28.8677,-98.1898.28.8677,1560,1,10.2362,52,AT_1560,ATASCOSA
1308,1561,-98.1798,28.8677,-98.1798.28.8677,1561,1,10.2362,52,AT_1561,ATASCOSA
1309,1562,-98.7998,28.8577,-98.7998.28.8577,1562,1,1.4168,52,AT_1562,ATASCOSA
1310,1564,-98.7798,28.8577,-98.7798.28.8577,1564,1,1.424,82,AT_1564,ATASCOSA
1311,1565,-98.7698,28.8577,-98.7698.28.8577,1565,1,1.6268,52,AT_1565,ATASCOSA
1312,1566,-98.7598,28.8577,-98.7598.28.8577,1566,1,1.24,52,AT_1566,ATASCOSA
1313,1567,-98.7498,28.8577,-98.7498.28.8577,1567,1,1.424,52,AT_1567,ATASCOSA
1314,1568,-98.7398,28.8577,-98.7398.28.8577,1568,1,1.6268,52,AT_1568,ATASCOSA
1315,1569,-98.7298,28.8577,-98.7298.28.8577,1569,1,1.391,52,AT_1569,ATASCOSA
1316,1570,-98.7198,28.8577,-98.7198.28.8577,1570,1,1.424,52,AT_1570,ATASCOSA
1317,1573,-98.6898,28.8577,-98.6898.28.8577,1573,1,1.4522,52,AT_1573,ATASCOSA
1318,1574,-98.6798,28.8577,-98.6798.28.8577,1574,1,1.4514,52,AT_1574,ATASCOSA
1319,1575,-98.6698,28.8577,-98.6698.28.8577,1575,1,1.24,82,AT_1575,ATASCOSA
1320,1576,-98.6598,28.8577,-98.6598.28.8577,1576,1,1.24,52,AT_1576,ATASCOSA
1321,1577,-98.6498,28.8577,-98.6498.28.8577,1577,1,1.2298,81,AT_1577,ATASCOSA
1322,1579,-98.6298,28.8577,-98.6298.28.8577,1579,1,0.896,81,AT_1579,ATASCOSA
1323,1580,-98.6198,28.8577,-98.6198.28.8577,1580,1,1.4514,52,AT_1580,ATASCOSA
1324,1581,-98.6098,28.8577,-98.6098.28.8577,1581,1,1.4088,81,AT_1581,ATASCOSA
1325,1582,-98.5998,28.8577,-98.5998.28.8577,1582,1,1.4538,52,AT_1582,ATASCOSA
1326,1583,-98.5898,28.8577,-98.5898.28.8577,1583,1,1.424,52,AT_1583,ATASCOSA
1327,1584,-98.5798,28.8577,-98.5798.28.8577,1584,1,9.8514,82,AT_1584,ATASCOSA
1328,1585,-98.5698,28.8577,-98.5698.28.8577,1585,1,9.984,52,AT_1585,ATASCOSA
1329,1586,-98.5598,28.8577,-98.5598.28.8577,1586,1,9.8514,82,AT_1586,ATASCOSA
1330,1587,-98.5498,28.8577,-98.5498.28.8577,1587,1,9.8514,52,AT_1587,ATASCOSA
1331,1588,-98.5398,28.8577,-98.5398.28.8577,1588,1,10.0734,52,AT_1588,ATASCOSA
1332,1589,-98.5298,28.8577,-98.5298.28.8577,1589,1,10.27,81,AT_1589,ATASCOSA
1333,1590,-98.5198,28.8577,-98.5198.28.8577,1590,1,10.0734,71,AT_1590,ATASCOSA
1334,1591,-98.5098,28.8577,-98.5098.28.8577,1591,1,11.0696,71,AT_1591,ATASCOSA
1335,1592,-98.4998,28.8577,-98.4998.28.8577,1592,1,10.829,52,AT_1592,ATASCOSA
1336,1593,-98.4898,28.8577,-98.4898.28.8577,1593,1,10.829,52,AT_1593,ATASCOSA
1337,1594,-98.4798,28.8577,-98.4798.28.8577,1594,1,10.5488,71,AT_1594,ATASCOSA
1338,1595,-98.4698,28.8577,-98.4698.28.8577,1595,1,9.9138,52,AT_1595,ATASCOSA
1339,1596,-98.4598,28.8577,-98.4598.28.8577,1596,1,10.6628,52,AT_1596,ATASCOSA
1340,1597,-98.4498,28.8577,-98.4498.28.8577,1597,1,10.6842,71,AT_1597,ATASCOSA
1341,1599,-98.4298,28.8577,-98.4298.28.8577,1599,1,10.4676,52,AT_1599,ATASCOSA
1342,1600,-98.4198,28.8577,-98.4198.28.8577,1600,1,10.6842,52,AT_1600,ATASCOSA
1343,1601,-98.4098,28.8577,-98.4098.28.8577,1601,1,10.829,52,AT_1601,ATASCOSA
1344,1602,-98.3998,28.8577,-98.3998.28.8577,1602,1,10.829,52,AT_1602,ATASCOSA
1345,1603,-98.3898,28.8577,-98.3898.28.8577,1603,1,10.504,52,AT_1603,ATASCOSA
1346,1604,-98.3798,28.8577,-98.3798.28.8577,1604,1,9.9138,52,AT_1604,ATASCOSA
1347,1606,-98.3598,28.8577,-98.3598.28.8577,1606,1,10.7876,52,AT_1606,ATASCOSA
1348,1607,-98.3498,28.8577,-98.3498.28.8577,1607,1,10.7876,52,AT_1607,ATASCOSA
1349,1608,-98.3398,28.8577,-98.3398.28.8577,1608,1,10.7876,52,AT_1608,ATASCOSA
1350,1609,-98.3298,28.8577,-98.3298.28.8577,1609,1,10.7614,52,AT_1609,ATASCOSA
1351,1610,-98.3198,28.8577,-98.3198.28.8577,1610,1,9.3654,52,AT_1610,ATASCOSA
1352,1611,-98.3098,28.8577,-98.3098.28.8577,1611,1,9.456,81,AT_1611,ATASCOSA
1353,1612,-98.2998,28.8577,-98.2998.28.8577,1612,1,9.456,81,AT_1612,ATASCOSA
1354,1613,-98.2898,28.8577,-98.2898.28.8577,1613,1,10.073,71,AT_1613,ATASCOSA
1355,1614,-98.2798,28.8577,-98.2798.28.8577,1614,1,9.456,81,AT_1614,ATASCOSA
1356,1615,-98.2698,28.8577,-98.2698.28.8577,1615,1,10.2944,52,AT_1615,ATASCOSA
1357,1616,-98.2598,28.8577,-98.2598.28.8577,1616,1,10.6486,90,AT_1616,ATASCOSA
1358,1617,-98.2498,28.8577,-98.2498.28.8577,1617,1,10.9932,52,AT_1617,ATASCOSA
1359,1618,-98.2398,28.8577,-98.2398.28.8577,1618,1,9.6736,52,AT_1618,ATASCOSA
1360,1619,-98.2298,28.8577,-98.2298.28.8577,1619,1,9.7424,52,AT_1619,ATASCOSA
1361,1620,-98.2198,28.8577,-98.2198.28.8577,1620,1,9.4298,52,AT_1620,ATASCOSA
1362,1621,-98.2098,28.8577,-98.2098.28.8577,1621,1,9.6736,81,AT_1621,ATASCOSA
1363,1623,-98.1898,28.8577,-98.1898.28.8577,1623,1,9.719,52,AT_1623,ATASCOSA
1364,1624,-98.1798,28.8577,-98.1798.28.8577,1624,1,9.719,52,AT_1624,ATASCOSA
1365,1625,-98.1698,28.8577,-98.1698.28.8577,1625,1,7.5926,52,AT_1625,ATASCOSA
1366,1626,-98.7998,28.8477,-98.7998.28.8477,1626,1,1.424,81,AT_1626,ATASCOSA
1367,1627,-98.7898,28.8477,-98.7898.28.8477,1627,1,1.424,52,AT_1627,ATASCOSA
1368,1629,-98.7698,28.8477,-98.7698.28.8477,1629,1,1.5064,52,AT_1629,ATASCOSA
1369,1630,-98.7598,28.8477,-98.7598.28.8477,1630,1,1.424,52,AT_1630,ATASCOSA
1370,1631,-98.7498,28.8477,-98.7498.28.8477,1631,1,1.6268,52,AT_1631,ATASCOSA
1371,1632,-98.7398,28.8477,-98.7398.28.8477,1632,1,1.475,90,AT_1632,ATASCOSA
1372,1633,-98.7298,28.8477,-98.7298.28.8477,1633,1,1.2406,82,AT_1633,ATASCOSA
1373,1634,-98.7198,28.8477,-98.7198.28.8477,1634,1,1.2406,82,AT_1634,ATASCOSA
1374,1637,-98.6898,28.8477,-98.6898.28.8477,1637,1,1.452,52,AT_1637,ATASCOSA
1375,1638,-98.6798,28.8477,-98.6798.28.8477,1638,1,1.452,52,AT_1638,ATASCOSA
1376,1639,-98.6698,28.8477,-98.6698.28.8477,1639,1,1.452,52,AT_1639,ATASCOSA
1377,1640,-98.6598,28.8477,-98.6598.28.8477,1640,1,1.5022,81,AT_1640,ATASCOSA
1378,1641,-98.6498,28.8477,-98.6498.28.8477,1641,1,1.24,52,AT_1641,ATASCOSA
1379,1642,-98.6398,28.8477,-98.6398.28.8477,1642,1,1.4514,52,AT_1642,ATASCOSA
1380,1643,-98.6298,28.8477,-98.6298.28.8477,1643,1,1.4514,52,AT_1643,ATASCOSA
1381,1644,-98.6198,28.8477,-98.6198.28.8477,1644,1,1.24,52,AT_1644,ATASCOSA
1382,1645,-98.6098,28.8477,-98.6098.28.8477,1645,1,1.24,71,AT_1645,ATASCOSA
